#Text:Kāṭhakasaṃhitā
#Notes:Prose parts; digital split version provided by K. Amano



6.1.1	prajāpatir vā idam āsīt
36.6.10	annād vai tāḥ prajā varuṇo 'gṛhṇāt
36.6.11	śūrpeṇānnaṃ bibhrati
36.6.12	tasmāc chūrpeṇa hūyate
36.6.13	strīpuṃsau juhutaḥ
36.6.14	mithunā eva prajā varuṇān muñcataḥ
36.6.15	purastāt pratyañcau tiṣṭhantau juhutaḥ
36.6.16	purastād evāgre 'ṃho 'vayajataḥ
36.6.17	yat pātrāṇi ya eva dvipādaḥ paśavo mithunās teṣāṃ tena purastād aṃho 'vayajataḥ
36.6.18	yan meṣaś ca meṣī ca ya eva catuṣpādaḥ paśavo mithunās teṣāṃ tenopariṣṭād aṃho 'vayajataḥ
36.6.19	ubhayata evāṃho 'vayajataḥ purastāc copariṣṭāc ca
36.6.20	pātrāṇi hutvāgniṃ saṃmārṣṭi
36.6.21	yatrāṃho 'vāyākṣus tasminn utpūte devatā yajān iti
36.6.22	yad vai prajā varuṇo gṛhṇāti śamīṃ ca yavaṃ ca na gṛhṇāti
36.6.23	hemanto hi varuṇaḥ
36.6.24	tasmād etau heman na śuṣyataḥ
36.6.25	yā evāvaruṇagṛhītau tābhyām enā varuṇān muñcati
36.6.26	varuṇyo vai yavo varuṇadevatyaḥ
36.6.27	svenaiva bhāgadheyena varuṇaṃ niravadayate
36.6.28	athaitā anṛtapaśū
36.6.29	anṛtād vai tāḥ prajā varuṇo 'gṛhṇāt
36.6.30	yad etā anṛtapaśū anṛtād evainā varuṇān muñcati
36.6.31	strīpuṃsau bhavataḥ
36.6.32	mithunā eva prajā varuṇān muñcati
36.6.33	lomaśau bhavato medhyatvāya
36.6.34	yāvanto hi paśavo loma jagṛhus te medhaṃ prāpuḥ
36.6.35	śamīparṇāni bhavanti śantvāya
36.6.36	bhūrjo vai nāmaiṣa vṛkṣaḥ
36.6.37	kāryā vā etasya srucaḥ
36.6.38	prajāpatir vā annādyaṃ nāvārunddha
36.6.39	tac chatedhmenāvārunddha
36.6.40	paraśśatāni kāryāṇi annādyasyāvaruddhyai
36.6.41	sahasredhmo ha tvā aṃhaso 'veṣṭiṃ vivyāca
36.6.42	parassahasrāṇi kāryāṇy aṃhaso 'veṣṭyai
36.7.1	yatīn vai sālāvṛkeyā ādan
36.7.2	teṣām etāni śīrṣāṇi yat kharjūrāḥ
36.7.3	somapītha eṣa udīṣati yat karīrāṇi
36.7.4	yat karīrāṇi bhavanti somapītham evāvarunddhe
36.7.5	prajāpater vā etaj jyeṣṭhaṃ tokaṃ yat parvatāḥ
36.7.6	te pakṣiṇa āsan
36.7.7	te yatrayatrākāmayanta tat parāpātam āsata
36.7.8	atha vā iyaṃ tarhi śithilāsīt
36.7.9	teṣām indraḥ pakṣān acchinat
36.7.10	tair imām adṛṃhat
36.7.11	ye pakṣā āsaṃs te jīmūtā abhavan
36.7.12	tasmāt te girim upaplavante
36.7.13	yonir hy eṣām eṣa
36.7.14	tasmād girau bhūyiṣṭhaṃ varṣati
36.7.15	yat prākṣarat tāni karīrāṇi
36.7.16	tad etat prāvṛṣy ujjīmūtāḥ plavante
36.7.17	yajante varuṇapraghāsaiḥ
36.7.18	vṛṣṭim eva saṃtanoti
36.7.19	tasmāt tarhi bhūyiṣṭhaṃ varṣati
36.7.20	vṛṣṭiṃ hi saṃtanoti
36.7.21	na vaiśvadeva uttaravedim upavapanti
36.7.22	upātra vapanti
36.7.23	prajātā eva prajāḥ parigṛhṇāti
36.7.24	yottarā vedir yā atrīḥ prajās tāsāṃ sā yoniḥ
36.7.25	tās tām anuprajāyante
36.7.26	yā dakṣiṇā vedir yā ādyāḥ prajās tāsāṃ sā yoniḥ
36.7.27	tās tām anuprajāyante
36.7.28	ubhayīr evaitad atrīś cādyāś ca prajāḥ prajanayati
36.7.29	ayaṃ vāva hasta āsīt
36.7.30	nāyam
36.7.31	yaiṣā dvitīyā vedis tayemaṃ dvitīyaṃ hastam avindan
36.7.32	tasmād eṣa etasya pariveṣṭā
36.7.33	aparajo hi
36.7.34	tasmāt kanīyāñ jyāyāṃsaṃ pariveveṣṭi
36.7.35	same kārye
36.7.36	samau hīmau hastā asaṃbhinne bhavato 'ṃhaso 'veṣṭyai
36.7.37	yat saṃbhindyur anaveṣṭam aṃhas syāt
36.7.38	ekasphyām anu saṃbhindanty anusaṃtatyai
36.7.39	upottarāṃ vapanti na dakṣiṇām anabhyārohāya
36.7.40	kṣatraṃ vai varuṇaḥ
36.7.41	viṇ marutaḥ
36.7.42	nānā yajanti pāpavasīyasasya vyāvṛttyai
36.7.43	yad adhvaryuḥ karoti tat pratiprasthātā karoti
36.7.44	tasmād yad rājā karoti tad viṭ karoti
36.7.45	na vaiśvadeve triṃśad āhutayas santi na sākamedheṣu
36.7.46	varuṇapraghāseṣu vāva triṃśad āhutayaḥ
36.7.47	vairājaḥ puruṣaḥ
36.7.48	daśa hastyā aṅgulayo daśa padyā daśa prāṇās tat triṃśat
36.7.49	triṃśadakṣarā virāṭ
36.7.50	vairājaḥ puruṣaḥ
36.7.51	yad etarhy avabhṛtham avaiti
36.7.52	ātmānam evāṃho 'vayajate
36.7.53	yad vai yajñasya svagākṛtiṃ na prāpnoti varuṇas tad gṛhṇāti
36.7.54	yan niṣkāṣeṇāvabhṛtham avaiti
36.7.55	yad eva varuṇagṛhītaṃ tena varuṇaṃ niravadayate
36.7.56	atho yad evātra varuṇasya nyaktaṃ tasya niravattyai
36.7.57	anapekṣamāṇā āyānti varuṇasyānanvavāyāya
36.7.58	edho 'sy edhiṣīmahīti
36.7.59	varuṇam eva niravadāyaidhatum upayanti
36.7.60	samid asi samedhiṣīmahīti āśiṣam evāśāste
36.7.61	tejo 'si tejo mayi dhehīti
36.7.62	teja evātman dhatte
36.8.1	prajās sṛṣṭvāṃho 'vejya so 'kāmayata vṛtraṃ hanyām iti
36.8.2	sa etābhir devatābhis sayug bhūtvopaplāyata marudbhir viśāgninānīkena
36.8.3	sa vṛtram abhītya vṛtraṃ dṛṣṭvorustambhagṛhīto 'tiṣṭhad anabhidhṛṣṇuvan
36.8.4	taṃ maruta aiṣīkair vātarathair adhyaiyanta
36.8.5	te 'tyaiṣan
36.8.6	te 'sya yatra marmāgacchaṃs tad aceṣṭat
36.8.7	saṃ vā enaṃ tad atapan
36.8.8	tasmāt sāṃtapanāḥ
36.8.9	vārtraghnā vai sākamedhāḥ
36.8.10	agninā vā anīkenendro vṛtram ahann anīkatvāyaiva
36.8.11	eṣo 'gnir devānāṃ senānīḥ
36.8.12	senotthāpanīyam evaitat
36.8.13	indro vai vṛtrāya vajram udyamaṃ nāśaknot
36.8.14	sa etaṃ marudbhyo bhāgaṃ niravapat
36.8.15	taṃ maruto vīryāya samatapan
36.8.16	sa tena vīryeṇa vajram udayacchat
36.8.17	saṃ vā enaṃ tad atapan
36.8.18	tasmāt sāṃtapanāḥ
36.8.19	madhyaṃdine nirupyaḥ
36.8.20	tarhi hy ubhā antau tapati
36.8.21	carur bhavati
36.8.22	taṃ hi sarvatas tapati
36.8.23	devā vai vṛtrasya marma nāvindan
36.8.24	taṃ marutaḥ kṣurapavinā vyayuḥ
36.8.25	saṃ vā enaṃ tad atapan
36.8.26	tasmāt sāṃtapanāḥ
36.9.1	te śvo vṛtraṃ haniṣyanta upāvasan
36.9.2	te 'bruvan kasya vāhedaṃ śvo bhavitā kasya vā pacateti
36.9.3	ta etam odanam apacanta
36.9.4	te paśūn acikayuḥ
36.9.5	yatarān vā ime śvaḥ kamitāras te jetāra iti
36.9.6	tebhya etena prātiṣṭhan
36.9.7	tān etenāyacchan
36.9.8	paśūnām evaiṣā yatiḥ
36.9.9	te śvovijayino 'vasan
36.9.10	te 'bruvan kasya vāhedaṃ śvo bhavitā kasya vā pacateti
36.9.11	ta etam odanam apacanta
36.9.12	te 'bruvan māhutam aśiṣmeti
36.9.13	te marudhbhyo gṛhamedhebhyo 'juhavuḥ
36.9.14	paśavo vai maruto gṛhamedhāḥ
36.9.15	tebhya eva tad ajuhavuḥ
36.9.16	te saṃyattā āsan
36.9.17	te 'surā devebhyaḥ kṣudhaṃ prāhiṇvan
36.9.18	tāṃ devāḥ pratiśrutyaitam odanam apacanta
36.9.19	sā deveṣu lokam avittvā punar asurān prāviśat
36.9.20	sainān niradahat
36.9.21	api prativeśa odanaṃ paceta
36.9.22	bhrātṛvyāyaiva kṣudhaṃ prahiṇoti
36.9.23	sainaṃ nirdahati
36.9.24	yad vai cāturmāsyānāṃ pākayajñasyaiva tad eṣāṃ paśavyam
36.9.25	gṛhamedhyo vai pākayajñaḥ
36.9.26	na prayājā ijyante nānuyājāḥ
36.9.27	na sāmidhenīr anvāha
36.9.28	ājyabhāgau yajati
36.9.29	tena yajñaḥ kriyate
36.9.30	agnaye samavadyati
36.9.31	agnis samiṣṭiḥ
36.9.32	agniḥ pratiṣṭhitiḥ samiṣṭhyā eva partiṣṭhityai
36.9.33	paśavo vai gṛhamedhāḥ
36.9.34	paśava iḍā
36.9.35	tasmād iḍām upahvayante
36.9.36	niṣkāṣo nidhīyate saṃtatyai
36.9.37	teṣāṃ vā ubhayeṣām indraḥ prāvasat
36.9.38	te devā etam indrāya bhāgaṃ nyadadhuḥ
36.9.39	asmāñ chvo nihitabhāgo vṛṇātā iti
36.9.40	ruvatho vaṣaṭkāraḥ
36.9.41	atho asurāṇām eva tad vṛṣabham atyāhvayan
36.9.42	asmān prajanayād ity ṛṣabham āhvayati
36.9.43	indram eva tan nihvayate
36.9.44	atho puṣṭim eva bhrātṛvyasya vṛṅkte
36.10.1	savatsā gāvo vasanti sākamedhatvāya
36.10.2	yat patnī nāśnīyād asākamedhās syuḥ
36.10.3	yat patny aśnāti sākamedhatvāya
36.10.4	nirṛtir vā etad yajñasya gṛhṇāti yat stry aśnāti
36.10.5	nirṛtir vai strī
36.10.6	striyā eṣa hasto yad darviḥ
36.10.7	yad darvyā juhoti nirṛtyaiva nirṛtiṃ niravadayate
36.10.8	yad vai yajñasya svagākṛtiṃ na prāpnoti nirṛtis tad gṛhṇāti
36.10.9	nirṛtigṛhītā vai darviḥ
36.10.10	taptaṃ hy eṣāvacarati
36.10.11	yad darvyā juhoti nirṛtigṛhītayaiva nirṛtiṃ niravadayate
36.10.12	sa śvo vṛtraṃ hantum upaplāyata
36.10.13	taṃ marutaḥ parikrīḍanta āyan
36.10.14	te 'syāpvāṃ vyanayan
36.10.15	ta enam abhyadharṣayan
36.10.16	tasmāt krīḍayaḥ
36.10.17	te saṃyattā āsan
36.10.18	te devā asurāṇāṃ param antaṃ na parāpaśyan
36.10.19	te marutaḥ krīḍīn krīḍato 'paśyan
36.10.20	te 'vidur jitamanaso vā ima iti
36.10.21	tebhya etaṃ bhāgaṃ niravapan
36.10.22	tato 'jayan
36.10.23	vijityā evaiṣaḥ
36.10.24	asau vā āditya indraḥ
36.10.25	raśmayaḥ krīḍayaḥ
36.10.26	sākaṃ raśmibhiḥ pracaranti vijityai
36.10.27	devā vai vṛtraṃ hataṃ na vyajānan
36.10.28	taṃ maruto 'dhyakrīḍan
36.10.29	tasmāt krīḍayaḥ
36.10.30	athaitāni pañca havīṃṣi saṃtatyai
36.10.31	athaindrāgnaḥ
36.10.32	indrāgnī vai taṃ vajreṇābhyauhatām
36.10.33	atho āhur indrāgnī asmai vajram anubibhṛtām iti
36.10.34	athaindraḥ
36.10.35	etena vā indro vṛtram ahan
36.10.36	sa etam uddhāram udaharata
36.10.37	uddhāra evāsya
36.10.38	eṣa bhāga eva
36.10.39	atha vaiśvakarmaṇaḥ
36.10.40	viśvā me karma kṛtānīti
36.10.41	viśvakarmā hy abhavad vṛtraṃ hatvā
36.10.42	agne ver hotraṃ ver dūtyam ity āghāram āghārayati
36.10.43	āhutīnāṃ saṃpattyai triṃśattvāya
36.11.1	prajās sṛṣṭvāṃho 'vejya vṛtraṃ hatvā te 'mṛtatvam akāmayanta
36.11.2	svargo vai loko 'mṛtatvam
36.11.3	dvādaśa māsās saṃvatsaras svargo lokaḥ
36.11.4	yad dvādaśāhutayo 'mṛtatvam eva tena spṛṇoti
36.11.5	saṃ vā etat saṃvatsaram akṛkṣat
36.11.6	āpad vā etat saṃvatsaram
36.11.7	yat ṣaṭṣaṭ saṃpādayati ṣaḍ vā ṛtavaḥ
36.11.8	ṛtūn evaitat punar apipādayati
36.11.9	tān apipadyamānān anvapipadyate
36.11.10	tataḥ prajāyate
36.11.11	ati vā etat saṃvatsaram agāt
36.11.12	yad dvādaśāhutayaḥ saṃvatsaram evābhiparyāvartate
36.11.13	āpad vā etat saṃvatsaram
36.11.14	pitara ṛtavaḥ
36.11.15	tam eva prajanayati
36.11.16	taṃ prajāyamānam anuprajāyate
36.11.17	etad vā asya saṃvatsaro 'bhīṣṭo 'bhūt
36.11.18	abhīṣṭā ṛtavaḥ
36.11.19	athāsya pitaro 'nabhīṣṭāḥ
36.11.20	yad eṣa pitṛyajñas tenāsya pitaro 'bhīṣṭāḥ prītā bhavanti
36.11.21	dakṣiṇato nirupyam
36.11.22	dakṣiṇā hi pitṝṇām
36.11.23	ubhayato nirupyam
36.11.24	ubhaye hījyante
36.11.25	tat tan na sūrkṣyam
36.11.26	dakṣiṇata eva nirupyam
36.11.27	dakṣiṇā hi pitṝṇām
36.11.28	ṣaṭkapālaḥ puroḍāśo bhavati
36.11.29	ṣaḍ vā ṛtavaḥ
36.11.30	ṛtava evāsya tenābhīṣṭāḥ prītā bhavanti
36.11.31	na vai dhānābhir na manthena yajñaḥ
36.11.32	yad eṣa puroḍāśas tena yajñaḥ kriyate
36.11.33	athaitā dhānāḥ
36.11.34	sudhā vā etā amuṣmiṃl loke 'parimitās samvatsarasya rātrayaḥ
36.11.35	tā evāsyaitābhir abhīṣṭāḥ prītā bhavanti
36.11.36	na vai dhānābhir na puroḍāśena pitṛyajñaḥ
36.11.37	yad eṣa manthas tena pitṛyajñaḥ
36.11.38	abhivānyavatsāyā dugdhe bhavati
36.11.39	sā hi pitṝṇām
36.11.40	nediṣṭham ekayopamanthati
36.11.41	ekalokā hi pitaraḥ
36.11.42	dakṣiṇopamanthati
36.11.43	dakṣiṇā hi pitṝṇām
36.11.44	anārabhyopamanthati
36.11.45	taddhi pitṝn gacchati
36.12.1	na prācy uddhatyā
36.12.2	pitṛyajño hi
36.12.3	na dakṣiṇā
36.12.4	yajño hi
36.12.5	ubhe diśā antaroddhanti
36.12.6	ubhaye hījyante
36.12.7	ubhayān eva vyaśnoti devāṃś ca pitṝṃś ca
36.12.8	catussraktir vedir bhavati
36.12.9	sarvāsu hi dikṣu pitaraḥ
36.12.10	pariśrite yājayanti
36.12.11	antarhitā hy amuṣmād ādiyāt pitaraḥ
36.12.12	atho antarhitā hi devebhyaś ca manuṣyebhyaś ca pitaraḥ
36.12.13	upamūlaṃ barhir dāti
36.12.14	tena pitṝṇām
36.12.15	yad ṛtemūlam tena devānām
36.12.16	ubhaye hījyante
36.12.17	samantaṃ barhis stṛṇan paryeti
36.12.18	samantaṃ hīma ṛtavaḥ pariviṣṭāḥ
36.12.19	eti vā eṣo 'smāl lokād yaḥ pitṛyajñaṃ paryeti
36.12.20	yad astṛṇan punaḥ paryetīmam eva lokam upāvartate
36.12.21	amuṣmin vai pūrvasmin devatā yajanti
36.12.22	yat tatra yajed āhutīs saṃsṛjet
36.12.23	samadaṃ kuryāt
36.12.24	gārhapatye śṛtaṃ kurvanti
36.12.25	tena yajñaḥ kriyate
36.12.26	odanapacanād agnim āharanti
36.12.27	tad u svin nānyata āhriyate
36.12.28	uśantas tvā havāmaha ity anvāha
36.12.29	uśanto hi pitaraḥ
36.12.30	anuṣṭubham anvāha
36.12.31	anto vā anuṣṭup
36.12.32	antaḥ pitaraḥ
36.12.33	atho anuṣṭubbhi sarvāṇi cchandāṃsi
36.12.34	ekām anvāha
36.12.35	ekalokā hi pitaraḥ
36.12.36	trir anvāha
36.12.37	tṛtīye hi loke pitaraḥ
36.12.38	yad ekām anvāha tena pitṝṇām
36.12.39	yat trir anvāha tena devānām
36.12.40	ubhaye hījyante
36.12.41	nārṣeyaṃ vṛṇīte na hotāram
36.12.42	mṛtyor evainā utsṛjati
36.12.43	apabarhiṣaḥ prayājān yajati
36.12.44	prajā vai barhiḥ
36.12.45	prajā eva mṛtyor utsṛjati
36.12.46	saṃvyayate vai manuṣyebhyaḥ kariṣyan
36.12.47	dakṣiṇato devebhya upavyayate
36.12.48	athātra prācīnāvītena bhavyaṃ vyāvṛttyai
36.12.49	dakṣiṇato 'vadāyodaṅṅ atikramya dakṣiṇāvṛtya juhoti
36.12.50	dakṣiṇā hi pitṝṇām
36.13.1	somam agre yajati
36.13.2	somo vai pitṝṇāṃ devatā
36.13.3	pitṛdevatyo hi somaḥ
36.13.4	yat somaṃ pitṛmantaṃ yajati somapāṃs tat pitṝn yajati
36.13.5	yad barhiṣado yajvanas tat
36.13.6	yad agniṣvāttān gṛhamedhinas tat
36.13.7	yad agniṃ kavyavāhanam
36.13.8	dve vā agnes tanvau
36.13.9	havyavāhanyā devebhyo havyaṃ vahati
36.13.10	kavyavāhanyā pitṛbhyaḥ
36.13.11	agnis samiṣṭiḥ
36.13.12	agniḥ pratiṣṭhitiḥ samiṣṭyā eva pratiṣṭhityai
36.13.13	pañcapañca kṛtvo 'vadyati
36.13.14	pañca hy ṛtavaḥ
36.13.15	svadhā nama iti vaṣaṭkaroti
36.13.16	svadhā hi pitṝṇāṃ namaskāro devānām
36.13.17	dve vai devānāṃ yājyānuvākye
36.13.18	prānyayā yacchati
36.13.19	gamayaty anyayā
36.13.20	athātra tisraḥ kāryā vyāvṛttyai
36.13.21	dve anuvākye
36.13.22	ekā yājyā
36.13.23	pare vai devebhyaḥ pitaraḥ
36.13.24	yaiṣā tṛtīyābhy evaitayā prayacchati
36.13.25	devān vai pitṝn manuṣyāḥ pitaro 'nuprapipate
36.13.26	devān evaitat pitṝn ayāṭ
36.13.27	yat sraktiṣu nidadhāti
36.13.28	tena manuṣyān pitṝn yajati
36.13.29	trir nidadhāti
36.13.30	trīn hīdaṃ puruṣān abhismaḥ
36.13.31	trīn parān anvācaṣṭe
36.13.32	trayo vai pitā putraḥ pautro 'nusaṃtatyai
36.13.33	sarvāsu sraktiṣu nidadhāti
36.13.34	sarvā eva diśo gamayati
36.13.35	sarvāsu hi dikṣu pitaraḥ
36.13.36	nāsyāṃ nidadhyāt
36.13.37	yad asyāṃ nidadhyān mṛtyunainān parigṛhṇīyāt
36.13.38	tām evānūdyanti
36.13.39	yat tasyāṃ nimārṣṭi
36.13.40	tenaiva tān prīṇāti
36.13.41	atra pitaro mādayadhvam iti niṣkrāmanti
36.13.42	ta āhavanīyam upāyanti
36.13.43	susaṃdṛśaṃ tvā vayam iti ta ā tamitos tiṣṭhanti
36.13.44	antaṃ vā ete prāṇasya gacchanti ye pitṛyajñam upayanti
36.13.45	agnim evopadraṣṭāraṃ kṛtvāntaṃ prāṇasya gacchanti
36.13.46	pareta pitaras somyāsa iti punar āyanti
36.13.47	anuṣaktā vā etān pitaro vyāvṛttyai
36.13.48	amīmadanta pitara iti prapadyante
36.13.49	ta ūrṇāṃ vā daśāṃ vā nyasyanti
36.13.50	yad eva tatra nigacchanti tasya niravattyai
36.13.51	apaḥ pariṣiñcati
36.13.52	mārjayaty eva
36.13.53	punar apariṣiñcan paryeti
36.13.54	amuṃ vā ete lokaṃ nigacchanti ye pitṛyajñam upayanti
36.13.55	prajāpatis tvā enān ata unnetum arhati
36.13.56	yad etām aniruktāṃ prājāpatyām anvāha
36.13.57	ayā viṣṭhā janayan kurvarāṇīti
36.13.58	prajāpatir evaināṃs tata unnayati
36.13.59	pitṝn vā etad yajño 'gan
36.13.60	paṅktyā punar āyanti
36.13.61	pāṅkto yajñaḥ
36.13.62	sahaiva yajñenāyanti
36.13.63	pitṝn vā etasya mano gacchati
36.13.64	mano nv āhuvāmaha iti
36.13.65	tad eva punar upahvayate
36.14.1	etad vā asya saṃvatsaro 'bhīṣṭo 'bhūt
36.14.2	abhīṣṭāḥ pitaraḥ
36.14.3	athāsya rudrā anabhīṣṭāḥ
36.14.4	rudrās tryambakāḥ
36.14.5	yad ete tryambakās tenāsya rudrā abhīṣṭāḥ prītā bhavanti
36.14.6	pratipuruṣaṃ bhavanti
36.14.7	pratipuruṣam eva rudraṃ niravadayate
36.14.8	eko 'dhi bhavati
36.14.9	garbhebhya eva tena rudraṃ niravadayate
36.14.10	ekakapālā bhavanti
36.14.11	na vai puruṣaṃ kapālair āptum arhati
36.14.12	ekadhaivainam āpnoti
36.14.13	abhighāryā3 nābhighāryā3 iti mīmāṃsante
36.14.14	abhighāryā eva
36.14.15	na hi havir anabhighṛtam
36.14.16	yad abhighārayed rudraṃ paśūn anvavanayet
36.14.17	tasmān nābhighāryāḥ
36.14.18	ekolmukaṃ haranti
36.14.19	ekolmukaṃ hi rudrāṇām
36.14.20	dhūpāyaddharanti
36.14.21	dhūpāyaddhi rudrāṇām
36.14.22	parācīnaṃ haranti
36.14.23	parāñcam eva rudraṃ haranti
36.14.24	imāṃ diśaṃ haranti
36.14.25	etasyāṃ vai diśi rudrāṇāṃ gṛhāḥ
36.14.26	gṛheṣv eva rudraṃ niravayajate
36.14.27	rudrākhuṃ te paśuṃ karomīti
36.14.28	ākhukirā ekam upavapati
36.14.29	paśubhya eva rudraṃ niravadayate
36.14.30	tasmāt tān paśupatir ghātukaḥ
36.14.31	catuṣpathe yājayanti
36.14.32	catuṣpathe vai rudrāṇāṃ gṛhāḥ
36.14.33	gṛheṣv eva rudraṃ niravayajate
36.14.34	eṣa te rudra bhāgas saha svasrāmbikayā taṃ juṣasva svāheti
36.14.35	śarad vai rudrasya svasāmbikā
36.14.36	tām eṣo 'nvavacarati
36.14.37	tasmād eṣa śaradi bhūyiṣṭhaṃ hanti
36.14.38	tayaivainaṃ saha niravadayate
36.14.39	madhyamena parṇena juhoti
36.14.40	tad dhy arakṣohatam
36.14.41	yad grāmyeṇa juhuyād rudraṃ paśūn anvavanayet
36.14.42	tasmād āraṇyena hūyate
36.14.43	avāmba rudram adimahīti
36.14.44	anṛṇā evābhūvan
36.14.45	bheṣajaṃ gave 'śvāya puruṣāya ceti
36.14.46	anṛṇā eva bhūtvā bheṣajam akrata
36.14.47	tryambakaṃ yajāmaha iti pariyanti
36.14.48	yā patikāmā syāt sāpi parīyāt
36.14.49	pativedanam evāsyai kurvanti
36.14.50	tān udasya pratilabhante
36.14.51	anṛṇā eva bhūtvā bhagaṃ pratilabhante
36.14.52	tān yajamānāya samāvapanti
36.14.53	bhagam evāsmai samāvapanti
36.14.54	yā patikāmā syāt tasyai samāvapeyuḥ
36.14.55	bhagam evāsyai samāvapanti
36.14.56	tān mūte kṛtvā vṛkṣa āsacanti
36.14.57	eṣa te rudra bhāgaḥ
36.14.58	tenāvasena paro mūjavato 'tīhīti
36.14.59	girir vai rudrasya yoniḥ
36.14.60	tata eṣo 'bhyavacarati
36.14.61	svenaivainaṃ bhāgadheyena svaṃ yoniṃ gamayati
36.14.62	anapekṣamāṇā āyānti rudrasyānanvavāyāya
36.14.63	edho 'sy edhiṣīmahīti rudram eva niravadāyaidhatum upayanti
36.14.64	samid asi samedhiṣīmahīty āśiṣam evāśāste
36.14.65	tejo 'si tejo mayi dhehīti teja evātman dhatte
36.14.66	ambī vai strī bhagānāmnī
36.14.67	tasmāt tryambakāḥ
36.14.68	apratitiṣṭhato vā eṣa yasyāpratiṣṭhitaṃ havir apratiṣṭhitās tryambakāḥ
36.14.69	na prayājā ijyante nānuyājā
36.14.70	na sāmidhenīr anvāha
36.14.71	adityai caruṃ nirvapati
36.14.72	iyaṃ vā aditiḥ
36.14.73	iyaṃ pratiṣṭhā
36.14.74	asyām eva pratitiṣṭhati
37.1.1	prajāpatiḥ prajā asṛjata
37.1.2	tā asmād apākrāman
37.1.3	tā akāmayatopa māvarterann iti
37.1.4	sa etam odanam apacat
37.1.5	so 'nnam eva bhūtvaikadhātiṣṭhat
37.1.6	tā anyatrānnam avittvā tāḥ prajāpatim evaikadhānnādyāyābhisamāvartanta
37.1.7	yāvatīr ha vai kiyatīś ca prajā vācaṃ vadanti tā enam ekadhānnādyāyābhisamāvartante ya etenābhiṣicyate
37.1.8	sa eṣa odanasavaḥ
37.1.9	rāḍ asi virāḍ asīti
37.1.10	etānīva sarvāṇi bhavanti
37.1.11	sarvāṇy annāni bhavanti sarve puruṣāḥ
37.1.12	sarvāṇy evānnāny avarunddhe sarvān puruṣān
37.1.13	hiraṇyaṃ brahmaṇe dadāti
37.1.14	tejas tena parikrīṇāti
37.1.15	tisṛdhanvam
37.1.16	rājanyāyaujas tena parikrīṇāti
37.1.17	aṣṭrām
37.1.18	vaiṣyāya puṣṭiṃ tena parikrīṇāti
37.1.19	māṣakamaṇḍalum
37.1.20	śūdrāyāyus tena parikrīṇāti
37.1.21	hiraṇyam ābadhnāti
37.1.22	tad evāsmin pratiṣṭhāpayati
37.1.23	yad odanaṃ prāśnāty etad eva sarvam avarudhya tad asminn ekadhā dadhāti
37.1.24	rohiṇyāṃ kriyate
37.1.25	yad brāhmaṇā rohiṇī tasmāt
37.1.26	yad udyati sūrye kriyata etad vai prajāpate rūpaṃ yarhy eṣa udeti
37.1.27	sarvā vā etaṃ prajāḥ pratinandanti
37.1.28	didṛkṣeṇyo ha darśanīyo bhavati
37.1.29	avetyo 'vabhṛthā3 nāvetyā3 iti mīmāṃsante
37.1.30	yad darbhapiñjūlaiḥ pāvayati tad evāvaiti
37.1.31	tad u nāvaiti
37.1.32	ubhayam eva karoti
37.1.33	dvābhyāṃ pāvayati
37.1.34	dve satyaṃ cānṛtaṃ ca
37.1.35	satyenaivāsyānṛtaṃ pāvayati
37.1.36	dvau prāṇaś cāpānaś ca
37.1.37	tribhiḥ pāvayati
37.1.38	triṣatyā hi devāḥ
37.1.39	atho trayo hi prāṇāḥ prāṇo vyāno 'pānaḥ
37.1.40	pañcabhiḥ pāvayati
37.1.41	apāṃ vā etad oṣadhīnāṃ tejo yad darbhāḥ
37.1.42	yad darbhapiñjūlaiḥ pāvayati
37.1.43	apām evainam oṣadhīnāṃ tejasābhiṣiñcati
37.2.1	āgneyo 'ṣṭākapālaḥ
37.2.2	saumyaś caruḥ
37.2.3	sāvitro 'ṣṭākapālaḥ
37.2.4	bārhaspatyaś caruḥ
