#Text:Maitrāyaṇīsaṃhitā
#Notes:Prose parts; digital split version provided by K. Amano



1.1.1.1	iṣe tvā subhūtāya
4.5.1.9	haviṣmatīr imā āpā iti haviṣmatīr eva gṛhṇāti
4.5.1.10	āviḥsūrye gṛhyāḥ
4.5.1.11	uttaram eva yajñakratum abhigṛhṇāti
4.5.1.12	anuṣṭubhā gṛhṇāti
4.5.1.13	anuṣṭub vai sarvāṇi chandāṃsi
4.5.1.14	sarvair evaināś chandobhir gṛhṇāti
4.5.1.15	varṣma vā eṣā chandasām
4.5.1.16	varṣmainaṃ samānānāṃ gamayati
4.5.1.17	caturbhir gṛhṇāti tribhiḥ sādayati
4.5.1.18	tat sapta
4.5.1.19	saptapadā śakvarī
4.5.1.20	śākvarāḥ paśavaḥ
4.5.1.21	paśūn evāvarunddhe
4.5.1.22	apo vai rātrir divā bhūte praviśati
4.5.1.23	tasmād āpo divā kṛṣṇāḥ
4.5.1.24	apo 'har naktam
4.5.1.25	tasmād āpo naktaṃ śuklāḥ
4.5.1.26	yad divā gṛhṇāty ubhe evāhorātre gṛhṇāti
4.5.1.27	divā vai manuṣyā yajñena caranti naktaṃ devāḥ
4.5.1.28	tasmād rātribhiḥ śravasyate
4.5.1.29	saṃsthāpya vai manuṣyā yajñaṃ niḥpadyante
4.5.1.30	āpaḥ khalu vai viśve devāḥ
4.5.1.31	yad apaḥ pariharanty adbhyo vā etad yajñaṃ saṃprādāt
4.5.1.32	anyaste 'sya yajñe kriyate
4.5.1.33	yad vai yajñasyāntaryanti tac chidram
4.5.1.34	tad anu rakṣāṃsi yajñam avayanti
4.5.1.35	āpo vai rakṣoghnīḥ
4.5.1.36	apo rakṣāṃsi na taranti
4.5.1.37	yad apaḥ pariharanti rakṣasām ananvavāyāya
4.5.1.38	yā divā gṛhṇāti yā atrīḥ prajās tāsām etā yoniḥ
4.5.1.39	tā etā anuprajāyante
4.5.1.40	yā naktaṃ gṛhṇāti yā ādyāḥ prajās tāsām etā yoniḥ
4.5.1.41	tā etā anuprajāyante
4.5.1.42	ubhayīr eva prajāḥ prajanayaty atrīś cādyāś ca
4.5.1.43	āgnīdhre sādayati
4.5.1.44	etad vā anabhijitam
4.5.1.45	atho atra hi tāṃ rātriṃ devatā upavasanti
4.5.1.46	devā vai yajñasya śvastanaṃ nāpaśyan
4.5.1.47	te vā etad eva yajñasya śvastanam apaśyan yad vasatīvarīḥ
4.5.1.48	yad vasatīvarīr gṛhītvopavasanti
4.5.1.49	śvastanaṃ vā etad yajñasyālabhyopavasanti
4.5.1.50	atho āpo vai viśve devāḥ
4.5.1.51	sarvā vā etad devatā ālabhyopavasanti
4.5.1.52	yasyāgṛhītāḥ sūryo 'bhinimroced ya āhitāgniḥ somayājī tasya kumbhād gṛhyāḥ
4.5.1.53	tasya hi gṛhītā agnim upariṣṭād dhārayeyuḥ
4.5.1.54	atha gṛhṇīyāt
4.5.1.55	jyotiṣmatīr evainā gṛhṇāti
4.5.1.56	hiraṇyaṃ haste bhavati
4.5.1.57	atha gṛhṇāti
4.5.1.58	satyaṃ vai hiraṇyam
4.5.1.59	satyenaivainā gṛhṇāti
4.5.1.60	varo dakṣiṇā
4.5.1.61	vareṇaivainā gṛhṇāti
4.5.1.62	yat tatra dhanam adāsyant syāt tad deyam
4.5.2.1	pracaraṇyām agre gṛhṇāti
4.5.2.2	eṣā hy agre pracarati
4.5.2.3	apo vai somasya rasaḥ praviṣṭaḥ
4.5.2.4	agniḥ sarvā devatāḥ
4.5.2.5	vaiśvadevīr āpaḥ
4.5.2.6	yajñamukhaṃ grāvāṇaḥ
4.5.2.7	savitṛprasūto vā etat sarvābhir devatābhir apāṃ somasya rasam acchaiti
4.5.2.8	śṛṇotv agniḥ samidhā havaṃ mā iti yasminn evāgnau juhoti tam etad āha
4.5.2.9	śṛṇvantv āpā iti yā evāpo 'cchaiti tā etad āha
4.5.2.10	dhiṣaṇā ca devīti
4.5.2.11	vāg vai dhiṣaṇā devī
4.5.2.12	vācaṃ vā etad āha
4.5.2.13	śṛṇota grāvāṇo viduṣo nu yajñam iti
4.5.2.14	yajñamukhaṃ hi grāvāṇaḥ
4.5.2.15	śṛṇotu devaḥ savitā havaṃ mā ity āha
4.5.2.16	prasūtyā eva
4.5.2.17	apa iṣya hotar iti yajñaṃ preṣyeti vā etad āha
4.5.2.18	pra brahmaṇā iti
4.5.2.19	brahmaṇaiva yajñam acchaiti
4.5.2.20	maitrāvaruṇasya camasenācchaiti
4.5.2.21	eṣa hy agre pracarati
4.5.2.22	atho mitrāvaruṇau hy apām īśāte
4.5.2.23	yajñamukhaṃ vai mitrāvaruṇau
4.5.2.24	yajñamukham āpaḥ
4.5.2.25	yajñamukhenaiva yajñamukham acchaiti
4.5.2.26	yatra hotuḥ prātaranuvākam anubruvata upaśṛṇuyāt tad apo 'dhvaryur gṛhṇīyāt
4.5.2.27	yan nopaśṛṇuyād badhiraḥ syāt
4.5.2.28	vāco hi chidyate
4.5.2.29	atha yaj juhoti havirbhūtā evainā gṛhṇāti
4.5.2.30	atho abhighṛtā eva
4.5.2.31	tṛṇaṃ prāsya juhoti
4.5.2.32	agnimaty eva juhoty āyatanavati
4.5.2.33	andho 'dhvaryuḥ syād yad anāyatane juhuyāt
4.5.2.34	ghṛtaṃ vai devā vajraṃ kṛtvā somam aghnan
4.5.2.35	abhi khalu vā etā ghārayanti
4.5.2.36	tasmād āhutim apaplāvayati
4.5.2.37	atho āhutiṃ ned dharāṇīti
4.5.2.38	kārṣy asīty āhutim apaplāvayati
4.5.2.39	samudrasya vo 'kṣityā unnayā ity upamārayaty apām evākṣityai
4.5.2.40	apo vai somasya rasaḥ praviṣṭaḥ
4.5.2.41	somam apāṃ rasaḥ
4.5.2.42	apāc ca khalu vai napāc cāpāṃ somasya rasasyeśāte
4.5.2.43	tau vā etad āhutyā bhāgadheyenāpāṃ somasya rasaṃ nirayāciṣṭa
4.5.2.44	ubhe ahorātre vasatīvarīṣu grahītavye ity āhuḥ
4.5.2.45	pūrvedyur anyā gṛhṇāti purānyāḥ sūryasyodetoḥ
4.5.2.46	tathāsyobhe ahorātre vasatīvarīṣu gṛhīte bhavataḥ
4.5.2.47	pūrvedyur anyā gṛhṇāti purānyāḥ sūryasyodetoḥ
4.5.2.48	ubhayīr evaināḥ sadyogṛhītā akaḥ
4.5.2.49	bhrātṛvyā vā etā gṛhyante yā maitrāvaruṇasya camase yāś ca nigrābhyāḥ
4.5.2.50	tā ubhayīr upariṣṭāc cātvālasya samanakti
4.5.2.51	saṃjñānam ābhyaḥ karoti
4.5.2.52	mitram ābhyo dadāti
4.5.2.53	cātvālān nirgṛhyante
4.5.2.54	eṣa vā apāṃ yoniḥ
4.5.2.55	svād eva yoner nirgṛhyante 'skannatvāya
4.5.2.56	aver apo 'dhvaryā3 om ity avido yajñā3m iti vā etad āha
4.5.2.57	utem anamnamuḥ / utemaṃ paśya / ayaṃ me raddha iti vā etad āha
4.5.2.58	yady agniṣṭomo juhoti na vā agnim agniṣṭomasya stotreṇa na śastreṇātiyanti
4.5.2.59	agniṣṭomam eva yajñakratum anusaṃtanoti
4.5.2.60	yady ukthyaḥ paridhim anakti
4.5.2.61	pare vā agneḥ paridhayaḥ
4.5.2.62	parāṇi paridhibhya ukthāni
4.5.2.63	ukthāny eva yajñakratum anusaṃtanoti
4.5.2.64	yady atirātra etad eva yajur vadan havirdhānaṃ prapadyeta
4.5.2.65	paraṃ vai paridhibhyo havirdhānam
4.5.2.66	parokthebhyo rātrī
4.5.2.67	rātrīm eva yajñakratum anusaṃtanoti
4.5.2.68	stenaṃ manaḥ
4.5.2.69	anṛtavādinī vāk
4.5.2.70	atha kena somā gṛhyante kena hūyantā iti pṛcchet
4.5.2.71	ṛtaṃ vai satyaṃ hiraṇyam
4.5.2.72	ṛtenaiva satyena gṛhyanta ṛtena hūyante
4.5.3.1	devebhyo vai manuṣyebhyaḥ svargāya lokāya yajña āhriyate
4.5.3.2	yaddhṛde tveti tena devebhyo yan manase tveti tena manuṣyebhyaḥ
4.5.3.3	yad āha dive tvā sūryāya tveti tad anu yajñaṃ svargaṃ lokaṃ samārohayati
4.5.3.4	vi vā etad yajñaś chidyate yasmai kam āhriyate
4.5.3.5	tad dhy enam anu svargaṃ lokaṃ samārohayati
4.5.3.6	yad āha divi deveṣu hotrā yaccheti
4.5.3.7	hotrābhir vai yajñaḥ saṃtataḥ
4.5.3.8	hotrābhir eva yajñaṃ saṃtanoti
4.5.3.9	devebhyaḥ prātaryāvabhyo 'nubrūhīti
4.5.3.10	chandāṃsi vai devāḥ prātaryāvāṇaḥ
4.5.3.11	chandobhyo vā etad anuvāca āha
4.5.3.12	purā vācaḥ pravaditoḥ prātaranuvākam anvāha
4.5.3.13	yajamānāyaiva vācaṃ gṛhṇāti
4.5.3.14	na vā etarhi yajamāno hastā avanenikte
4.5.3.15	yad apsumatīṃ prathamām anvāha
4.5.3.16	prātaravanego vā eṣa yajamānasya
4.5.3.17	yatra vā ado 'paḥ pariharanty adbhyo vā etad yajñaṃ saṃprādāt
4.5.3.18	yad apsumatīṃ prathamām anvāha
4.5.3.19	adbhyo vā etad yajñaṃ punar ālabhate
4.5.3.20	sarveṣāṃ vai devānāṃ prātaranuvākaḥ
4.5.3.21	āpaḥ khalu vai viśve devāḥ
4.5.3.22	yad apsumatīṃ prathamām anvāha
4.5.3.23	sarvā vā etad devatā āpnoti sarvā vyaśnoti
4.5.3.24	yathā vai sāmidhenīr evaṃ prātaranuvākaḥ
4.5.3.25	āsādya vai haviḥ sāmidhenīr anvāhuḥ
4.5.3.26	etat khalu vā etarhi havir yat somaḥ
4.5.3.27	tasmāt somam upāvahṛtyānvāha
4.5.3.28	gāyatrīṃ ca saṃpādayati jagatīṃ ca
4.5.3.29	tad dve chandasī
4.5.3.30	ekaṃ chando 'bhisaṃpādayati bṛhatīm
4.5.3.31	triṣṭubhaṃ ca kakubhaṃ ca
4.5.3.32	tad dve chandasī
4.5.3.33	ekaṃ chando 'bhisaṃpādayati bṛhatīm
4.5.3.34	anuṣṭubhaṃ ca paṅktiṃ ca
4.5.3.35	tat ṣaṭ chandāṃsi
4.5.3.36	ekaṃ chando 'bhisaṃpādayati bṛhatīm
4.5.3.37	anuṣṭuppratipatkāni chandāṃsi kuryād yajñāvakīrṇasya
4.5.3.38	vāg vā anuṣṭup
4.5.3.39	vācaivainaṃ bhiṣajyati
4.5.3.40	samayā triṣṭubhaṃ ca jagatīṃ cānubrūyāt paśukāmasya
4.5.3.41	paśavo vai jagatī
4.5.3.42	paśumān bhavati
4.5.3.43	sarvāṇi chandāṃsy anvāha
4.5.3.44	prajāpatir vai chandāṃsi
4.5.3.45	prajāpatim evāpnoti
4.5.3.46	prajāpater vā etad ukthaṃ yat prātaranuvākaḥ
4.5.3.47	vyuṣṭāyāṃ purā sūryasyodetor anubrūyāt
4.5.3.48	eṣa hi prajāpater lokaḥ
4.5.3.49	pavitraṃ vai prātaranuvākaḥ
4.5.3.50	yajamānam evaitena punāti
4.5.3.51	śatam anubrūyād āyuḥkāmasya
4.5.3.52	śatāyur vai puruṣaḥ śatavīryaḥ
4.5.3.53	āyur eva vīryam āpnoti
4.5.3.54	sapta ca śatāni viṃśatiṃ cānubrūyāt paśukāmasya
4.5.3.55	etāvanti vai saṃvatsarasyāhorātrāṇi
4.5.3.56	saṃvatsareṇaivāsmai paśūn avarunddhe
4.5.3.57	sahasram anubrūyāt svargakāmasya
4.5.3.58	yāvad vai sahasraṃ tāvad ito 'sau lokaḥ svargasya lokasya samaṣṭyai
4.5.3.59	aparimitā anvāhāparimitasyāvaruddhyai
4.5.3.60	paṅktyā paridadhāti
4.5.3.61	uttaram eva yajñakratum abhigṛhṇāti
4.5.4.1	yajñasya vā etāḥ pannejanīḥ
4.5.4.2	puṃsām agnīt
4.5.4.3	strīṇāṃ neṣṭā
4.5.4.4	yad agnīn neṣṭur upastham āsīdati mithunaṃ vā etat saṃbhavataḥ
4.5.4.5	yat tarhy apa upapravartayati tasminn eva mithune reto dadhāti
4.5.4.6	patny upapravartayati
4.5.4.7	patnyā hi prajāḥ prajāyante
4.5.4.8	ūruṇopapravartayati
4.5.4.9	ūruṃ hy anu prajāḥ prajāyante
4.5.4.10	dakṣiṇenoruṇopapravartayati
4.5.4.11	dakṣiṇaṃ hy ūrum anu prajāḥ prajāyante
4.5.4.12	antarata upapravartayati
4.5.4.13	antarato hi prajāḥ prajāyante
4.5.4.14	yad dakṣiṇā pravartayet pitṛloka enā nidhuvet
4.5.4.15	atha yad udīcīr upapravartayati
4.5.4.16	manuṣyalokam evainā upaprajanayati
4.5.4.17	prājāpatyo vā udgātā
4.5.4.18	saṃkśāpyamāno vā udgātā patnyā retā ādatte
4.5.4.19	yad āha vāmī te saṃdṛśi viśvaṃ reto dheṣīyeti tathā ha nādatte
4.5.4.20	dvādaśe stotra upapravartayati
4.5.4.21	dvādaśa māsāḥ saṃvatsaraḥ
4.5.4.22	dvādaśāgniṣṭome stotrāṇi
4.5.4.23	āpaḥ śāntiḥ
4.5.4.24	yat tarhy apa upapravartayati śamayaty eva
4.5.4.25	devasya tvā savituḥ prasava iti savitṛprasūta evainam ādatte
4.5.4.26	aśvinor bāhubhyām iti
4.5.4.27	aśvinau vai devānām adhvaryū
4.5.4.28	pūṣṇo hastābhyām iti devatābhir eva
4.5.4.29	grāvāsīti
4.5.4.30	rāte hy eṣa devebhyaḥ somam
4.5.4.31	adhvarakṛd devebhyā iti
4.5.4.32	adhvaraṃ hy eṣa devebhyaḥ karoti
4.5.4.33	indrāya tvā suṣuttamaṃ madhumantaṃ payasvantam iti
4.5.4.34	aindro hi yajñaḥ
4.5.4.35	indraṃ khalu vā etarhy anyā devatā anu
4.5.4.36	indrāya tvā vasumate rudravatā iti
4.5.4.37	vasavaś ca hy enam etarhi rudrāś cānu
4.5.4.38	indrāya tvādityavatā iti
4.5.4.39	ādityā hy enam etarhy anu
4.5.4.40	agnaye tvā rāyaspoṣada iti
4.5.4.41	agnir vai sarvā devatāḥ
4.5.4.42	etā hy enam etarhi devatā anu
4.5.4.43	viṣṇave tveti
4.5.4.44	viṣṇur hi yajñaḥ
4.5.4.45	vyāno vā upāṃśusavanaḥ
4.5.4.46	prajā aṃśavaḥ
4.5.4.47	vyānaṃ vā etat prajāsu dadhāti
4.5.4.48	śvātrāḥ stha vṛtraturā iti
4.5.4.49	eṣa vā apāṃ somapīthaḥ
4.5.4.50	etaṃ vai viśvāmitro 'pāṃ somapīthaṃ vidāṃ cakāra
4.5.4.51	tasmai sindhavo 'dho'kṣam anamanta
4.5.4.52	apāṃ vā eṣa somapīthaḥ
4.5.4.53	apo vā etat somapīthena samardhayati
4.5.4.54	yo vā apāṃ somapīthaṃ veda na ha vā āsv ārtim ārchati
4.5.4.55	karoty āsu vīryam
4.5.4.56	yat te soma divi jyotir iti
4.5.4.57	somo vai vājaḥ
4.5.4.58	tasya candramās tṛtīyam
4.5.4.59	ayaṃ yaḥ pavate sa tṛtīyam
4.5.4.60	yena yajante sa tṛtīyam
4.5.4.61	garbhān amunā dādhāra prāṇān anena yacchaty ayaṃ yaḥ pavate
4.5.4.62	annam anena dādhāra yena yajante
4.5.4.63	tasya vai vājasya satyaṃ vājinam
4.5.4.64	annaṃ vājinam
4.5.4.65	dakṣiṇā vājinam
4.5.4.66	tā vā asyaitat tanvaḥ saṃbhṛtya taṃ sarvaṃ satanuṃ bhūtam āpyāyayanti
4.5.4.67	vajro vai grāvā
4.5.4.68	hanū adhiṣavaṇe
4.5.4.69	krūram iva vā etad yajñe kriyate
4.5.4.70	yad āha dhiṣaṇe īḍite īḍethām iti śamayaty eva
4.5.5.1	vasatīvarībhiḥ somam āpyāyayanti
4.5.5.2	na hi somena soma āpyāyate
4.5.5.3	adbhir hi soma āpyāyate
4.5.5.4	nigrābhyābhir upāṃśum
4.5.5.5	ato hītare somā gṛhyante
4.5.5.6	prāṇo vā upāṃśuḥ
4.5.5.7	aṅgānītare grahāḥ
4.5.5.8	yad anyata āpyāyayeyuḥ prāṇena yajñaṃ vicchindyuḥ
4.5.5.9	aṣṭau kṛtvaḥ prātar abhiṣuṇoti
4.5.5.10	aṣṭākṣarā gāyatrī
4.5.5.11	gāyatrīṃ vā etat prātaḥsavane vyāyātayanti
4.5.5.12	devāś ca vā asurāś cāspardhanta
4.5.5.13	te devā upāṃśau yajñaṃ saṃsthāpyam apaśyan
4.5.5.14	tam upāṃśau samasthāpayan
4.5.5.15	tad upāṃśā eva yajñaḥ saṃsthāpyaḥ
4.5.5.16	aṣṭau kṛtvaḥ prātar abhiṣuṇoti
4.5.5.17	aṣṭākṣarā gāyatrī
4.5.5.18	gāyatrīm evāpnoti
4.5.5.19	yad ekādaśa triṣṭubhaṃ tena
4.5.5.20	yad dvādaśa jagatīṃ tena
4.5.5.21	trir vigṛhṇāti
4.5.5.22	trīṇi vai savanāni
4.5.5.23	savanāny evāpnoti
4.5.5.24	etad vā upāṃśau yajñaṃ samatiṣṭhipan
4.5.5.25	tena saṃsthitenāriṣṭena bhūtena pracaranti
4.5.5.26	trir vigṛhṇāti
4.5.5.27	trayo hīme prāṇāḥ prāṇo 'pāno vyānaḥ
4.5.5.28	atho trayo vā ime lokāḥ
4.5.5.29	imān eva lokān āpnoti
4.5.5.30	asau vā upāṃśuḥ
4.5.5.31	antarikṣam antaryāmaḥ
4.5.5.32	iyam upayāmaḥ
4.5.5.33	yad upayāmagṛhītā gṛhyante 'nayā vā etad gṛhyante
4.5.5.34	tad askannā vā ete
4.5.5.35	anayā hi gṛhyante
4.5.5.36	yat sthālyā gṛhyante 'nayā vā etad gṛhyante
4.5.5.37	asyā vā eṣādhikriyate
4.5.5.38	tad askannā vā ete
4.5.5.39	anayā hi gṛhyante
4.5.5.40	yad dārumayeṇa gṛhyante 'nayā vā etad gṛhyante
4.5.5.41	iyaṃ hi vanaspatīnāṃ yoniḥ
4.5.5.42	tad askannā vā ete
4.5.5.43	anayā hi gṛhyante
4.5.5.44	eṣa te yonir iti sādayati
4.5.5.45	iyaṃ vai somasya yoniḥ
4.5.5.46	asyāḥ somo 'dhi jāyate
4.5.5.47	sva evainaṃ yonau dadhāti
4.5.5.48	iyaṃ vai devapātram
4.5.5.49	tad ya evaṃ veda pra vasīyasaḥ pātram āpnoti
4.5.5.50	brāhmaṇaṃ tu pātre na mīmāṃseta yaḥ pātriya iva syāt
4.5.5.51	anupayāmagṛhīto gṛhyate
4.5.5.52	anupayāmagṛhītaṃ hi prajāḥ prāṇam upajīvanti
4.5.5.53	apavitrapūto gṛhyate
4.5.5.54	apavitrapūtaṃ hi prajāḥ prāṇam upajīvanti
4.5.5.55	asanno hūyate
4.5.5.56	asannaṃ hi prajāḥ prāṇam upajīvanti
4.5.5.57	pavitrapūtā vā anye somāḥ
4.5.5.58	atha vā eṣa vākpūto yad upāṃśuḥ
4.5.5.59	tasmād vācaspataye pavasvety āha
4.5.5.60	vākpūto hy eṣaḥ
4.5.5.61	aṃśubhiḥ pāvayati
4.5.5.62	prāṇā vā aṃśavaḥ
4.5.5.63	prāṇair evainaṃ pāvayati
4.5.5.64	dvābhyāṃdvābhyāṃ pāvayati
4.5.5.65	dvaudvau hīme prāṇāḥ
4.5.5.66	devo devānāṃ pavitram asīti
4.5.5.67	yat svit somaṃ somena punāti
4.5.5.68	svāṃkṛto 'sīti
4.5.5.69	prāṇam eva svam akṛta
4.5.5.70	manas tvāṣṭv iti
4.5.5.71	manasaiva prāṇam āpnoti
4.5.5.72	svāhā tvā subhava sūryāyeti
4.5.5.73	sūryadevatyā hi sarve somā hūyante
4.5.5.74	atho atra vai devānāṃ priyās tanvaḥ
4.5.5.75	tā evāvarunddhe
4.5.5.76	devebhyas tvā marīcipebhyā iti
4.5.5.77	raśmayo vai devā marīcipāḥ
4.5.5.78	paridhayo raśmayaḥ
4.5.5.79	asā āditya āhavanīyaḥ
4.5.5.80	tān eva prīṇāti
4.5.5.81	ūrdhvas tiṣṭhan juhoti
4.5.5.82	ūrdhvo hi tiṣṭhan vīryavattaraḥ
4.5.5.83	yaṃ dviṣyāt tasya jihmas tiṣṭhan juhuyāt
4.5.5.84	prāṇān asya vlināti
4.5.5.85	vihvāruko bhavati
4.5.5.86	yady abhicared ā tamitos tiṣṭhet
4.5.5.87	agnir āhutim abhitvaramāṇas tājag anugacchati
4.5.5.88	yadi kāmayeta varṣet parjanyā iti parimṛjyordhvam unmṛjyāt
4.5.5.89	oṣadhībhyo vā eṣo 'muto varṣati
4.5.5.90	oṣadhīr eva nedīyo vṛṣṭyā akaḥ
4.5.5.91	yadi kāmayeta varṣet parjanyā iti parimṛjyāvācīnam avamṛjyāt
4.5.5.92	vaiśvānareṇaiva vṛṣṭim api hanti
4.5.5.93	nāpidheyaḥ
4.5.5.94	yad apidadhyāt prāṇam asyāpidadhyāt pramāyukaḥ syāt
4.5.5.95	yaṃ dviṣyāt tasyāpidadhyāt
4.5.5.96	prāṇam evāsyāpidadhāti
4.5.5.97	yady abhicared idam aham amuṣyāmuṣyāyaṇasya prāṇam apidadhāmīty apidadhyāt
4.5.5.98	prāṇam evāsyāpidadhāti
4.5.5.99	idam aham amuṣyāmuṣyāyaṇasya prāṇe sādayāmīty abhicarant sādayet
4.5.5.100	prāṇa evāsya sādayati
4.5.5.101	pramāyuko bhavati
4.5.5.102	prāṇāya tvety anabhicarant sādayet
4.5.6.1	pavitraṃ vitanvanti prāṇāpānayor vidhṛtyai
4.5.6.2	upayāmagṛhīto gṛhyate
4.5.6.3	apānena vai prāṇo dhṛtaḥ prāṇasya dhṛtyai
4.5.6.4	antarikṣaṃ vā antaryāmaḥ
4.5.6.5	antarikṣam imāḥ prajāḥ
4.5.6.6	yad etat pātraṃ sūdavat sādayati prajāsv eva rasaṃ dadhāti
4.5.6.7	devāś ca vā asurāś cāspardhanta
4.5.6.8	te devā upāṃśum apaśyan
4.5.6.9	tam agṛhṇata
4.5.6.10	taṃ purā stotrāt purā śastrād dhotum upodatiṣṭhan
4.5.6.11	te 'surā acikayur juhvati vā iti
4.5.6.12	te vajram ādāyābhyapatan
4.5.6.13	te devā antaryāmam apaśyan
4.5.6.14	tam agṛhṇata
4.5.6.15	tenāsurān ebhyo lokebhyo 'ntaradadhata
4.5.6.16	tato devā abhavan parāsurāḥ
4.5.6.17	tad ya evaṃ vidvān antaryāmaṃ gṛhṇīte 'ntaryāmenaiva bhrātṛvyam ebhyo lokebhyo 'ntardhatte
4.5.6.18	bhavaty ātmanā parāsya bhrātṛvyo bhavati
4.5.6.19	prāṇāpānau vā upāṃśvantaryāmau
4.5.6.20	vyāna upāṃśusavanaḥ
4.5.6.21	yad eṣa grāvāntaraite pātre sādyate prāṇāpānayor vidhṛtyai
4.5.6.22	yo vā etā ījate yenaitau vidhṛtā eṣa vāva sa upāṃśusavano grāvā
4.5.6.23	prāṇāpānau vā upāṃśvantaryāmau
4.5.6.24	vyāna upāṃśusavanaḥ
4.5.6.25	yad ete pātre etaṃ grāvāṇam ā tṛtīyāt savanān na jahītaḥ
4.5.6.26	tasmāt suptasya sarvāṇy anyāni śrotrāṇy apakrāmanti
4.5.6.27	prāṇāpānau tv enaṃ na jahītaḥ
4.5.6.28	atha yat punar ardayati tasmāt suptvā punaḥ prabudhyante
4.5.6.29	prāṇāpānau vā upāṃśvantaryāmau
4.5.6.30	vyāna upāṃśusavanaḥ
4.5.6.31	yad ete pātre etaṃ grāvāṇam ā tṛtīyāt savanān na jahītaḥ
4.5.6.32	tasmāt pakṣiṇo viyatya pakṣān īrayanto nāvapadyante
4.5.6.33	atha yat punar ardayati tasmāt punar abhyāyuvate
4.5.6.34	prāṇāpānau vā upāṃśvantaryāmau
4.5.6.35	vyāna upāṃśusavanaḥ
4.5.6.36	yad ete pātre punaḥ prayujyete tasmād imau dvā adhastāt prāṇau
4.5.6.37	ghnanti vā etat somaṃ yad abhiṣuṇvanti
4.5.6.38	adhvaryuḥ prathamo 'bhiṣuṇoti
4.5.6.39	vyardhuko bhavati
4.5.6.40	yatra mūlaṃ tad abhiṣutyaḥ
4.5.6.41	etad vā asya videvatamam
4.5.6.42	tathā hāvyardhuko ha bhavati
4.5.6.43	yo vai devakṣetraṃ vidvāṃsam arpayaty ārtim ārchati
4.5.6.44	pātrāṇi vāva devakṣetram
4.5.6.45	yatra vā agre 'dhvaryuḥ somaṃ juhoti tad enaṃ devatāḥ pratyāsate
4.5.6.46	iha no paramā ha riṣyatīti
4.5.6.47	yat tato 'nyatra juhuyād yad asya svaṃ tad anyebhyaḥ prayacchet
4.5.6.48	asvo ha bhavati
4.5.6.49	etad vā adhvaryoḥ svaṃ yad āśrāvayati
4.5.6.50	yad āśrāvyāhutvā pracyaveta yad asya svaṃ tasmāt pracyaveta
4.5.6.51	asvo ha bhavati
4.5.6.52	etad vā adhvaryoḥ svaṃ yad vāyavyam
4.5.6.53	yad vāyavyam anālabhyāśrāvayed yad asya svaṃ tasmāc chidyeta
4.5.6.54	asvo ha bhavati
4.5.6.55	tad ya evaṃ vidvān āśrāvya hutvā vāhutvā vā pracyavate bahv asya svaṃ bhavati na svāc chidyate
4.5.6.56	vāyavyam ālabhyāśrāvayati
4.5.6.57	svavān eva bhavati
4.5.7.1	brahmavādino vadanti kiṃ tad yajñe kriyate yasmād dhastādānā anye paśavo mukhādānā anya iti
4.5.7.2	yad upāṃśur hastena gṛhyate tasmān markaṭaḥ paruṣo hastī te hastādānāḥ
4.5.7.3	mukhaṃ vai vāyavyam
4.5.7.4	yad vāyavye netare grahā gṛhyante tasmād itare paśavo mukhādānāḥ
4.5.7.5	brahmavādino vadanti kiṃ tad yajñe kriyate yasmāt sadyo jātāḥ paśavaḥ pratitiṣṭhanti saṃvatsare puruṣā iti
4.5.7.6	upāṃśvantaryāmau vā anv anye paśavaḥ
4.5.7.7	puruṣas tvai yajñena saṃmitaḥ
4.5.7.8	prāṇāpānau vā upāṃśvantaryāmau
4.5.7.9	yad etau grahā asannau hūyete
4.5.7.10	tasmāt sadyo jātāḥ paśavaḥ pratitiṣṭhanti
4.5.7.11	saṃvatsaro vā agniṣṭomaḥ
4.5.7.12	dvādaśa māsāḥ saṃvatsaraḥ
4.5.7.13	yad eta itare grahāḥ sādyante tasmāt puruṣo jātaḥ saṃvatsare pratitiṣṭhati
4.5.7.14	yat te somādābhyaṃ nāma jāgṛvīti
4.5.7.15	eṣa vai somasya somapīthaḥ
4.5.7.16	somaṃ vā etat somapīthena samardhayati
4.5.7.17	yo vai somasya somapīthaṃ veda na somapīthāc chidyate
4.5.7.18	somo vā imā diśo 'bhyakāmayata
4.5.7.19	prāg apāg adharāg udag ity ābhir enaṃ digbhiḥ samūhaty ābhiḥ samardhayati
4.5.7.20	kāmam enaṃ gamayati
4.5.7.21	kāmaṃ ha gacchati
4.5.7.22	kāmukā enaṃ striyo bhavanti
4.5.7.23	yāṃ kāmayeta tāṃ tarhi manasā dhyāyet
4.5.7.24	sā hainaṃ kāmayate
4.5.7.25	amba nismareti smareti vā etad āha
4.5.7.26	sam arir vidām iti sam anena vitsveti vā etad āha
4.5.7.27	catvāro vai pṛśneḥ stanā āsan
4.5.7.28	tatas tribhir devebhyo 'duhat
4.5.7.29	kuśībhir eko 'nunaddha āsīt
4.5.7.30	taṃ vā indra evāpaśyat
4.5.7.31	tenendrāyaivāduhat
4.5.7.32	tad vā asya kauśikatvam
4.5.7.33	yad āha brāhmaṇa kauśikā iveti catur nigrābham upaiti
4.5.7.34	catvāri vai payāṃsi
4.5.7.35	yāvad eva payas tad āpnoti
4.5.7.36	triḥ saṃbharati
4.5.7.37	tasmād etasyāṃ trayo bhāgāḥ prātar madhyaṃdine sāyam
