1.1.1.1	The Upacharavidhi is the Upacharavidhana.
10.3.1.11	Between the stars Śravaṇa and Abhijit or between the stars Citrā and Svāti, or between the stars Ap and Agni,
10.3.1.12	At night, the rays of the eastern sun are said to be in the shape of a circle marked with a dot, and are called "prac" and "parac".
10.3.2.1a	If the sacrificer is born without disease,
10.3.2.1c	How should the authorities be employed by the performers there?
10.3.2.2	If the Urutantu is a hair, the Vastrit is a mustard seed, and the Yava is six times that, then the Angula of a man is six times that. They say that twelve of those is a Pradesa.
10.3.2.3	Two of those is known as an Aratni, and a Prakrama is equal to an Aratni. Two Pradeshas is a Citini.
10.3.2.4	The four steps should be reduced by half an angula.
10.3.2.5	There are eleven sacrificial posts, four more than four, in the three sacrificial grounds.
10.3.2.6	If the sacrificial ground is separate from the fire, then the fire is arranged separately.
10.3.2.7	The human body is said to be of twenty fingers, a hundred, or five cubits, or ten steps, according to the method of deficiency and excess. The measure is different for each body.
10.3.2.8	Sixty-eight is said to be a yuga, and it is said to be eighteen. The axle, the chariot, and the yoke are equal to the system, and the two wheels are attached.
10.3.2.9	Now listen to the method of construction of the square and circular maṇḍalas, which is stated by those who know it.
10.3.2.10	The length of the maṇḍala is equal to the diameter of the circle, and the hanging string is four times the length of the maṇaḍala. The maṇḍala becomes from the hypotenuse of a right-angled triangle with sides of three parts, the longer side being the hypotenuse.
10.3.2.11	A man should make a man, and with that eye, it would become two men. With that eye again, it would be four.
10.3.2.12	A two-man-long object should be made, the waist and arms should be twice that. The three-man-long one should have three supports, and then in the square, there are eight men.
10.3.2.13a	The diameter is five parts, and the diameter is three times that.
10.3.2.13c	That is the projection of the circle, not exceeding the circumference.
10.3.2.14a	Divide the diameter into ten parts and remove three parts.
10.3.2.14c	That will be a square, and that is the width of the circle.
10.3.2.15a	Divide the square into nine parts, and divide the corners into three parts each.
10.3.2.15c	If he cuts off the top of a wall, he should be made to pay the value of the wall.
10.3.2.16	A man of four cubits is said to be half a cubit in the making of sand.
10.3.2.17	Then he should make the instruments of it, three, four, five, three times, turning around. The rule for collecting the auspicious things in the collection places, which was stated by the ancient sages, is always stated.
10.3.2.18	By writing, mental collection, and alternating, with the abundance of measurements, all should be known by the measurements of length and width.
10.3.2.19	The four-cornered ones are known as the two-cornered ones, which are the five-limbed ones, or those shown by the ancient sages in the past.
10.3.2.20a	And this is the rule of demarcation, equal to the pair there.
10.3.2.20c	The five-limbed one is the rope of that length with which we measure everything.
10.3.2.20e	Excepting the bones, I shall describe their characteristics.
10.3.2.21	This is the measure, half of which is the mark of the time. Then in the fourth (part) there is the absence of a mark. Then the remaining half is the same as the extension. Then one should go four Kustas from here.
10.3.2.22	Then one should place the eastern direction equal to the length, and then dig the middle rope.
10.3.2.23	Then, having released it, he should dig a hole in the middle, facing south, without any mark, half the width of the hole, and then in the west and north, in the middle. This is for the Vasuvedi.
10.3.2.24	Now, this measurement should be done for the rope to be pulled out in the case of the Shrooniya.
10.3.2.25	He should draw lines on the shoulders and hips, and should drive stakes in the directions. He should draw lines around them.
10.3.2.26	If the stakes are not of wood, he should draw lines on both of them.
10.3.2.27	The eastern part is divided into three parts, and the western part is occupied by the Siddha and the Upa-siddha. The Utkara and Dakshina Agni are located there.
10.3.2.28	Now another drawing is done in the middle with a line of nine inches in the directions.
10.3.3.1a	The difference is known as half the measure minus sixty.
10.3.3.1c	The difference and the measure should be according to the measure.
10.3.3.2	The other should be half the measure, in the twenty-fourth and sixth of the noose. The characteristic is made without a mark, with the eye, and the remaining is measured horizontally. The hips are half the noose.
10.3.3.3	The Agnihotra is taught here.
10.3.3.4a	That is the measure of Agni's eye.
10.3.3.4c	One should know that as the horse sacrifice, or in the twenty-one-fold (sacrifice).
10.3.3.5a	When a man is horizontal and divided into ten parts,
10.3.3.5c	The area of his ear should be known as the eleventh.
10.3.3.6a	The two arms are the measure of the man's eye, when he is horizontal.
10.3.3.6c	The height of the altar should be increased by one foot for every hundred feet of the height of the building.
10.3.3.6	Thus it is said.
10.3.4.1a	If the height of the supporting pillar is sixteen feet,
10.3.4.1c	This is the procedure in the measurement of the altar.
10.3.4.2a	The third part of the procedure is for the Sauma sacrifice, and the fourth part is for the Sarparajni sacrifice.
10.3.4.2c	The remaining three parts are for the Uttara Veda.
10.3.4.3a	Or it may be fourteen inches, and the Sāumiki (line) is drawn by that.
10.3.4.3c	Or one may draw it with twelve hundred (lines).
10.3.4.4a	The forest is with six or nine or seven (lines).
10.3.4.4c	Or with nine (lines) the outer circle is drawn. The instrument should not be drawn in half.
10.3.4.5a	In the four (lines) one should draw the Savitri and others. The method is as follows:
10.3.4.5c	Having dug a hole at the knees of the red (cloth), one should fill it with water.
10.3.4.6	Then the four-sided maṇḍala is of two kinds, characterized by the Garhapatya and the size of the exercise. One should draw the maṇḍala with four arms and half the size of a man.
10.3.4.7	The Vyāyāma is the third, ending with the fourth, extending seven parts, built first and then later, alternating. That is the twenty-first.
10.3.4.8-9	The third part of the man is the square, which is six parts wide. The Pratika is of the same size. The middle is of the same width as the Pratika. The remaining two corners are equal to the Pratika, and are made of the same width. The Visakha is of the same height as the Pratika, but is made of six parts. The height of the triangle is two and a half parts.
10.3.4.10	The four-cornered enclosure is called Pratika, and the half of it is called Pratika.
10.3.4.11	The four instruments are made in the mandala, each divided into parts.
10.3.4.12	In the middle of it, there are four bricks. In the two eastern and western ones, there are two each. Again, there is a pair of half-bricks. Again, there comes a circle. In the two half-bricks, it is complete. That is the twenty-one.
10.3.4.13	One should place the bricks in reverse order, facing north, or one may place them in reverse order, alternating with the next one.
10.3.4.14	The height of a half-verse is said to be half the height of a verse, and the measures of the Gāyatrī are known to be half the size of a verse.
10.3.4.15a	Having made a rope four times the length of a man, and having made it even,
10.3.4.15c	Those who know the five parts know it to be controlled by the knowledge of the shares.
10.3.4.16a	The control from the middle of the noose is said to be the measure of the Gāyatra.
10.3.4.16c	The square is measured by the half-man and the Saratna.
10.3.4.16e	By the increase of the wings and tail, and by the Gayatra and others.
