1.1.1	We shall explain the Upanayana.
3.12.15	Having placed four fire-sticks with the Vyāhṛtis, having sprinkled with water, he offers with his hand, saying, "Svāhā to Agni, Svāhā to Soma, Svāhā, to Prajāpati, Svāhā." "Svāhā to Dhanvantari, Svāhā. Svāhā to Dhruva, Svāhā Svāhā to the earth-bound Dhruva, to Dhruvasthiti, Svāhā; to Acchāvasthiti, to all the gods, Svāhā! To all the deities, Svāhā!" "Svāha to Agni, Svāhà to Agni, the eater of oblations, Svāhā ! To Agni, the giver of food, Svāhā !"
3.14.12	Having touched water, he offers with the Yajus formula, "Svāhā to the Ṛgveda, Svāhā to the Yajurveda, Svāha to the Sāmaveda, Svāhã to the Atharvaveda, Svāhā, to the Atharvaṇgiras, Svāhā. To the Itihāsa Purāṇas, Svāhā To all the people of gods, Svāhā."
3.12.16	He offers with the Vyāhṛtis, one by one, and then with all of them. May we not be deprived of our children and offspring, of our life, of our cattle, of our horses. May you not slay our heroes, O Rudra, the ones who offer oblations. We worship you with devotion. Svāhā to Kāma, svāhā to Manasa. Then he sprinkles and recites the mantras.
3.14.13-14	Then he offers the oblation for the gods. "Those beings who move by day, desiring oblation, are the servants of Tuṭa. For them I offer oblation, desiring prosperity. May the lord of prosperity bestow prosperity on me. Svāhā." "Those who desire oblation at night" is for the night.
3.13.1	Having rubbed the fire with the hand on the right side, he offers with the formulas, "To Dharma svāhā, to Dharma svāhā; to Dhruva svāhā, and to Kṣaya svāhā."
3.13.2	"To Anna, to Prāṇa, to Prajāpati, to Parameṣṭhin svāhā" in the pot.
3.13.3	"To Varuna svāhā" on the pot of water.
3.13.4	"To Rudrani svāhā, To Rudra svāhā" at Rudrani.
3.14.15	Then he offers oblations with a single leaf of the Arka plant, saying: "To those whose mother does not cook, to those who meet at night, I shall offer the oblation of these beings, unsolicited. May there be fearlessness for me in fear, and plenty in famine. May there be death at the time of birth, death, and old age. Svāhā!"
3.13.5	"Om, to the earth, svāhā." Thus to all deities. "Om, to space, svāhā. To herbs and trees, svāhā," in the middle of the house.
3.13.6	"Om, to desire, svāhā" in the sleeping area.
3.13.7	"Om to trees, svāha" in the pillar area.
3.13.8	"To herbs and trees, svaha" between the pillars.
3.14.16	He offers the water for washing the vessels to those who have retired for the night, saying, "Svāhā to Rudra, svāhā to Svāhā."
3.14.17	Having offered the Vaiśvadeva oblation, one should expect a guest at the time of milking the cow.
3.14.18	Having taken the first portion, one should put it aside.
3.14.19	The guest is indeed the fifth sacrifice.
3.15.1	Having sat down to the east of the Garhapatya, having said "Listen, O Lord", one should recite the Savitri a thousand times or a hundred times.
3.13.9	To the householders, svāhā! To the lords of the householders, swāhā! To those at the end, svāhā ! To the lords of those at the end svāhā! In the northeast direction.
3.13.10	To the spirits, svāhā, at the opening.
3.13.11	To the part of the name that moves and acts, svāhā. In the Samvadanīya.
3.13.12	Then at the threshold, to the Maruts, svāhā.
3.15.2	He should recite the Vedas ten times, and should study the Chhandas and the Koushikandi verses. The Rg Veda is "I praise Agni, the priest." The Yajur Veda is "O Agni, come to us, O Agni, come." The Sama Veda is "O God Agni, come." "The Atharva Veda is "May the goddesses protect us." The Chhandas are "Agni is the head." The Koushikandies are "When the gods fight with the gods"
3.13.13	In the middle of the two wheels, "Obeisance to Dhatri and Vidhatri."
3.13.14	Having come out of the house in the day, "Obeisnce to the day and to the night."
3.13.15	Then, having found the grinding stone, "Obeissance to Pingksani and to Pingksani."
3.13.16	"Obeisance to Vishnu and to Vishnu" on the mortar and pestle.
3.13.17	"Obeisnce without a name" on the cart.
3.15.3-8	What is studied is the Brahma-yajna. What is offered in sacrifice is the Deva-yajna What is offered to the manes is the Pitri-yajna, What is offered as oblation to the spirits is the Bhut-yajna; What is given to guests is the Manusa-yajna.
3.13.18	"To Soma, svāhā!" in grains.
3.13.19	"To Śrī, svāhā! To Puṣṭi, svāhā!” in a heap of grains.
3.15.9	If one of these five sacrifices is omitted, then the oblation is deprived of its spirit. The expiation is prescribed.
3.15.10	If three threads are omitted due to carelessness for two or three days, one should offer three threads and recite four Varuni verses.
3.15.11	If the Svastyayana rites are interrupted for ten or twelve days, then one should offer four oblations in succession and then perform the Caru rite.
3.13.20	Then he offers the oblation in a clockwise direction: "To the eastern direction, svāhā! To the southern direction, svāha! To the western direction, svāhe! To the northern direction, svāh! To the upward direction, svāhá! To the Agniya direction, svāhé! To the Nairṛtya direction, svāhä! To the Vāyavya direction, svāhè! To the Iśāna direction, svāhã! To Brahma, svāhá!" In the middle.
3.14.1	"To Indra, svāhā! To the Indra-men, svāhā!" in front.
3.14.2	"To Yama, svāhā, to the Yama-men, svāhā!" on the right side.
3.14.3	"To Varuna, svāhā; to the Varuna-men, svhā!" on the back.
3.14.4	"To Soma, svāhā to the Soma-men, svahā!" on the left side.
3.14.5	"to Agni, svāhā" in front.
3.14.6	to Yama, svāha on the right side.
3.14.7	"To Varuna, svāhā!" in the west.
3.14.8	"To Soma, svāhā!” in the north.
3.14.9	"To the Seven Sages, svāhā! To all beings, svāhā!“ in the northeast direction.
3.15.12	If a woman or a man without a protector takes these powerful ones to his house, then Kūṣmāṇḍī should be offered. Having offered (her), one goes to the prosperity of the sacrifice. If there is no performer in the house of one who is going on a journey, he goes with these five great ones and the sacrifices. If one performs these (sacrifices) while on a journey, whatever food is obtained, if food is not obtained, one should conclude them with water. Having performed the vow with water, one follows it according to one's ability. The twice-born ones go to the state of the gods by the divine sacrifice of the gods, to the state of their ancestors by the ancestral sacrifice, to the state (of the beings) by the sacrifice to the beings, to the state by the human sacrifice of Manu, to the state to Brahma by the Brahma sacrifice. Having attained the state of these gods, they go to the bliss of Brahma, which is eternal, immutable, and imperishable, for a hundred years.
3.16.1	On the first day of the fortnight of Śrāddha, one should feed the Brahmins in pairs as per the instructions.
3.16.2	The act of circumambulating is a form of worship.
3.14.10-11	Then he offers to the south, facing the east, with the formula, "To the Pitrs, svadha, obeisance to the grandfathers, svadha obeisance to the great grandfathers, svadhā obeisance to the maternal grandfathers, svādhā obeisance to maternal great grandfathers, obeisance to maternal grandfathers, obeisances to the followers, svadha." In the middle.
3.16.3	Having kindled the fire, having strewn it with Dūrvā grass, having purified the places for eating, having placed the vessels, having offered oblations, having placed barley, having obtained the offerings and the sacrificial food, having obtained the curd-rice, having said, "May the Pitṛs be pleased with the offerings," and having received the water, one should dismiss them.
3.14.12	Having touched water, he offers with the Yajus formula, "Svāhā to the Ṛgveda, Svāhā to the Yajurveda, Svāha to the Sāmaveda, Svāhã to the Atharvaveda, Svāhā, to the Atharvaṇgiras, Svāhā. To the Itihāsa Purāṇas, Svāhā To all the people of gods, Svāhā."
3.16.4	Then having offered to the Viśve Devas, the Nāndimukhas, and the Pitṛs, having placed the oblations, he should offer twice.
3.16.5	Having poured the oblations, having touched the Viṣṇu-arc, having given the full vessel to the cleansed ones, having smeared with cow-dung, having sprinkled the remaining curd-rice with barley water, having placed it, then the sprinkling.
3.14.13-14	Then he offers the oblation for the gods. "Those beings who move by day, desiring oblation, are the servants of Tuṭa. For them I offer oblation, desiring prosperity. May the lord of prosperity bestow prosperity on me. Svāhā." "Those who desire oblation at night" is for the night.
3.16.6	Having asked, "Is it complete?" one should recite the remaining portion of the Anuvaka.
3.16.7	Having fed the Brahmins, one should recite the blessings.
3.17.1	The Sapinda ceremony is performed in the eleventh month, in the sixth month, in the fourth month, and on the twelfth day.
3.17.2	If the auspicious time is reversed, one should invoke the ancestors.
3.14.15	Then he offers oblations with a single leaf of the Arka plant, saying: "To those whose mother does not cook, to those who meet at night, I shall offer the oblation of these beings, unsolicited. May there be fearlessness for me in fear, and plenty in famine. May there be death at the time of birth, death, and old age. Svāhā!"
3.17.3	Having touched the earth with the thumb and the middle finger of the left hand, he should recite the following verse: "Those who are the fathers of the earth, those who are in the sky, those who are above, and those who have become immortal, may they be satisfied with nectar in this sacrifice."
3.14.16	He offers the water for washing the vessels to those who have retired for the night, saying, "Svāhā to Rudra, svāhā to Svāhā."
3.14.17	Having offered the Vaiśvadeva oblation, one should expect a guest at the time of milking the cow.
3.14.18	Having taken the first portion, one should put it aside.
3.14.19	The guest is indeed the fifth sacrifice.
3.17.4	Having filled four vessels with water mixed with sesame and fragrant substances, he pours one vessel for the Pretas, three for the Pitrs, or one for the Pitrs and one for the Pretas. He pours the Pretas' vessel into the Pitrs' vessels, saying twice, "Those who are equal, those who are of the same caste."
3.15.1	Having sat down to the east of the Garhapatya, having said "Listen, O Lord", one should recite the Savitri a thousand times or a hundred times.
3.17.5	The father, grandfather and great-grandfather of the deceased offer the water mixed with sesamum seeds to him with the words, "This is the water mixed with sesame seeds for you. Obeisance to you." This is the offering of water mixed with sesaamum seeds.
3.17.6	The offering of water in fire should be done as per the instructions. The offering of water should be done as prescribed.
