1.1.1	We shall explain the Upanayana.
2.16.4	Having spread out Darbha grass, he offers the oblations of the above-mentioned cooked food mixed with ghee, saying, "Salutations to Agni, the earthly one, the lord of the earthly ones, svāhā. Salutations to Vāyu, the all-pervading one, the lord among the aerial ones, svāha. Salutations to Surya, the reddish one, the lord above the heavenly ones, svāhe. Salutations to Vishnu, the golden one, the lord below the directions, svāhā."
2.17.10	They rise with the words, "O Udayusha (the rising sun)."
2.17.11	Having risen, they recite with the words, “We have risen, we have become immortal.”
2.17.12	Thus they recite three times during the night.
2.17.13	Having fed the Brahmins with food, reciting the auspicious benediction, and reciting the words, "May there be prosperity," they spend the night.
2.18.1	Now we shall explain the initiation and dismissal.
2.16.5	He offers with the Kīṃśuka flowers mixed with ghee. The mosquito is eaten, the Vidyadhara is eaten, the Vyadhara is eaten. The Vyadhara is also eaten, the Vīdyaṃśa is eaten, the mosquito is eaten, and the Vidyadharas are eaten. The mosquito is also eaten, and the Vyadharas are also eaten.
2.18.2	When the herbs have grown, one should perform the Upakrama of the Veda on the full moon day with the hand.
2.16.6	Taking a pot of water and a handful of darbha grass, he goes out facing east, spreads darbha grass towards the east, and offers four oblations on them, saying, "I offer this oblation to those serpents who are on the earth, who are in the sky, who are in heaven, and who are in the directions."
2.16.7	Here, after applying unguents and anointments, he stands up with these mantras, saying, "Salutations to the serpents."
2.18.3	Having kindled the fire and performed the rites up to the Vyāhṛtis, he offers to the Kanda Ṛṣis: "Svāhā to Prajāpati, the Kanda ṛṣi; Svāhā to Soma, the Kanda rṣi; Svāhà to Agni, the Kanda rishi; Svāhā, to all the Kanda ṝṣis; Svāhā" to Svayambhu, the Kanda Rishi." The Kanda Ṛșis are those whose names end in "Kanda". The Savitri, the Ṛg Veda, the Yajur Veda, the Sāma Veda, the Atharva Veda, and the Sadāspati.
2.16.8	Taking a pot of water, he should circumambulate the house three times, sprinkling it, as long as he desires, so long the serpents will not approach him. "O white one, remove the foot! The eastern and the western (directions), and these seven human (directions), and the three royal directions. No serpent has ever harmed the white one. Salutations to the white one, the one from Vidarba. Salutations to you, the white one, from Vidarba."
2.18.4	Having offered three oblations, one should recite the three chapters.
2.18.5	Or all the chapters beginning with Kaṇḍa.
2.18.6	One begins with Jaya.
2.18.7	Having performed the Svishtakṛt offering, one should recite according to the chapters for three or one day, say the teachers.
2.18.8	The release is on the full moon day of the month of Tīṣya, when Rohini is in conjunction.
2.16.9	Then he offers oblations in the directions with the mantras, "You are the eastern direction named Samichi."
2.16.10	He always offers oblations above this until the month of Margashirsha.
2.16.11	There is no offering of fire to the Kshuma tree here.
2.16.12	There is nothing to sprinkle.
2.16.13	He offers oblations at the end with the words, "May there be no hunger, may there be no hunger."
2.17.1	We shall explain the month of Agrahayani.
2.18.9	Having gone out in the eastern or the western direction along with his followers, having bathed in water which is pleasant and easy to enter, having performed three Prāṇāyāmas with the Aghāmarṣaṇa (mantra), having bathed with the palms of his hands holding Darbha grass, with the three verses, "The waters are firm, the waters are bountiful," and with the four verses, "The golden-coloured, the pure, the shining ones," and with this Anuvāka, "Pavamāna, the giver of gold," having exchanged Darbha grass with each other, they give to each other as if they were giving to each other.
2.18.10	Then, in a pure place sloping towards the east, they arrange seats with Darbha grass pointing towards the east and arranged in rows towards the north.
2.19.1	To Brahma, to Prajapati, to Brihaspati, to Agni, to Vayu, to Surya, to Chandrama, to the stars, to Indra, to the king Yama, to the king Varuna, to the king Soma, to the king Vaishravana, to the Vasus, to the Rudras, to the Adityas, to the Vishvadevas, to the Sadhyas, to the Ribhus, to the Bhrigus, to the Maruts, to the Atharvas, to the Angirasas - these are the groups of gods.
2.17.2	On the full-moon day of Margasirsa, having kindled the fire, having spread it around, having cooked the oblation of rice in milk, having poured clarified butter over it, having taken it out, having recited the Vyahrtis, he offers with the verse, "May the oblation of ghee, which is flowing to the fire, which is moving and unmoving, be accepted by the knower of beings. May there be prosperity for the seven kinds of domestic animals, which are of various forms. Svāhā. The night which people welcome like a cow, which is the wife of the year, may that be auspicious for us. Svāhā." "May the night be auspicious for the cattle, for the wives. May the night be auspicious, may the day be auspicious. May the wife of the Year be auspicious for us." "The full-moon day, which is increasing, which is coming, which divides the months and half-months, may that protect us with fullness. Svāhā.
2.17.3	Then he offers the Sauvitkrati-oblation. "O Agni, do thou fill up that which is most desirable. O god, do thou conquer all the enemies. Do thou show us the wide path shining with light. Do thou bring us the imperishable life."
2.19.2	Viśvāmitra, Jamadagni, Bharadvāja, Gautama, Atri, Vasiṣṭha and Kaśyapa are the seven sages.
2.19.3	They arrange seats for Viśvāmitrā, Jamadagni Bharadvāja, Gāutama, Atri, Vasīṣṭha and Kāśyapa, with the darbha grass pointing towards the north, sloping towards the east, and with the tips towards the north.
2.19.4	Between Vasistha and Kashyapa, they assign Arundhati.
2.19.5	To the south, sloping towards the east, to Agastya.
2.17.4	Then having washed his hands, he besmears the ground with the formula, "I stand in the Kshatra, I stand in the kingdom, I stand in horses, I stand in cows, I stand in limbs, I stand in self, I stand in life, I stand in nourishment, I stand in heaven and earth, I stand in sacrifice. The three gods, the eleven, the thirty-three, the Suradhasas, with Brihaspati as their priest, the gods of Savitar, may the gods protect me with the gods."
2.17.5	The householder sits on their southern side.
2.17.6	The northern side is on the northern side.
2.17.7	In the order of the birth of offspring.
2.17.8	Those who know mantras among them recite mantras.
2.17.9	"O Earth, you are the one who gives birth to plants, the one who establishes, grant us protection and prosperity. You are the one who supports the mountains." They sit on the two southern sides.
2.17.10	They rise with the words, "O Udayusha (the rising sun)."
2.17.11	Having risen, they recite with the words, “We have risen, we have become immortal.”
2.17.12	Thus they recite three times during the night.
2.17.13	Having fed the Brahmins with food, reciting the auspicious benediction, and reciting the words, "May there be prosperity," they spend the night.
2.18.1	Now we shall explain the initiation and dismissal.
2.19.7	To the right of the fire, facing east, they arrange seats with Darbha grass pointing towards the south and facing towards the west.
2.18.2	When the herbs have grown, one should perform the Upakrama of the Veda on the full moon day with the hand.
2.20.1	To Vaishāmpāyana, to Palinga, to Tittira, to Ātreya, to the author of the text, to Kaundinya, to the author, to the authors of the sutras, to Satya, to Ashada, to the teachers who are the authors of the scriptures, to the sages, to the forest-dwellers, to the celibates, to those with one wife.
2.20.2	They make offerings to their respective fathers and grandfathers.
