#Author:Devapāla
#Text:Kāṭhagṛhyasūtrabhāṣya
#Comments:Kāṭhakagṛhyasūtra
#Edition:Kashmir Series of Texts and Studies, No. XLIX (1923)
#Data entry:Oliver Hellwig
#Notes:Currently covers only the first half of the mūla text.



1.1.[1]	vrataśabdo yamaniyamavācakaḥ /
43.11.[775]	svādhyāyānmā pramada, svādhyāyaviṣayaṃ pramādamālasyādinānadhyayanaṃ mā kṛthāḥ /
43.11.[776]	ācāryadakṣiṇārthamabhimataṃ dhanamāhṛtya putrapautrādisantānavicchedaṃ mā kārṣīḥ, gurave dakṣiṇāṃ dattvā vivāhaṃ kuryādityarthaḥ /
43.11.[777]	satyasyāsatyabhāṣaṇaṃ pramādaḥ /
43.11.[778]	dharmasya nityanaimittikalakṣaṇasyākaraṇaṃ pramādaḥ /
43.11.[779]	kāmyasya tu viguṇasya karaṇamakaraṇaṃ ca /
43.11.[780]	evaṃ yatnasya pramādaḥ ālasyādyupahatatā /
43.11.[781]	kuśalaṃ śarīrarakṣādikaṃ tatra pramādaḥ svāsthye-’ pyabhayena tacchāntyādikaraṇaṃ, svastyayanaṃ hi pratyahaṃ śāntirūpaṃ vaiśvadevādāvāmnātam /
43.11.[782]	svādhyāyapramādo na kartavyaḥ, pravacane cādhyāpane āvṛtto’pi vedo guṇitavyo’dhyāpayitavyaśca /
43.11.[783]	evaṃ yajñeṣu pākayajñādiṣu pramādo’nanuṣṭhānalakṣaṇo na kartavyaḥ /
43.11.[784]	mātā deva iva yasya sa mātṛdevo bhava /
43.11.[785]	tvayā’navadyāni agarhitānyeva karmāṇi kartavyāni, na kadāciditarāṇi /
43.11.[786]	śrutismṛtivihitānyapi lokavigarhitāni varjanīyāni purāṇamokṣaniveśanādīni /
43.11.[787]	asmākaṃ ca gurutadbhāryāpatyaprabhṛtīnāṃ śobhanānyeva caritāni karmāṇi ācaritavyāni, netarāṇi /
43.11.[788]	gurubhirapi sadbhiryāni vyāmohadāni caritāni anuṣṭhitāni tāni śraddhayā nānuṣṭhātavyāni, yathā viśvāmitrācaritaśvajaghanyāśanacaṇḍālayājanādīni /
43.11.[789]	tathā ye kecanāsmatsakāśādatiśayena jyāyāṃso bahuvidyetvādinā brāhmaṇā āgaccheyusteṣāṃ tvayāsanena praśrayitavyaṃ, āsanadānapādasaṃvāhanāt praśvasanaṃ svedāpanodanalakṣaṇaṃ kartavyam natu darpeṇodgrāhaṇikādikamārabdhavyamityarthaḥ, śraddhā āstikyabuddhistayaiva deyam /
43.11.[790]	kadācittvaśraddhayāpi deyaṃ lokavigarhaparihārāya /
43.11.[791]	bahujaneṣu saṃghaṭiteṣu gāyanādiviṣayeṣu samudāyadāne prastute karmaṇyaprasiddhiparihārāyāśraddhayāpi deyamityarthaḥ /
43.11.[792]	athavāśraddhayādeyamityakārapraśleṣaḥ /
43.11.[793]	saṃvit bhṛtyādibharaṇāya pratijñā idaṃ mayā deyamiti /
43.11.[794]	tayā deyamityarthaḥ /
43.11.[795]	asaṃvidāpyapratijñātamapi karma kauśalamavalokya deyam /
43.11.[796]	daurgatye’pi saṃbandhibāndhavārthijanāyābhyāgatāya vākbhūmitṛṇodakādi yathāśakti hriyā deyam /
43.11.[797]	nāgavināyakadurgādyugradevatābhyaḥ pūrvatarasaṃkalpitaṃ balyupahārādi tadākramaṇabhiyā deyam /
43.11.[798]	vittaṃ prayojanaṃ yatrāsti sā vittistadarthaṃ deyam /
43.11.[799]	avittyai ca deyaṃ kadācit /
43.11.[800]	bhūtyai vibhavāya deyamabhūtyai api kadācit /
43.11.[801]	śraddhayā deyamityasyaiva sarvo’nuvādaḥ stutyarthatvena vā /
43.11.[802]	evaṃ vedārthe vartamānasya yadi kadācitkarmasu vaidikeṣu saṃśayaḥ syāt keṣucit, vṛttau vā jīvanopāyadhanārjane kimasmādādeyaṃ uta neti, tadā ye tatra tvannivāsadeśe brāhmaṇāstebhyaḥ sandeho’pasārayitavyaḥ /
43.11.[803]	kīdṛśā brāhmaṇāḥ /
43.11.[804]	samyagvimarśakuśalāḥ, yuktāḥ avikalakaraṇāḥ, āyuktāḥ anuṣṭhānasaktāḥ alakṣāḥ akrūramatayaḥ, arūkṣā iti pāṭhe’pyayamevārthaḥ, alubdhāḥ alobhino lobhaśūnyāḥ /
43.11.[805]	dharmakāmā vā syuḥ, dharmakāmā eva yadi syuḥ yathā te tatra karmavṛttyādau pravartante tathaiva tvaṃ pravartethāstata eva nirṇayaṃ kuryā ityarthaḥ /
43.11.[806]	anyācāryapṛṣṭena ca yathārthopadeśinā bhavitavyamarthāt /
43.11.[807]	ye tu tatra abhyākhyātā ābhimukhyena asaṃbhinna buddhayasteṣāṃ buddhisaṃbhedaṃ virodhaṃ ca mā kārṣīḥ /
43.11.[808]	kiṃ tarhi /
43.11.[809]	yathā te pūrvoktaguṇakā brāhmaṇāḥ pravarteran, tathā vartethāḥ saṃvṛttimattvena /
43.11.[810]	abhyākhyātāḥ ābhimukhyena khyātāḥ mantriprabhṛtayaḥ /
43.11.[811]	yadetanmadīyaṃ śāsanaṃ eṣa ādeśaḥ dhārmikasya rājāderājñā /
43.11.[812]	upadeśo vaidiko hitaparyavasāyī vā viśeṣopaniṣadrahasyamityarthaḥ /
43.11.[813]	pratyavāyābhāvena balena lobhena rahasyasaṃbodhanena cānuṣṭhātavyamevametadityarthaḥ //
43.11.[814]	ityāraṇyavratāni saṃpūrṇāni //
43.11.[815]	iti trayaścatvāriṃśī kāṇḍikā // 43 //
44.0.[1]	atha godānasaṃjñakaṃ vratamucyate yasya keśāntasamāvartanaśabdāvanyau paryāyau /
44.1-2.[1]	janmanaḥ prabhṛti ṣoḍaśe varṣe vartamāne brahmacāriṇā godānasaṃjñakaṃ vrataṃ kartavyam /
44.1-2.[2]	yastvaritaṃ dārasvīkārārthī /
44.1-2.[3]	asmādūrdhvaṃ snātvā dārakarmocyate /
44.1-2.[4]	yastu sarvakālaṃ vedamadhītya vivāhaṃ cikīrṣati tasyopanayanādārabhya ṣoḍaśe varṣe godānam /
44.1-2.[5]	'trivedyāṃ hyaṣṭācatvāriṃśadvarṣāṇi brahmacaryaṃ caraṇīyam' iti pakṣaḥ /
44.1-2.[6]	tadekavedagrahaṇe ṣoḍaśa saṃvatsarā bhavanti tribhāgena /
44.1-2.[7]	yasya tvāpatkālena ṣoḍaśe varṣe bhavatyupanayanaṃ tasyāgnau samāpte godānavratam, abhyadhyayane samāpta ityarthaḥ /
44.1-2.[8]	yo’pi vedaikadeśamadhītya sisnāsati tasyāpyeṣa pakṣo’gnau samāpta iti /
44.1-2.[9]	taccaitatkeśāntikāparaparyāyaṃ godānatrataṃ jaṭākarmaṇā vyākhyātaṃ śikhākarmaṇetyarthaḥ /
44.1-2.[10]	atrāpi hyupasamādhānādikṣurakarmāntaṃ samam // 1 //
44.3.[1]	kṛtaśaucārthasnānamagneḥ paścātprāṅmukhaṃ darbheṣūpaviṣṭaṃ brahmacāriṇaṃ 'yā āpo divyā' iti dvābhyāmabhiṣiñcati āgnikībhiradbhiryadi vā rājasūyikībhiḥ /
44.3.[2]	tatra āgneyyo vahantyādyā nadyādiprabhavā mantraliṅgāt sūryatejaḥprabandhācca /
44.3.[3]	sarasvatyādiprabhavāstu rājasūyikyaḥ rājasūye rājābhiṣekārthamāmnānāt /
44.3.[4]	kiṃ kṛtvābhiṣiñcati /
44.3.[5]	darbhān hiraṇyaṃ cādhyadhikṛtya, brahmacāriṇaḥ śirasi darbhān tadupari suvarṇaṃ nidhāyetyarthaḥ //
44.3.[6]	yā āpo divyāḥ payasā saṃbabhūvuryā antarikṣyā uta pārthivāsaḥ /
44.3.[7]	tāsāṃ tvā sarvāsāṃ rucābhiṣiñcāmi varcasā //
44.3.[8]	prastārapaṅktiśchandaḥ, mṛtyoḥ sāmparāyikasyārṣam, uttarasyāpyanuṣṭubhā nṛpasyaiva /
44.3.[9]	he brahmacārin tāsāmapāṃ sarvāsāṃ varcasā vīryeṇa tvāmabhiṣiñcāmi /
44.3.[10]	kīdṛśena varcasā /
44.3.[11]	rucā suvarṇena saha vartamānena /
44.3.[12]	kāsāmapām /
44.3.[13]	yā divyāḥ divi bhavāḥ āditye sthitāḥ, 'ādityājjāyate vṛṣṭiḥ' ityāgamāt /
44.3.[14]	yāścāntarikṣyā antarikṣe bhavā meghasthā ityarthaḥ /
44.3.[15]	uta apica pārthivāsaḥ pārthivā nadyādibhavāḥ, yāśca payasā kṣīreṇa saṃbabhūvuḥ saṃbhūtā miśrībhāvamāpannāḥ, agnihotrādau sarveṇa vā haviṣā saṃbhūtā ityartho jñeyaḥ, payograhaṇasya havirmātropalakṣaṇatvāt //
44.3.[16]	abhi tvā varcasā sicaṃ yajñena payasā saha /
44.3.[17]	yathāso mitravardhanastathā tvā savitā karat //
44.3.[18]	anuṣṭup /
44.3.[19]	ahaṃ tvā tvāmabhiṣicaṃ abhiṣiñcāmīti liṅvyatyayaḥ /
44.3.[20]	varcasā payasā yajñena saha vartamānam /
44.3.[21]	mayābhiṣiktastvaṃ varcasvī payasvī hotā yājñikaśca bhavetyarthaḥ /
44.3.[22]	yathā tvaṃ mitravardhanaḥ mitrāṇāṃ vardhayitā asaḥ bhavasi tathā tvāṃ savitā karat 'liṅarthe leṭ' kuryāt // 2 //
44.4.[1]	evameva rājānaṃ kṣatriyamabhiṣiñcet iti samastasya mantradvayasya viniyogāttasyātideśaḥ // 3 //
44.4.[2]	'sāvīrhi deva prathamāya pitre varṣmāṇamasmai' ityādinānuvākenānyadyathoktaṃ kavacasannahanādikaṃ kuryāt /
44.4.[3]	kiṃ sarvam, netyāha akratujyāniṃ, kraturmṛtyusavaḥ, jyānirarthatyāgādikṛta āyāsastadvarjam /
44.4.[4]	anuvākanirdeśādi talliṅgādetāvapi prāpnutaḥ iti pratiṣidhyete // 4 //
45.1.[1]	vratasamāptyanantaramadhītavedana snātvā vivāhaḥ kartavyaḥ /
45.1.[2]	kṛtavivāhasya pākayajñā āmnātāḥ /
45.1.[3]	te cāgnau kriyante /
45.1.[4]	jīvatpitṛkasya vaivāhāgnau vikalpaḥ /
45.1.[5]	yo jīvatpitṛko yadā na dhārayate, tadā tenābhyantaramutpādanīyamavaśyam, pitṛpramaye’gnyantarārjanaṃ ca paitṛkāgnyupaśamapūrvakamityupaśamanamāha /
45.1.[6]	pitari prete eka evāsahāyaḥ śiṣyate paitṛko’gniḥ /
45.1.[7]	tasyaikāgneḥ samādhānaṃ pratipattikarma kartavyaṃ putreṇaiva na tu purohitaprabhṛtibhiḥ /
45.1.[8]	aparā vyākhyā eka evāgniḥ paitṛko yasyāsti natu vaivāhanaḥ svayaṃ vṛttaḥ sa ekāgnigṛhasthaḥ pramītapitṛkaḥ /
45.1.[9]	samādhānaśabdastantreṇa dvayamāha pūrvāgnestyāgamāvasathāgnerāharaṇam /
45.1.[10]	yataḥ samyagādhānamarjanamapi anekārthatvāddhātunipātānām // 1 //
45.1.[11]	etadeva sphuṭayitumāha
45.2.[1]	parameṣṭhī svāmī pitā /
45.2.[2]	tasya pramaye putreṇaivāgneḥ samādhānaṃ śamanaṃ kartavyamityuktārtham // 2 //
45.3.[1]	ṛtvigbandhūnsarvān upa samīpe’gnervāsayet // 3 //
45.4.[1]	uṣā rātriḥ vigatā uṣā yatra sa vyuṣaḥ sa prabhātakālaḥ /
45.4.[2]	tasya samīpamupavyuṣamādityodayakālaṃ yāvat taṃ prakṛtamekāgniṃ jvālayet sandīpayet /
45.4.[3]	yāvadvyuṣā rātristāvat agniṃ prajvālayediti bhāvaḥ // 4 //
45.5.[1]	udakamiśramāṣacūrṇasaṃpāditena manthena audumbarakaṃsapātranikṣiptena tamagniṃ śamayet //
45.5.[2]	virāṭpaṃktayau /
45.5.[3]	brahmaṇa ārṣam /
45.5.[4]	ṛgarthastu havāmahe juhumaḥ devān hvayāmo vā /
45.5.[5]	kān /
45.5.[6]	savitāraṃ hiraṇyapāṇiṃ tathā vāyuṃ, indraṃ, prajāpatiṃ, aṅgirasaśca /
45.5.[7]	kimartham /
45.5.[8]	kravyādaṃ śamayantvagnim // 5 //
45.6.[1]	kāśānāṃ tṛṇaviśeṣāṇāṃ sambandhini ūte grathite kaṭe samāropya tat praśamitaikāgnibhasma sthāpayet gamayet kravyādamagnimiti triṣṭubhā /
45.6.[2]	kāśānāṃ mūḍhakaṭa iti vā pāṭhaḥ /
45.6.[3]	tatrāsamañjasamūlāgratṛṇanirmitākāro mūḍhakaṭaḥ /
45.6.[4]	ṛgarthastu kravyādamāmamāṃsabhakṣakamagniṃ yajamānāddūraṃ prahiṇomi prakṣipāmi /
45.6.[5]	yamarājñaḥ sambandhī yo’ripravāhaḥ pāpanicayasya voḍhā, so’nenaivāgninā saha dūraṃ gacchatu /
45.6.[6]	itaraḥ punaryamāhariṣyāmi, ayamihaiva sthāne devebhyo havyaṃ vahatu prakarṣeṇa jānan /
45.6.[7]	kīdṛśaḥ /
45.6.[8]	jātavedā jātadhano jātajñāno vā /
45.6.[9]	asmānmantraliṅgādakṛtavivāhasyāpi parameṣṭhipramaye’gnyantaraparigrahamicchanti // 6 //
45.7.[1]	nirdagdhamiti mantreṇa dakṣiṇāparasyāṃ diśi nairṛtyāṃ diśi yāmyapaścimadigantarāle yaścatuṣpathastatra nidhāya sthāpayitvā kāśakaṭanihitaṃ bhasma, upadhānaśabdavācyaṃ ca yat jīvataḥ pituḥ śiro’vaṣṭambhanaṃ gaḍukādikamāsīt // 7 //
45.8.[1]	'apāsmadetu' ityādibhiścaturbhirmantrairupasthānaṃ kartavyam // 8 //
45.8.[2]	apāsmadetu nirṛtirnehāsyā api kiñcana /
45.8.[3]	agotāṃ nāṣṭrāṃ pāpmānaṃ sarvaṃ tadapahanmahe // 1 //
45.8.[4]	apāsya nairṛtānpāśānmṛtyorekaśataṃ ca ye /
45.8.[5]	apāsya ye sināḥ pāśā mṛtyorekaśataṃ suve // 2 //
45.8.[6]	ekaśataṃ sinā naddhāstān pāśān apāsya ahaṃ suve īśe, kāryeṣu samartho bhavāmītyarthaḥ 2 ye te pāśā ekaśataṃ mṛtyo martyāya hantave /
45.8.[7]	tāṃste yajñasya māyayā sarvānavayajāmahe // 3 //
45.8.[8]	he mṛtyo ye te tavaikaśataṃ pāśā martyasya hantave hananāya, tāṃstava sambandhinaḥ sarvān avayajāmahe yajñakarmaṇāpanayāmo yajñasya māyayā yajñanirmāṇena // 3 //
45.8.[9]	devīmahaṃ nirṛtiṃ bādhamānaḥ piteva putraṃ damaye vacobhiḥ /
45.8.[10]	yā jāyamānasya jāyamānasya śiro devī prati sūrirvicaṣṭe // 4 //
45.8.[11]	yasmādyo jāyate jantustasya sarvasya devī nirṛtiḥ śiraḥ prativicaṣṭe pratikūlaṃ vīkṣate ayaṃ mayā saṃhartavya iti /
45.8.[12]	ata evaṃbhūtāṃ nirṛtiṃ devīmahaṃ damaye’nuśāsmi vacobhirvaidikamantrairapasārayāmyakāryāt /
45.8.[13]	piteva putraṃ bādhamānaḥ, yathā pitā putraṃ vacobhirnivārayannanuśāsti, tathā /
45.8.[14]	nacaivaṃ nivāraṇenānuśiṣyamāṇā devī kopaṃ kartumarhati yataḥ sā sūriḥ paṇḍitā // 4 //
45.8.[15]	'śaṃ no devīr' ityanayā udakopasparśanaṃ kuryuḥ sarve /
45.8.[16]	'śaṃ no devīr' iti vyākhyātā // 9 //
45.8.[17]	tato bhasmakaṭasīsapradeśāt pratīpamāyāntaḥ pratyāvartamānāḥ padāni lobhayante sarve pādapratibimbāni nāśayanti lopayantyutpuṃsayanti /
45.8.[18]	kaiḥ /
45.8.[19]	naḍairdīrghairbahubhiḥ, vetasaśākhayā vā drāghīyasyā saparṇayā /
45.8.[20]	sāmarthyāccātra sīsabhasmasāṃmukhyena pratyāvartamānāḥ saptāṣṭau vā padānīti gamyate /
45.8.[21]	'mṛtyoḥ padaṃ' ityādimaṃtrapratīkaḥ // 10 //
45.8.[22]	mṛtyoḥ padaṃ lobhayanto yadīmo drāghīya āyuḥ prataraṃ dadhānāḥ /
45.8.[23]	āpyāyamānāḥ prajayā dhanena śuddhāḥ pūtā bhavata yajñiyāsaḥ //
45.8.[24]	yatprasādānmṛtyoḥ padaṃ lobhayanto lopayantaḥ īmo gacchāmaḥ, atiśayena dīrghamāyuṣaḥ prataraṃ vistāraṃ dadhānāḥ kurvanta ityarthaḥ /
45.8.[25]	tasmāt he ṛtvikprabhṛtayaḥ śuddhāḥ pūtā bhavata, tathā yajñiyāso yajñārhāśca bhavata /
45.8.[26]	kiṃ kurvāṇāḥ /
45.8.[27]	prajayā dhanena cāpyāyamānāḥ vardhamānāḥ //
45.9.[1]	anantaraṃ vetasaśākhāṃ naḍamuṣṭīṃśca atraiva prakṛte sīsabhasmakaṭe nidadhyuḥ prakṣipeyuḥ // 11 //
45.10.[1]	anayarcā anaḍvāhaṃ plavamanvārabhadhvaṃ sa vo nivakṣadduritāni viśvā /
45.10.[2]	ārohata saviturnāvaṃ hiraṇmayīṃ ṣaḍbhirūrmibhiramṛtatvaṃ tarema //
45.10.[3]	he bandhuprabhṛtayaḥ anaḍvāhaṃ plavaṃ saṃsārataraṇopāyamanvārabhadhvaṃ tadanugamanarūpāṃ prāptiṃ yāta spṛśata vetyarthaḥ /
45.10.[4]	sa cānaḍvān vo yuṣmākaṃ viśvāni sarvāṇi duritāni pāpāni nivakṣat nirharatu niḥśeṣeṇa vāhayatu apasārayatu /
45.10.[5]	kiñca savituḥ sambandhinīṃ nāvaṃ tatvabuddhiṃ vidyāmārohata /
45.10.[6]	savitā ādityaḥ prajāpatiḥ sarvakāryāṇāṃ savitā /
45.10.[7]	hiraṇmayīṃ nirmalāmavidyayānuplavitām /
45.10.[8]	yataḥ ṣaḍbhirūrmibhirākulitā vayamatastānullaṃghyāmṛtatvaṃ tarema parabrahmarūpaṃ saṃsārasāgarapāraṃ prāpnuyāmetyarthaḥ /
45.10.[9]	rāgadveṣasukhaduḥkhamohamadāḥ ṣaḍūrmayaḥ, ṣaḍindriyāṇi vā kaṇādagaditāni, viṣayā vā rūparasagandhasparśaśabdasukhādyāḥ /
45.10.[10]	ṣaḍūrmayaḥ sabuddhayaḥ avidyāsmitārāgadveṣābhiniveśāḥ // 12 //
45.11.[1]	pratyāgatān gṛhaprāptān bāndhavādīn ye ca gṛhe sthitāstānapi akṣatadhūmamanavahatayavādibījadhūmamupasparśayante /
45.11.[2]	ye bhasmakaṭena sahāgatāḥ te svayaṃ copaspṛśanti /
45.11.[3]	upaspṛśya ca haste’gnimādāya prakṛtena gavā saha yatrāgnau bhūmiṣṭho’kṣatadhūmaḥ kṛtaḥ, taṃ pradakṣiṇaṃ yathā bhavati tathā triḥ pariyanti paryāvṛtya bhramanti 'parīme gāmaneṣata' ityādikayā ṛcā //
45.11.[4]	parīme gāmaneṣata paryagnimahṛṣata /
45.11.[5]	deveṣvakrata śravaḥ ka imāṁ ādadharṣati //
45.11.[6]	parīme gāmaneṣata, paryagnimahṛṣata, agniṃ parihṛtavantaḥ /
45.11.[7]	deveṣu akrata śravaḥ, śravo’nnaṃ havistaddeveṣu kṛtavantaḥ /
45.11.[8]	ataḥ ka imān ādadharṣati abhibhavituṃ prabhavati // 13 //
45.12.[1]	udakena pūrṇe pātre’śmānaṃ hiraṇyaṃ sarvabījāni vā ācārānnidhāyānantaramenān jñātyādīn saṃsparśayanti, svayaṃ ca spṛśanti 'aśmanvatī rīyate' iti triṣṭubhā //
45.12.[2]	iyamaśmanvatī rīyate 'līṅ śleṣaṇe' aśmādiyuktā jalamūrtiḥ, ato he sakhāyo jñātyādaya uttiṣṭhata, saṃrabhadhvaṃ sasaṃrambhāḥ sodyamā bhavata, pracarata japahomayāgādīni karmāṇi kuruta /
45.12.[3]	jalasparśapavitritatanavaḥ santaḥ atrājahāma ye asannaśevāḥ ye’vidyamānānnāḥ, tānvayamājahāma tyajāmaḥ, śivān vayamuttaremābhivājān, abhivājān abhimukhānnān abhimukhāneva mārgān vayaṃ śivatvāduttarema gacchema prāpnuyāma // 14 //
46.1.[1]	parameṣṭhipramayanimitte brāhmaṇādīnāṃ daśarātrādinā yathāsvamaśauce śuddhe sati parameṣṭhine śrāddhaṃ kuryādagniṃ sādhayediti tātparyārthaḥ /
46.1.[2]	yadyapi ca parameṣṭhinaḥ śrāddhaṃ māsikādyekoddiṣṭaṃ, tathāpyamāvasyādiśrāddhamanekoddiṣṭaṃ tatraivāgnau kartavyaṃ tasyāgnestyāgābhāvāditi tadabhiprāyaṃ pitṛbhya iti bahuvacanam /
46.1.[3]	sarvaṃ hi pākayajñādikamucyate /
46.1.[4]	abhāryeṇāpi vāgnirutpādanīyaḥ śrāddhādisaṃsiddhyartham /
46.1.[5]	tataśca tena vivāhaḥ kartavyo’vaśyakartavyasiddhaye /
46.1.[6]	evaṃ tāvadādityadarśanaprabhṛtayo vyavasthitāḥ /
46.1.[7]	prāyeṇa tvāryāvartanivāsināmavivāhānāṃ pramṛtapitṛkādīnāṃ laukikāgnāveva prathamaśrāddhāni vidhāya sapiṇḍīkaraṇādūrdhvaṃ vivāhaṃ vidhāyāgniparigrahe tvarā nirīkṣyate, tatrāpyanādaraṃ na vidadhati santaḥ // 1 //
46.1.[8]	siddhavadagnau śrāddhakartavyatāmuktvaupasadāgnyādhānamāha
46.2.[1]	upavasturaśanamaupavastraṃ tat punarpratyaṃ haviṣyānnaṃ śākamāṣalavaṇamāṃsādivarjaṃ vrīhiyavapayoghṛtaprabhṛtibhirbhuktvā sa cāsadvitīyaḥ kutaścidaniṣiddhācchāvādivyatiriktādagniṃ laukikamānīya samindhedindhanaviśeṣaiḥ /
46.2.[2]	aupavastrabhojanaṃ tu daśamyāmeva hyekādaśyāṃ śrāddhaṃ bhavati /
46.2.[3]	ekādaśyāṃ tvaupavastre dvādaśyāṃ śrāddhaṃ syāt /
46.2.[4]	taṃ jāgarayīta naiśāntaṃ rakṣedityarthaḥ /
46.2.[5]	upaśayīta ca ṛtvikbāndhavasahitastatsamīpe śayītetyarthaḥ /
46.2.[6]	caśabdādgārhapatyagartopalepanārthopaḍhaukitapārthivasaṃbhāraśabdavācyoṣaśarkarāvarāhavihatavālmīkavapāsikatānāṃ payasā miśrīkaraṇaṃ samuccīyate // 2 //
46.3.[1]	upakāśe prakāśanakāle’lpe prakāśe rajanyante, upaśānte tasminnevāgnau tato’gnyāgārāt gārhapatyasadṛśagartāt bhasmana uddharaṇamapasāraṇaṃ kṛtvā // 3 //
46.4.[1]	ūṣādīn sikatāparyantān pārthivasaṃbhārān nyupya garte prakṣipya pūrvayā ṛcā, sapta hi paṭhitāḥ, tāsāṃ yā pūrvā 'utsamudrāt' iti tayā // 4 //
46.5.[1]	ṣaḍuttarā bhavanti /
46.5.[2]	tatrāviśeṣe’pi sarvāntyā mantravarṇād gṛhyate 'yatpṛthivyā anāmṛtam' ityādikā, 'iyatyagra āsīt' ityādiruttarā, ityanye // 5 //
46.6.[1]	tasya gartasyāpareṇa paścārdhe yathotpāditamutpādya gārhapatyavadutpādyetyarthaḥ, karaṇetikartavyatāmantraistairevotpādyetyarthaḥ /
46.6.[2]	yathaiva āśvatthībhyāṃ śamīgarbhābhyāmaraṇībhyāṃ mantraviśeṣādibhiśca gārhapatya utpādyate tathaivāyamaupasado gṛhyāgnirāvasathyaḥ // 6 //
46.7.[1]	tamaraṇinirmathanotpannaṃ samiddhamagniṃ jānuparimāṇaṃ dhārayitvā bhūrbhuvaḥ svarityādhānamatrāṇāmāyogapaṭhitatvādādyena 'sugārhapatya' ityanena vā ādadhātītyarthaḥ /
46.7.[2]	jānudaghnaṃ saṃkṣipya dhārayitvādadhātīti yāvat // 7 //
46.8.[1]	hiraṇyaśalkavānaspatyāśca samidhaḥ pṛthak pṛthagādāya /
46.8.[2]	udumbarāśvatthaśamīpalāśavihitatarūṇāmatra satvacaḥ samidhaḥ /
46.8.[3]	'sa tvamagna' iti mantraḥ // 8 //
46.9.[1]	parisamūhya paryukṣya paristīrya 'sapta te agne' ityekāmājyapūrṇayā srucā, dvitīyāmannena taṇḍulādinā prajāpataye svāheti juhuyāt srucā /
46.9.[2]	tulyatvamatra haviṣastannālipūraṇatvam /
46.9.[3]	āhutidvayaṃ tu caturgṛhītena // 9 //
46.9.[4]	paśunā veti atrāgneyena sambadhyate // 10 //
46.10.[1]	gaurdakṣiṇā vastrādikaṃ ca yathāśakti // 11 //
46.10.[2]	athādhānopayogino mantrānuddhṛtya yathopayogaṃ vyākhyāsyāmaḥ /
46.10.[3]	tatra 'yathotpāditamutpādya' ityanenātideśena saṃgṛhītā yathāsambhavamādhānaprakaraṇānusāreṇānetavyāḥ //
46.10.[4]	sakṣehi yā te yajñiyā tanūstayāroha //
46.10.[5]	ayaṃ te yonirṛtviyo yato jāto arocathāḥ /
46.10.[6]	taṃ jānannagna āroha tato no vardhayā rayim //
46.10.[7]	yo aśvatthaḥ śamīgarbha āruroha tvayyapi /
46.10.[8]	taṃ te gṛhṇāmi yajñiyaiḥ ketubhiḥ saha //
46.10.[9]	yo aśvatthastato ye sampādite araṇyau, te śamīvatyau /
46.10.[10]	śamyā garbhaḥ śamīgarbhaḥ iti hi tatpuruṣo’ntodāttatvāt natu bahuvrīhiḥ /
46.10.[11]	agniḥ sambodhyate /
46.10.[12]	he sakṣa pacanasamaye samaveta sākṣācchabdasya vā sakṣabhāvaḥ /
46.10.[13]	he samaveta arthādaraṇyau ehi sākṣādvā āgaccha /
46.10.[14]	yā te yajñiyā tanūḥ yajñārhā tayā araṇyau samāroha, ayaṃ tava yoniḥ, ṛtuḥ prāpto’sya ṛtviyaḥ, yato virājase /
46.10.[15]	arocathāḥ iti lakāravyatyayaḥ /
46.10.[16]	taṃ jānanyoniṃ jānannāroha, tato’nantaramasmākaṃ rayiṃ dhanaṃ vardhaya //
46.10.[17]	mayi gṛhṇāmyahamagre agniṃ rāyaspoṣeṇa saha varcaseha devāḥ /
46.10.[18]	mayi prajāṃ mayi puṣṭiṃ dadhāmi madema śatahimāḥ suvīrāḥ //
46.10.[19]	anenādhvaryuraraṇyāvātmanyāropayati /
46.10.[20]	he devā agre prathamato mayi ātmani agniṃ gṛhṇāmi samāropayāmi rāyo dhanasya poṣeṇa puṣṭyā varcasā dīptyā saha mayi ātmani prajāṃ ca puṣṭiṃ dadhāmi /
46.10.[21]	madema hṛṣṭāḥ syāma śataṃ himāḥ samāḥ, suvīrāḥ kalyāṇavīrāḥ santaḥ //
46.10.[22]	yo no agniḥ pitaro hṛtsvantaramartyo martyāṁ āviveśa /
