#Author:Keśava
#Text:Kauśikasūtrapaddhati
#Comments:Kauśikasūtra
#Data entry:Arlo Griffiths
#Notes:Markup complete.
#Todo:final formatting! “'” is used for marking quotations and avagraha.


1.1.1.[1]	athaśabda ānantaryārthaḥ /
11.4.21.[2]	'uttiṣṭha prehi' , 'pra cyavasva' , 'udanvatī' , 'ita ete' , 'agnīṣomā' , 'idaṃ pūrvam' ityutthāpanīḥ /
11.4.21.[3]	'ati drava' ityaṣṭābhirhariṇīḥ //
11.4.22.[1]	athavodakānte vasanamāstīrya 'asau' iti vapet //
11.4.23-24.[1]	athavā trīṇi śatāni ṣaṣṭiśca pālāśatsarūṇāṃ taiḥ puruṣaṃ kalpayitvā tamutthāpanībhirutthāpya hariṇībhirhareyuḥ /
11.4.23-24.[2]	śarīradagdhe'sthināśe ca etat prāyaścittaṃ bhavati /
11.4.23-24.[3]	samāptaṃ deśāntaramṛte'sthināśe ca //
11.4.25.[1]	grāmamadhye yo maṇḍapaḥ pūrvaṃ kṛtaḥ tasyottaradvāraṃ dakṣiṇadvāraṃ ca kuryāt /
11.4.25.[2]	tataḥ maṇḍapaṃ darbhaiḥ saṃstārayati //
11.4.26.[1]	uttareṇa manuṣyāḥ sañcaranti /
11.4.26.[2]	dakṣiṇena pitrasthīni //
11.4.27.[1]	tasmin maṇḍapa anastamita āditya idaṃ karma kuryāt /
11.4.27.[2]	'ā yāta pitaraḥ' ityṛcāsthīni maṇḍape praveśayati dakṣiṇadvāre //
11.4.28.[1]	'ācyā jānu' ityṛcā tripāde piṭake upaveśayati asthiputtalakam //
11.4.29.[1]	'saṃ viśantu' ityṛcā saṃveśayati //
11.4.30.[1]	'etadvaḥ pitaraḥ pātram' iti mantreṇa trīnudakapūrṇān kaṃsapātrān asthyabhimukho ninayet /
11.4.30.[2]	trirmantrāvṛttiḥ /
11.4.30.[3]	tasmin maṇḍape //
11.4.31-38.[1]	brahmaṇe madhuparkamāhārayati kartā pūrvaṃ govikalpena /
11.4.31-38.[2]	yadi gāṃ karoti tasyā dakṣiṇamardhaṃ brāhmaṇān bhojayati /
11.4.31-38.[3]	savyaṃ pitṛhomena yojayitavyam /
11.4.31-38.[4]	vaśāvidhānena 'pitṛbhyaḥ svadhā' iti pradhānamantraḥ //
11.4.31-38.[5]	ekādaśe caturthī kaṇḍikā //83 //
11.5.1.[1]	'vaha vapām' iti vapāyāstrirjuhoti //
11.5.2.[1]	'imaṃ yama' ityṛcā yamāya caturthīm /
11.5.2.[2]	samāptaṃ govadhaṃ pitṛdaivatam //
11.5.3.[1]	tataḥ carudvayaṃ sayavamayavaṃ ca kartā śrapayati /
11.5.3.[2]	ekaviṃśatyā yavaiḥ kṛśaraṃ randhayati /
11.5.3.[3]	sayavaṃ caruṃ śrapayati //
11.5.4.[1]	sayavasya caroḥ svagotrajā bhojanaṃ kurvanti //
11.5.5.[1]	yathāśakti prapākādi ayavakṛśareṇāsthisamīpe piṇḍadānaṃ kurvanti /
11.5.5.[2]	piṇḍaśeṣamasthikartā bhuñjate //
11.5.6-8.[1]	svadāsāśca /
11.5.6-8.[2]	tataḥ kartā praiṣaṃ dadāti gotriṇān /
11.5.6-8.[3]	vīṇāṃ vādayet /
11.5.6-8.[4]	vādyāni vādayet //
11.5.9.[1]	riktakumbham asthyagre maṇḍapamadhye nidhāpayet sarve taṃ drutya jaradupānadbhyāmāghnanti saha kartā //
11.5.10.[1]	'kasye mṛjānāḥ' ityṛcā kartā mantraṃ brūyāt /
11.5.10.[2]	trirapasavyaṃ parikīrṇakeśā muktakeśā ityarthaḥ /
11.5.10.[3]	pariyanti bhramantītyarthaḥ /
11.5.10.[4]	dakṣiṇānūrūnāghnānāḥ sarve gotriṇaḥ /
11.5.10.[5]	trirmantrāvṛttiḥ //
11.5.11-12.[1]	purā vivāsāt prabhātāt ityarthaḥ /
11.5.11-12.[2]	tato māṃsena pitṛyajñaḥ kāryaḥ /
11.5.11-12.[3]	piṇḍapitṛyajñavidhānaṃ laukikakṛtamāṃsena /
11.5.11-12.[4]	iti grāmamadhye maṇḍape caturdaśyāṃ rātryāmetat karma kartavyam //
11.5.11-12.[5]	athāmāvāsyāyāṃ prabhāte karmocyate
11.5.13.[1]	tānyasthīni maṇḍapādutthāpya utthāpanībhiḥ hariṇībhirhareyuḥ /
11.5.13.[2]	tataḥ tripāde nidhāya //
11.5.13.[3]	athāvasānamucyate
11.5.14.[1]	paścāt pūrvakṛtebhyaḥ pitṛbhyaścayanaṃ kartavyam /
11.5.14.[2]	pūrvāṇi /
11.5.14.[3]	pūrvebhyo'parāṇi yavīyakāryāṇi //
11.5.15.[1]	śmaśānāni prāgdakṣiṇāṃ diśamabhimukhānyārabhyāṇi /
11.5.15.[2]	uttarasyāṃ diśi samāpyante /
11.5.15.[3]	grāmasyāpi dakṣiṇena kartavyāni //
11.5.16.[1]	yathā citiṃ tathā śmaśāne dharmā bhavanti /
11.5.16.[2]	'udīratām' ityādi /
11.5.16.[3]	'samprokṣaṇībhyām' ityuktam /
11.5.16.[4]	'ati dhanvānītyavasā' ityuktam /
11.5.16.[5]	dakṣiṇāpravaṇadeśe śmāśānāni kāryāṇi //
11.5.16.[6]	ekādaśe pañcamī kaṇḍikā //84 //
11.6.0.[1]	atha mānamucyate
11.6.1-3.[1]	khātasya /
11.6.1-3.[2]	diṣṭikudiṣṭivitastinimuṣṭyaratnipadaprakramāḥ prādeśena dhanuṣā vā /
11.6.1-3.[3]	ebhiḥ pramāṇairmantavyāḥ /
11.6.1-3.[4]	'imāṃ mātrāṃ mimīmahe' iti saptabhirṛgbhiḥ pratidiśaṃ mīyamānamanumantrayate //
11.6.4.[1]	evaṃvidhaṃ maṇḍapaṃ mimīte /
11.6.4.[2]	athavā
11.6.5.[1]	athavā
11.6.6.[1]	ete pakṣāḥ śmaśānacayanasya bhavanti //
11.6.7.[1]	atharvaśākhānāmekapakṣaḥ //
11.6.8.[1]	ayugmamānāni kuryāt /
11.6.8.[2]	parimaṇḍalāni vartulāni caturasrāṇi vā śmaśānāni kāryāṇi vikalpena śaunakinām //
11.6.9-10.[1]	yāvān puruṣaḥ ūrdhvabāhustāvānagnicitaḥ ūrdhvacayanam /
11.6.9-10.[2]	dvipuruṣaṃ vā ūrdhvabāhuḥ kuryāt //
11.6.11.[1]	apasavyaṃ cetavyam /
11.6.11.[2]	dakṣiṇataḥ sambhāraharaṇam /
11.6.11.[3]	dakṣiṇādvārāṇi kartavyāni /
11.6.11.[4]	ayugmaśilaiścetavyam /
11.6.11.[5]	ayugmeṣṭikābhirvā śmaśānaṃ kartavyam //
11.6.12-13.[1]	tasmin bhūmau 'imāṃ mātrāṃ mimīmahe' iti saptabhirdakṣiṇataḥ savyarajjuṃ mītvā 'vārayatāmagham' iti mantreṇa vāraṇaṃ paridhiṃ paridadhāti /
11.6.12-13.[2]	śaṅkuṃ ca nicṛtati /
11.6.12-13.[3]	pratidiṅmantrāvṛttiḥ //
11.6.14-16.[1]	tataḥ purastāt /
11.6.14-16.[2]	tata uttarataḥ /
11.6.14-16.[3]	tataḥ paścāt /
11.6.14-16.[4]	śaṅkvaḥ paridhayaśca pratidiśaṃ kāryāḥ /
11.6.14-16.[5]	'śamebhyastvagham' iti śāmīlaṃ purastāt /
11.6.14-16.[6]	'śāmyatvagham' ityuttarataḥ /
11.6.14-16.[7]	'śāntamagham' iti pālāśaṃ paścāt //
11.6.17.[1]	tataḥ 'amāsi mātrām' iti tisṛbhiḥ śmaśānamanumantrayate //
11.6.18-19.[1]	tataḥ tasmin śmaśāne'kṣṇayā lohitasūtreṇa nibadhya 'stuhi śrutam' iti gartaṃ khanati /
11.6.18-19.[2]	tadgarte pāśisikatākhukiraśaṅkhaśālūkodumbarasarvasurabhiśamīcūrṇāni nivapati //
11.6.20.[1]	'niḥśīyatāmagham' iti mantreṇa niḥśīyamānaṃ jīrṇavastraṃ garte stṛṇāti //
11.6.21-22.[1]	'vi lumpatāmagham' iti mantreṇa dvitīyaṃ paricailaṃ tatraiva bahirdhārayati /
11.6.21-22.[2]	dhārayitvā agre karma bhaviṣyati tena vastreṇa //
11.6.23.[1]	'indro mā marutvān' ityetābhirājyaṃ juhuyāt garte /
11.6.23.[2]	'idaṃ pitṛbhyaḥ' ityṛcā garte darbhān stṛṇāti //
11.6.24.[1]	'etadā roha' 'dadāmyasmai' iti dvābhyāṃ kaniṣṭhaputraḥ tasmin garte asthīni nivapati nidadhāti /
11.6.24.[2]	mantraṃ kartā brūyāt //
11.6.25.[1]	'edaṃ barhiḥ' ityṛcā kule jyeṣṭho'sthīni yathāparu sañcinoti /
11.6.25.[2]	puruṣagātrāṇivat //
11.6.26.[1]	'mā te manaḥ' 'yatte aṅgam' 'indro mā marutvān' iti 'udapūḥ' ityātaḥ etābhiranumantrayate //
11.6.27.[1]	'yāste dhānāḥ' iti dve, 'dhānā dhenurabhavat' ityekā, 'etāste asau dhenavaḥ' ityekā, 'enīrdhānāḥ' ityekā 'yāste dhānā anu' ityekā etābhistilamiśrā dhānāḥ tasminnasthiṣūpari ādadhāti //
11.6.27.[2]	ṣaṣṭhī kaṇḍikā //85 //
11.7.1.[1]	'idaṃ kasāmbu' ityṛcā tānyasthīni gartasthitāni sarve gotriṇaḥ avekṣante /
11.7.1.[2]	kartā mantraṃ brūyāt //
11.7.2.[1]	'ye ca jīvāḥ' ityekā, 'ye te pūrve parāgatāḥ' ityekā iti dvābhyāṃ dvau carū sarpirmadhubhyāṃ pūrayitvābhimantrya śīrṣadeśe nidadhāti asthisamīpe //
11.7.3-4.[1]	'apūpavān' iti navabhirṛgbhiḥ paścimadiśi prabhṛti aṣṭau caravaḥ /
11.7.3-4.[2]	pratidiśaṃ nidadhāti /
11.7.3-4.[3]	ekaṃ madhye nidhāya tato'bhimantrayate /
11.7.3-4.[4]	pratimantraṃ kṣīrādipūrṇāḥ mantroktā apūpāpidhānāḥ sarve kartavyāḥ /
11.7.3-4.[5]	prasavyā dātavyāḥ //
11.7.5.[1]	'sahasradhāram' ityekā, 'śatadhāram' iti dve etābhiḥ śatacchidre sahasracchidre carupātramadhye nidhāyopari tata udakamabhimantrya tenodakenāplāvayatyasthīni //
11.7.6.[1]	'parṇo rājā' ityṛcā madhyamapalāśapatraiḥ śatacchidrasahasracchidrādi caravaśca sarvam ācchādayanti /
11.7.6.[2]	mantraṃ kartā brūyāt //
11.7.7.[1]	'ūrjo bhāgaḥ' ityṛcāśmabhiḥ pāṣāṇairvā iṣṭakābhirvā ācchādayati /
11.7.7.[2]	caravaśca gṛhavat cetavyāḥ //
11.7.8.[1]	'utte stabhnāmi' ityṛcā loṣṭena ca carumasthīni ca pūrayati nidhānakrameṇa //
11.7.9.[1]	'niḥśīyatāmagham' iti mantreṇa jīrṇavastramācchādayati /
11.7.9.[2]	darbhairavastīrya śmaśānamasthyupari dvitīyaṃ vastraṃ stṛṇāti //
11.7.10.[1]	'idamidvā' iti tisraḥ, 'upa sarpa' iti tisraḥ, 'asau hā iha te' iti dve etābhirṛgbhiḥ śmaśānaṃ pitṛgṛhaṃ śilābhirviṣamābhiḥ iṣṭakābhirvā prasavyaṃ cinvanti /
11.7.10.[2]	devagṛhe ca dakṣiṇaṃ dvāraṃ karoti /
11.7.10.[3]	kartānumantrayate //
11.7.11.[1]	'yathā yamāya' ityṛcā śmaśānaṃ ghnanti kuṭayanti /
11.7.11.[2]	sarvatra kartā mantram /
11.7.11.[3]	pitṛgṛhamuccaiḥ kṛtvā /
11.7.11.[4]	'unnataṃ svargakāmasya' iti śrutiḥ //
11.7.12.[1]	'śṛṇātvagham' iti mantreṇa śmaśānopari śarastambamādadhāti /
11.7.12.[2]	samūlamārdraṃ yathā vardhate //
11.7.13-14.[1]	tathā vikalpaḥ śarastambasya /
11.7.13-14.[2]	'antarhitamagham' iti mantreṇa kalmāṣāṇāṃ kāṣṭhānāmaṣṭāṅgulāṃ kaṭikāmabhimantrya grāmaśmaśānayorantardhānaṃ karoti //
11.7.15.[1]	kuśena prasavyaṃ triḥ pariṣicya kumbhān bhindanti /
11.7.15.[2]	paścimāyāṃ diśi sphoṭayanti //
11.7.16.[1]	'sameta viśve' ityanayā ṛcā sarve bāndhavāḥ aparasyāṃ śmaśānasraktyāṃ dhuvanānyupayacchanti /
11.7.16.[2]	'triḥ prasavyaṃ parikīrṇakeśāḥ pariyanti dakṣiṇānūrūnādhnānāḥ' iti dhuvanāni sarve bāndhavāḥ kurvanti //
11.7.17.[1]	tataḥ 'varcasā mām' iti dve 'vivasvānaḥ' ityādi 'indra kratuṃ naḥ' ityantam etaiḥ paścāt sthita upatiṣṭhante kartā gotriṇaśca //
11.7.18.[1]	'samindhate amartyam' iti dvābhyāmṛgbhyāṃ grāmamadhye yanmaṇḍapaṃ kṛtaṃ tat ānīya śmaśānapaścāddeśe prajvālayati dahati /
11.7.18.[2]	saṅkasukaśabdena yāmasārasvatān hutvā uttaraṃ jīvaśarade dakṣiṇaṃ yajjunaṃ tat saṅkasukaśabdenocyate /
11.7.18.[3]	taṃ jvālayati /
11.7.18.[4]	śmaśānacityasya karma samāptam /
11.7.18.[5]	anena vidhānenāsthicayanaṃ kuryāt /
11.7.18.[6]	putro vā gotriṇo vā idaṃ karma kārayati svargamicchatā //
11.7.19.[1]	'asmin vayam', 'yadripram', 'sīse mṛḍḍhvam' ityādi kravyācchamanena vyākhyātam //
11.7.20.[1]	sarve gotriṇaḥ //
11.7.21-22.[1]	dahanamapi śmaśānamucyate //
11.7.23-29.[1]	uttarato gartaḥ iti kravyācchamanaṃ ca kṛtvā /
11.7.23-29.[2]	tato 'yavīyaḥprathamāni karmāṇi prāṅmukhānāṃ yajñopavītināṃ dakṣiṇāvṛtām' /
11.7.23-29.[3]	athaiṣāṃ sapta śarkarāḥ pāṇiṣvāvapati ityādi sarvaṃ kuryāt /
11.7.23-29.[4]	'śāmyākīrādadhāti /
11.7.23-29.[5]	tāsāṃ dhūmaṃ bhakṣayanti' ityevamantaṃ sarvaṃ kurvanti gotriṇaḥ /
11.7.23-29.[6]	'vaivasvataṃ sthālīpākaṃ śrapayitvā' ityādi /
11.7.23-29.[7]	vṛṣabhadvayaṃ daśagavāvarārdhyā ācāryadakṣiṇā /
11.7.23-29.[8]	dvādaśarātraṃ kartā yamavratāntaṃ sarvaṃ bhavati //
11.7.30.[1]	prāpya gṛhān samāna ekaḥ piṇḍapitṛyajñaḥ kāryaḥ sarveṣāṃ gotriṇāṃ vidhānena /
11.7.30.[2]	tataḥ sāmāvāsyāyāṃ nidhānamamāvāsyāyāṃ kravyācchamanaṃ kuryāditi /
11.7.30.[3]	kecillaukike'pi piṇḍapitṛyajñaṃ kurvanti /
11.7.30.[4]	samāptaḥ pitṛmedhaḥ /
11.7.30.[5]	ekāgnyāhitāgnyorubhayoḥ pitṛmedha adhikāraḥ /
11.7.30.[6]	anteṣṭiḥ pātracayanaṃ deśāntaravidhānaṃ pitṛmedhaśca //
11.7.30.[7]	ekādaśe saptamī kaṇḍikā //86 //
11.8.1-2.[1]	amāvāsyāyāmaparāhṇe kuryāt //
11.8.3.[1]	vaiśvadevaṃ kṛtvā 'avyasaśca' iti japitvā 'mitrāvaruṇā pari māmadhātām' ityṛcā pāṇī prakṣālayate //
11.8.4.[1]	'varcasā mām' ityṛcācāmayati //
11.8.5.[1]	tataḥ tūṣṇīṃ punaḥ savyenācamanaṃ karoti /
11.8.5.[2]	tataḥ pitryupavītī bhūtvā vakṣyamāṇaṃ karma karoti /
11.8.5.[3]	paricārakāya praiṣaṃ dadāti //
11.8.6.[1]	ulūkhalamusalaṃ śūrpaṃ caruṃ kāṃsyapātramudakumbhaṃ darbhān vrīhīn samidhaḥ nekṣaṇādikamāhareti //
11.8.7-8.[1]	tataḥ yajñopavītī dakṣiṇapūrvamantardeśamabhimukhaḥ śūrpa ekapavitraṃ nidhāya tato nirvapati taṇḍulamuṣṭim /
11.8.7-8.[2]	'idamagnaye kavyavāhanāya' ityetairmantraistrīn adhomuṣṭīn nirvapati /
11.8.7-8.[3]	tataḥ pitryupavītī 'idamagnaye kavyavāhanāya' iti triḥ samprokṣaṇam //
11.8.9-11.[1]	tata ulūkhala opya triravahanti 'idaṃ vaḥ pitaro haviḥ' iti mantreṇa /
11.8.9-11.[2]	tataḥ śūrpeṇa niṣpavanam //
11.8.12.[1]	tatastaṇḍulaprakṣālanam /
11.8.12.[2]	'caruṃ prakṣālayādhiśraya' iti praiṣaḥ /
11.8.12.[3]	caroradhiśrayaṇam /
11.8.12.[4]	'apa opya' carorudakāsekaḥ /
11.8.12.[5]	'taṇḍulānāvapasva' taṇḍulāvapanam /
11.8.12.[6]	'pari tvāgne' ityṛcā paryagnikaraṇam /
11.8.12.[7]	nekṣaṇena triṣpradakṣiṇamudāyauti carum /
11.8.12.[8]	yathotpūtaṃ bhavati tathā kuryāt //
11.8.13.[1]	śirograhaṇaṃ na kuryāt //
11.8.14.[1]	agniśālāyā bāhyenopaniṣkramya yajñopavītī bhūtvā dakṣiṇapūrvamantardeśābhimukha 'udīratām' ityṛcā karṣūṃ khanati prādeśamātrīṃ tiryagaṅgurim //
11.8.15-16.[1]	'apahatā asurā rakṣāṃsi ye pitṛṣadaḥ' iti yajuṣā prāgdakṣiṇaṃ pāṃsūn udūhati //
11.8.17.[1]	karṣūṃ ca pāṇī ca prakṣālya tato nirvāpapavitraṃ gṛhītvā kāṃsyodakapātraṃ kalpayitvā karṣūmadhye ninayati 'etad vaḥ pitaraḥ pātram' iti mantreṇa //
11.8.18.[1]	tato madhye praviśya mastunā navanītena vā pratinīya carau prakṣipet /
11.8.18.[2]	dakṣiṇata udvāsayati //
11.8.19.[1]	dve kāṣṭhe gṛhītvā 'uśantaḥ' iti dvābhyāmṛgbhyāmādīpayati //
11.8.20-21.[1]	ekaṃ dīptakāṣṭhaṃ gṛhītvā 'ihaivaidhi' ityṛcā pāṃsūpari nidadhāti //
11.8.22.[1]	'ye nikhātāḥ' iti dve 'samindhate' ityekā, 'ye tātṛṣuḥ' ityekā, 'ye satyāsaḥ' ityekā etaiḥ pañcabhiḥ pañca samidha ādadhāti /
11.8.22.[2]	tataḥ //
11.8.23-24.[1]	paryukṣaṇīṃ barhiḥ udakumbhaṃ kāṃsyabhājanam /
11.8.23-24.[2]	darvim /
11.8.23-24.[3]	ājyam /
11.8.23-24.[4]	āyavanam /
11.8.23-24.[5]	carum /
11.8.23-24.[6]	vāsāṃsi /
11.8.23-24.[7]	āñjanam /
11.8.23-24.[8]	abhyañjanam /
11.8.23-24.[9]	etāni sarvāṇi pātrāṇi upasādya //
11.8.25-26.[1]	tataḥ pitryupavītī sakṛdācchinnaṃ barhirgṛhītvā vicṛtya sannahanaṃ dakṣiṇāparadeśe nirasyati tūṣṇīm //
11.8.27.[1]	barhirudakena samprokṣya 'barhiṣadaḥ pitaraḥ' ityṛcā, 'upahūtā naḥ pitaraḥ' ityṛcā 'agniṣvāttāḥ pitaraḥ' ityekā, 'ye naḥ pituḥ pitaraḥ' ityekā, 'ye'smākaṃ pitaraḥ' ityarddharcaḥ etābhirbarhiḥ stṛṇāti /
11.8.27.[2]	barhiṣi āvāhanaṃ karoti //
11.8.28.[1]	'ā yāta pitaraḥ' ityṛcā 'ācyā jānu' ityṛcā 'saṃ viśantu' ityṛcā etaiḥ tilān vikīrya //
11.8.29.[1]	'udīratām' iti tisṛbhirudapātrāṇi ekaikayarcā barhiṣi ninayati //
11.8.30-31.[1]	tato yajñopavītī 'ye dasyavaḥ' ityubhayata ādīptamulmukaṃ parihṛtya nirasyati /
11.8.30-31.[2]	paryukṣya //
11.8.30-31.[3]	ekādaśe aṣṭamī kaṇḍikā //87 //
11.9.1.[1]	'ye rūpāṇi' ityṛcājyaṃ sruveṇa juhoti /
11.9.1.[2]	tataḥ kumbhīpākamabhighārayati tūṣṇīm //
11.9.2.[1]	tataḥ 'agnaye kavyavāhanāya svadhā pitṛbhyaḥ' iti caruṃ juhoti //
11.9.3-4.[1]	'yamāya pitṛmate svadhā' iti tṛtīyām //
11.9.5.[1]	'yadvo agniḥ' iti sāyavanāṃstaṇḍulān juhoti //
11.9.6.[1]	'saṃ barhiḥ' ityṛcā sadarbhān taṇḍulān juhoti /
11.9.6.[2]	tataḥ paryukṣaṇam //
11.9.7.[1]	tataḥ pitryupavītī darvyoddharati bhājane //
11.9.8-10.[1]	'dyaurdarvirakṣitāparimitā' iti tribhiḥ /
11.9.8-10.[2]	pratimantramuddharaṇam //
11.9.11.[1]	tataḥ uddhṛtyājyena sannīya 'etatte pratatāmaha' iti tribhirṛgbhiḥ trīn piṇḍān saṃhitān nidadhāti barhiṣi //
11.9.12-13.[1]	'idamāśaṃsūnām' iti triḥ prasavyaṃ taṇḍulaiḥ parikirati //
11.9.14.[1]	'aṅdhvaṃ pitaraḥ' iti mantreṇa piñjūlīrāñjanaṃ ghṛtāktaṃ kṛtvā piṇḍeṣu nidadhāti //
11.9.15.[1]	'vaddhvaṃ pitaraḥ' iti sūtraṃ nidadhāti //
11.9.16.[1]	'añjate vyañjate' ityṛcā ghṛtenābhighārayati //
11.9.17.[1]	'ye ca jīvāḥ' iti ghṛtenābhighārayati piṇḍān /
11.9.17.[2]	'ye te pūrve parāgatāḥ' ityṛcā piṇḍopari dhārāṃ ninayati //
11.9.18.[1]	'atra pitaraḥ' iti pratipiṇḍaṃ japati //
11.9.19.[1]	'atra patnyaḥ' iti patnīpiṇḍe japati //
11.9.20.[1]	yo'sāvantaragnirbhavati taṃ pradakṣiṇamavekṣya trīn prāṇāyāmān kuryāt //
11.9.21-22.[1]	punaḥ 'amīmadanta' iti piṇḍeṣūpatiṣṭhate //
11.9.23.[1]	'āpo agnim' ityṛcā adbhiragnimavasicya
11.9.24.[1]	'putraṃ pautram' ityṛcā 'ācāmata mama pratatāmahāstatāmahāstatāḥ sapatnīkāstṛpyantvācāmantu' iti bhājanaṃ prakṣālya tena piṇḍopari savyaṃ pariṣicya //
11.9.25.[1]	'vīrān me pratatāmahā' iti piṇḍānupatiṣṭhate //
11.9.26-27.[1]	'akṣannamīmadanta' ityṛcā uttarasicamavakuryāt //
11.9.28.[1]	'parā yāta' ityṛcā pitṝn visarjayet //
11.9.29.[1]	tataḥ yajñopavītī //
11.9.29.[2]	ekādaśe navamī kaṇḍikā //88 //
11.10.1.[1]	'yanna idam' iti 'mano nvā hvāmahe' iti sūktaṃ hṛdayamanvālabhya japet //
11.10.2-6.[1]	'ā dhatta pitaraḥ' iti sūktena madhyamapiṇḍaṃ patnyai putrakāmāyai prayacchati prāśanārtham //
11.10.7.[1]	pituḥ piṇḍaṃ dvitīyāpatnyai prayacchati tenaiva mantreṇa //
11.10.8.[1]	prāgratamaṃ piṇḍaṃ śrotriyāya dadāti //
11.10.9-10.[1]	'arvācyupasaṅkrame' ityṛcā paścimataṇḍulān dāsyai prayacchati //
11.10.11.[1]	paryukṣaṇīṃ samidhaścādāya 'mā pra gāma' iti dvābhyāṃ japitvā gṛhe vrajati /
11.10.11.[2]	tata 'ūrjaṃ bibhrat' iti ṣaïbhirgṛhānupatiṣṭhate //
11.10.12.[1]	'ramadhvaṃ mā bibhītana' iti sūktenopatiṣṭhate //
11.10.13.[1]	tato'gnihotraśālāyāṃ praviśya dakṣiṇāgnau samidha ādadhāti pratyṛcaṃ 'ayaṃ no agniḥ' iti dve, 'tvamagne' ityekā 'ā tvāgne' ityekā etaiḥ samidha ādadhāti //
11.10.14.[1]	'abhūd dūtaḥ' ityṛcāgniṃ pratyānayati //
11.10.15-16.[1]	gṛhyeṣvanāhitāgnerhomaḥ //
11.10.17-18.[1]	'idaṃ cinme kṛtamasti' iti mantreṇāgnimupatiṣṭhate /
11.10.17-18.[2]	'yasmāt kośāt' iti /
11.10.17-18.[3]	piṇḍapitṛyajñaḥ samāptaḥ //
11.10.17-18.[4]	pratipattyarthaṃ śarīrasya pitṛmedhasya karmaṇaḥ /
11.10.17-18.[5]	vidhirekādaśe sārdhaṃ pitṛyajñasya kīrtitaḥ //
11.10.17-18.[6]	ekādaśe daśamī kaṇḍikā //89 //
12.1.0.[1]	atha madhuparka ucyate /
12.1.0.[2]	ācārye gahamāgate idaṃ karma karoti //
12.1.1.[1]	dātā vadati /
12.1.1.[2]	madhuparkamāhārayiṣyanniti /
12.1.1.[3]	tata ācāryo vadati /
12.1.1.[4]	darbhānāhārayeti /
12.1.1.[5]	punardātā vadati //
12.1.2.[1]	atha viṣṭarān kuru /
12.1.2.[2]	tata ācāryo viṣṭarān karoti mantreṇa //
12.1.3.[1]	ekaśākhaṃ dviśākhaṃ triśākhaṃ ceti viṣṭaratrayaṃ karoti //
12.1.4-6.[1]	'ṛtena tvā' iti sannahanam /
12.1.4-6.[2]	madhyadeśe granthiṃ karoti /
12.1.4-6.[3]	'atisṛṣṭo dveṣṭā' iti mantreṇa viṣṭarān karoti /
12.1.4-6.[4]	prativiṣṭaraṃ mantrāvṛttiḥ //
12.1.7.[1]	viṣṭarān kṛtvā 'asya ca dātuḥ' iti dātāramīkṣate //
12.1.8.[1]	athodakamānayati /
12.1.8.[2]	tato dātā kurute 'pādyaṃ bho' iti //
12.1.9.[1]	'hiraṇyavarṇāḥ' iti sūktaṃ japitvā punaḥ ācārya udakamabhimantrayate /
12.1.9.[2]	'mayi brahma ca' iti mantreṇa svayaṃ dakṣiṇaṃ pādaṃ prakṣālayati //
12.1.10.[1]	'mayi kṣatraṃ ca' iti savyaṃ prakṣālayati //
12.1.11.[1]	tataḥ svapādāvabhimantrayate /
12.1.11.[2]	'imau pādāvavaniktau' ityṛcā ācāryaḥ //
12.1.12-15.[1]	'vimṛgvarīm' iti mantreṇa dviśākhaṃ viṣṭaramāsane nidadhāti /
12.1.12-15.[2]	ekaśākhaṃ pādayornidadhāti /
12.1.12-15.[3]	viṣṭare pādau pratiṣṭhāpya 'adhiṣṭhito dveṣṭā' iti mantreṇa //
12.1.16-19.[1]	'annānāṃ mukhamasi' iti mantreṇa puṣpākṣatodapātramabhimantrya ācāryahaste ninayati tūṣṇīm //
12.1.20-22.[1]	tata ācārya ācamanaṃ karoti /
12.1.20-22.[2]	kārāpayati 'jīvā stha' iti sūktena //
12.1.20-22.[3]	athāsmai madhuparkaṃ vedayante /
12.1.20-22.[4]	tato dātā vadati
12.1.23.[1]	triśākhaṃ madhuparkāya //
12.2.1.[1]	'madhu vātā ṛtāyate' ityetābhirevābhimantraṇam /
12.2.1.[2]	tathā pratimantraṇam /
12.2.1.[3]	ācāryaḥ pratimantraṇaṃ karoti //
12.2.2.[1]	'sūryasya tvā' iti mantreṇa madhuparkaṃ pratīkṣate //
12.2.3.[1]	'ayuto'haṃ', 'devasya tvā' iti dvābhyāṃ pratigṛhṇāti /
12.2.3.[2]	sanmukhaṃ prāgdaṇḍaṃ nidadhāti //
12.2.4-5.[1]	'pṛthivyāstvā' iti mantreṇa bhūmau pratiṣṭhāpya tataḥ pūrvābhimukho bhūtvā madhuparkaṃ prāśnāti bhojanavat /
12.2.4-5.[2]	prāṅmukho'nnāni bhuñjīta /
12.2.4-5.[3]	dvābhyāmaṅgulībhyāṃ pradakṣiṇamācālyānāmikāṅgulyāṅguṣṭhena ca saṅgṛhya prāśnāti //
12.2.6-16.[1]	'om bhūstatsavituḥ' ityekādaśa mantrāḥ /
12.2.6-16.[2]	pratimantraṃ prāśnāti //
12.2.17.[1]	tūṣṇīṃ dvādaśaṃ prāśnāti //
12.2.18-20.[1]	anyasya vā /
12.2.18-20.[2]	dvādaśe'dhyāye dvitīyā kaṇḍikā //91 //
12.3.1-11.[1]	'dadhi ca' ityādi navavidhaṃ madhuparkaṃ jānīyāt //
12.3.1-11.[2]	athāsmai gāṃ vedayante /
12.3.1-11.[3]	dātā brūte
