#Text:Kauśikasūtra
#Edition:Bloomfield (DCS version)



1.1.1	atha vidhiṃ vakṣyāmaḥ
13.28.9	uttarārdhe saṃsthāpya vāstoṣpatyair juhuyāt
13.28.10	avadīrṇe saṃpātān ānīya saṃsthāpya homān
13.28.11	avadīrṇaṃ śāntyudakena saṃprokṣya
13.28.12	tā eva brāhmaṇo dadyāt
13.28.13	sīraṃ vaiśyo 'śvaṃ prādeśiko grāmavaraṃ rājā
13.28.14	sā tatra prāyaścittiḥ
13.29.1	atha yatraitad anudaka udakonmīlo bhavatīty apāṃ sūktair juhuyāt
13.29.2	sā tatra prāyaścittiḥ
13.30.1	atha yatraitat tilāḥ samatailā bhavanti tatra juhuyāt
13.30.2	anūnāya svāhā / akṣitāya svāhā / aparimitāya svāhā / paripūrṇāya svāhā
13.30.3	sa yaṃ dviṣyāt tasyāśāyāṃ lohitaṃ te prasiñcāmīti dakṣiṇāmukhaḥ prasiñcet
13.31.1	atha yatraitad vapāṃ vā havīṃṣi vā vayāṃsi dvipadacatuṣpadaṃ vābhimṛśyāvagaccheyur ye agnayo namo devavadhebhya ity etābhyāṃ sūktābhyāṃ juhuyāt
13.31.2	sā tatra prāyaścittiḥ
13.32.1	atha yatraitat kumārasya kumāryā vā dvāvāvartau mūrdhanyau bhavataḥ savyāvṛd eko deśāvartas tatra juhuyāt
13.32.2	tvaṣṭā rūpāṇi bahudhā vikurvañ janayan prajā bahudhā viśvarūpāḥ / sa me karotv aviparītam asmān anupūrvaṃ kalpayatām ihaiva / tvaṣṭre svāhā
13.32.3	antar garbheṣu bahudhā saṃtanoti janayan prajā bahudhā viśvarūpāḥ / sa me karotv aviparītam asmān anupūrvaṃ kalpayatām ihaiva / tvaṣṭre svāhā
13.32.4	yady unmṛṣṭaṃ yadi vābhimṛṣṭaṃ tiraścīnartha uta marmṛjante / śivaṃ tad devaḥ savitā kṛṇotu prajāpatiḥ prajābhiḥ saṃvidānaḥ / tvaṣṭre svāhā
13.32.5	savyāvṛttāny uta yā viśvarūpā pratyagvṛttāny uta yā te paruṣaḥ / tāny asya deva bahudhā bahūni syonāni śagmāni śivāni santu / tvaṣṭre svāhā
13.32.6	tvaṣṭā me daivyaṃ vaca ity etena sūktena juhuyāt
13.32.7	sā tatra prāyaścittiḥ
13.33.1	atha yatraitad yūpo virohati tatra juhuyāt
13.33.2	yūpo virohañchataśākho adhvaraḥ samāvṛto mohayiṣyan yajamānasya lokān / vedābhigupto brahmaṇā parivṛto 'tharvabhiḥ śāntaḥ sukṛtām etu lokān / yūpo hy arukṣad dviṣatāṃ vadhāya na me yajño yajamānaś ca riṣyāt / saptarṣīṇāṃ sukṛtāṃ yatra lokas tatremaṃ yajñaṃ yajamānaṃ ca dhehi / vanaspate svāheti hutvā
13.33.3	vanaspatiḥ saha devair na āgann iti juhuyāt
13.33.4	sā tatra prāyaścittiḥ
13.34.1	atha yatraitad divolkā patati tad ayogakṣemāśaṅkaṃ bhavatyavṛṣṭyāśaṅkaṃ vā
13.34.2	tatra rājā bhūmipatir vidvāṃsaṃ brahmāṇaṃ vṛṇīyāt
13.34.3	sa vṛto 'raṇyasyārdham abhivrajya tatra dvādaśarātram anuśuṣyet
13.34.4	sa khalu pūrvaṃ navarātram āraṇyaśākamūlaphalabhakṣaś cāthottaraṃ trirātraṃ nānyad udakāt
13.34.5	śvobhūte sapta dhenava upakﾱptā bhavanti śvetā kṛṣṇā rohiṇī nīlā pāṭalā surūpā bahurūpā saptamī
13.34.6	tāsām etad dvādaśarātraṃ saṃdugdhaṃ navanītaṃ nidadhāti
13.34.7	dvādaśyāḥ prātar yatraivāsau patitā bhavati tata uttaram agnim upasamādhāya
13.34.8	parisamūhya paryukṣya paristīrya barhiḥ
13.34.9	athāmuṃ navanītaṃ sauvarṇe pātre vilāpya sauvarṇena sruveṇa rakṣoghnaiś ca sūktair yām āhus tārakaiṣā vikeśītyetena sūktenājyaṃ juhvan
13.34.10	avapatite saṃpātān ānīya saṃsthāpya homān
13.34.11	avapatitaṃ śāntyudakena saṃprokṣya
13.34.12	tā eva brāhmaṇo dadyāt
13.34.13	sīraṃ vaiśyo 'śvaṃ prādeśiko grāmavaraṃ rājā
13.34.14	sā tatra prāyaścittiḥ
13.35.1	atha yatraitad dhūmaketuḥ saptarṣīn upadhūpayati tad ayogakṣemāśaṅkam ity uktam
13.35.2	pañca paśavas tāyante vāruṇaḥ kṛṣṇo gaur vājo vāvir vā harir vāyavyo bahurūpo diśyo mārutī meṣyāgneyaḥ prājāpatyaś ca kṣīraudano 'pāṃnaptra udraḥ
13.35.3	uteyaṃ bhūmir iti trir varuṇam abhiṣṭūya
13.35.4	apsu te rājann iti catasṛbhir vāruṇasya juhuyāt
13.35.5	vāyav ārundhi no mṛgān asmabhyaṃ mṛgayadbhyaḥ / sa no nediṣṭham ākṛdhi vāto hi raśanākṛta iti vāyavyasya
13.35.6	āśānām iti diśyasya
13.35.7	prati tyaṃ cārum adhvaraṃ gopīthāya prahūyase / marudbhir agna āgahīti mārutasya
13.35.8	apām agnir ity āgneyasya
13.35.9	prajāpatiḥ salilād iti prājāpatyasya
13.35.10	apāṃ sūktair hiraṇyaśakalena sahodram apsu praveśayet
13.35.11	pra haiva varṣati
13.35.12	sarvasvaṃ tatra dakṣiṇā
13.35.13	tasya niṣkrayo yathārhaṃ yathāsaṃpad vā
13.36.1	atha yatraitannakṣatrāṇi patāpatānīva bhavanti tatra juhuyāt
13.36.2	yan nakṣatraṃ patati jātavedaḥ somena rājñeṣiraṃ purastāt / tasmān mām agne paripāhi ghorāt pra ṇo jāyantāṃ mithunāni rūpaśaḥ / indrāgnibhyāṃ svāheti hutvā
13.36.3	somo rājā savitā ca rājety etena sūktena juhuyāt
13.36.4	somo rājā savitā ca rājā bhuvo rājā bhuvanaṃ ca rājā / śarvo rājā śarma ca rājā ta u naḥ śarma yacchantu devāḥ / ādityair no bṛhaspatir bhagaḥ somena naḥ saha / viśve devā urv antarikṣaṃ ta u naḥ śarma yacchantu devāḥ / utāvidvān niṣkṛdayāthosraghnī yathāyatham / mā no viśve devā maruto hetim icchata
13.36.5	rukmaṃ kartre dadyāt
13.36.6	sā tatra prāyaścittiḥ
13.37.1	atha yatraitanmāṃsamukho nipatati tatra juhuyāt
13.37.2	ghoro vajro devasṛṣṭo na āgan yad vā gṛhān ghoram utājagāma / tannirjagāma haviṣā ghṛtena śaṃ no astu dvipade śaṃ catuṣpade / rudrāya svāheti hutvā
13.37.3	bhavāśarvau mṛḍataṃ mābhiyātam ity etena sūktena juhuyāt
13.37.4	sā tatra prāyaścittiḥ
13.38.1	atha yatraitad anagnāvavabhāso bhavati tatra juhuyāt
13.38.2	yā te 'vadīptir avarūpā jātavedo 'peto rakṣasāṃ bhāga eṣaḥ / rakṣāṃsi tayā daha jātavedo yā naḥ prajāṃ manuṣyāṃ saṃsṛjante / agnaye svāheti hutvā
13.38.3	agnī rakṣāṃsi sedhatīti prāyaścittiḥ
13.39.1	atha yatraitad agniḥ śvasatīva tatra juhuyāt
13.39.2	śvetā kṛṣṇā rohiṇī jātavedo yās te tanūs tiraścīnā nirdahantīḥ śvasantīḥ / rakṣāṃsi tābhir daha jātavedo yā naḥ prajāṃ manuṣyāṃ saṃsṛjante / agnaye svāheti hutvā
13.39.3	agnī rakṣāṃsi sedhatīti prāyaścittiḥ
13.40.1	atha yatraitat sarpir vā tailaṃ vā madhu vā viṣyandati yad yāmaṃ cakrur nikhananta ity etena sūktena juhuyāt
13.40.2	sā tatra prāyaścittiḥ
13.41.1	atha yatraitad grāmyo 'gniḥ śālāṃ dahaty apamityam apratīttaṃ ity etais tribhiḥ sūktair maiśradhānyasya pūrṇāñjaliṃ hutvā
13.41.2	mamobhā mitrāvaruṇā mahyam āpo madhumad erayantām ity etābhyāṃ sūktābhyāṃ juhuyāt
13.41.3	mamobhā mitrāvaruṇā mamobhendrābṛhaspatī / mama viṣṇuś ca somaś ca mamaiva maruto bhavan / mamobhe dyāvāpṛthivī antarikṣaṃ svar mama / mama gāvo mamāśvā mamājāś cāvayaś ca mamaiva puruṣā bhavan / iti
13.41.4	araṇī pratāpya sthaṇḍilaṃ parimṛjya
13.41.5	athāgniṃ janayet
13.41.6	ita eva prathamaṃ jajñe agnir ābhyo yonibhyo adhi jātavedāḥ / sa gāyatryā triṣṭubhā jagatyānuṣṭubhā devo devebhyo havyaṃ vahatu prajānann iti janitvā
13.41.7	bhavataṃ naḥ samanasau samokasāv ity etena sūktena juhuyāt
13.41.8	sā tatra prāyaścittiḥ
13.42.1	atha ced āgantur dahatyevam eva kuryāt
13.42.2	sā tatra prāyaścittiḥ
13.43.1	atha yatraitad vaṃśa sphoṭati kapāle 'ṅgārā bhavantyudapātraṃ barhir ājyaṃ tad ādāya
13.43.2	śālāyāḥ pṛṣṭham upasarpati
13.43.3	tatrāṅgārān vā kapālaṃ vopanidadhāty ā saṃtapanāt
13.43.4	prāñcam idhmam upasamādhāya
13.43.5	parisamuhya paryukṣya paristīrya barhir udapātram upasādya
13.43.6	paricaraṇenājyaṃ paricarya
13.43.7	nityān purastāddhomān hutvājyabhāgau ca
13.43.8	atha juhoti
13.43.9	asau vai nāma te mātāsau vai nāma te pitā / asau vai nāma te dūtaḥ svavaṃśam adhitiṣṭhati / uttamarātrī nāma mṛtyo te mātā tasya te antakaḥ pitā / samaṃdadhānas te dūtaḥ svavaṃśam adhitiṣṭhati / bahavo 'sya pāśā vitatāḥ pṛthivyām asaṃkhyeyā aparyantā anantāḥ / yābhir vaṃśān abhinidadhāti prāṇināṃ yān kāṃścemān prāṇabhṛtāṃ jighāṃsan / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśaṃ mṛtyave svāhā / bṛhaspatir āṅgiraso brahmaṇaḥ putro viśve devāḥ pradadur viśvam ejat / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśaṃ bṛhaspataya āṅgirasāya svāhā / yasya te 'nnaṃ na kṣīyate bhūya evopajāyate / yasmai bhūtaṃ ca bhavyaṃ ca sarvam etat pratiṣṭhitam / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśam indrāya svāhā / mukhaṃ devānām iha yo babhūva yo jānāti vayunānāṃ samīpe / yasmai hutaṃ devatā bhakṣayanti vāyunetraḥ supraṇītiḥ sunītiḥ / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśam agnaye svāhā / yaḥ pṛthivyāṃ cyāvayann eti vṛkṣān prabhañjanena rathena saha saṃvidānaḥ / rasān gandhān bhāvayann eti devo mātariśvā bhūtabhavyasya kartā / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśaṃ vāyave svāhā / brahmacārī carati brahmacaryam ṛcaṃ gāthāṃ brahma paraṃ jigāṃsan / taṃ vighnā anupariyanti sarve ye antarikṣe ye ca divi śritāsaḥ / taṃ viśo anuparyanti sarvāḥ karmāṇi loke parimohayanti / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśam ādityāya svāhā / yo nakṣatraiḥ sarathaṃ yāti devaḥ saṃsiddhena rathena saha saṃvidānaḥ / rūpaṃ rūpaṃ kṛṇvānaś citrabhānuḥ subhānuḥ / sa imaṃ dūtaṃ nudatu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśaṃ candrāya svāhā / oṣadhayaḥ somarājñīr yaśasvinīḥ / tā imaṃ dūtaṃ nudantu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśam oṣadhībhyaḥ somarājñībhyaḥ svāhā / oṣadhayo varuṇarājñīr yaśasvinīḥ / tā imaṃ dūtaṃ nudantu vaṃśapṛṣṭhāt sa me gacchatu dviṣato niveśam oṣadhībhyo varuṇarājñībhyaḥ svāhā / aṣṭasthūṇo daśapakṣo yadṛcchajo vanaspate / putrāṃś caiva paśūṃś cābhirakṣa vanaspate / yo vanaspatīnām upatāpo babhūva yad vā gṛhān ghoram utājagāma tan nirjagāma haviṣā ghṛtena śaṃ no astu dvipade śaṃ catuṣpade / yo vanaspatīnām upatāpo na āgād yad vā yajñaṃ no 'dbhutam ājagāma / sarvaṃ tad agne hutam astu bhāgaśaḥ śivān vayam uttaremābhi vājān / tvaṣṭre svāheti hutvā
13.43.10	tvaṣṭā me daivyaṃ vaca ity atrodapātraṃ ninayati
13.43.11	kapāle 'gniṃ cādāyopasarpati
13.43.12	sā tatra prāyaścittiḥ
13.44.1	atha yatraitat kumbhodadhānaḥ saktudhānī vokhā vāniṅgitā vikasati tatra juhuyāt
13.44.2	bhūmir bhūmim agān mātā mātaram apyagāt / ṛdhyāsma putraiḥ paśubhir yo no dveṣṭi sa bhidyatām iti
13.44.3	sadasi san me bhūyād iti saktūn āvapate
13.44.4	atha ced odanasyānnam asy annaṃ me dehy annaṃ mā mā hiṃsīr iti triḥ prāśya
13.44.5	atha yathākāmaṃ prāśnīyāt
13.44.6	atha ced udadhānaḥ syāt samudraṃ vaḥ prahiṇomīty etābhyām abhimantrya
13.44.7	anyaṃ kṛtvā dhruvābhyāṃ dṛṃhayitvā
13.44.8	tatra hiraṇyavarṇā ity udakam āsecayet
13.44.9	sa khalveteṣu karmasu sarvatra śāntyudakaṃ kṛtvā sarvatra cātanānyanuyojayenmātṛnāmāni ca
13.44.10	sarvatra varāṃ dhenuṃ kartre dadyāt
13.44.11	sarvatra kaṃsavasanaṃ gaur dakṣiṇā
13.44.12	brāhmaṇān bhaktenopepsanti
13.44.13	yathoddiṣṭaṃ cādiṣṭāsviti prāyaścittiḥ prāyaścittiḥ
14.1.1	yathāvitānaṃ yajñavāstv adhyavaset
14.1.2	vedir yajñasyāgner uttaravediḥ
14.1.3	ubhe prāgāyate kiṃcidprathīyasyau paścād udyatatare
14.1.4	apṛthusaṃmitāṃ vediṃ vidadhyāt
14.1.5	ṣaṭśamīṃ prāgāyatāṃ catuḥśamīṃ śroṇyām
14.1.6	trīn madhye ardhacaturthān agrataḥ
14.1.7	trayāṇāṃ purastād uttaravediṃ vidadhyāt
14.1.8	dviḥśamīṃ prāgāyatām ṛjvīm adhyardhaśamīṃ śroṇyām
14.1.9	grīṣmas te bhūma ity upasthāya
14.1.10	vi mimīṣva payasvatīm iti mimānam anumantrayate
14.1.11	bṛhaspate pari gṛhāṇa vediṃ sugā vo devāḥ sadanāni santu / asyāṃ barhiḥ prathatāṃ sādhv antarahiṃsrā ṇaḥ pṛthivī devy astv iti parigṛhṇāti
14.1.12	yat te bhūma iti vikhanati
14.1.13	yat te ūnam iti saṃvapati
14.1.14	tvam asy āvapanī janānām iti tataḥ pāṃsūn anyatodāhārya
14.1.15	bṛhaspate pari gṛhāṇa vedim ity uttaravedim opyamānāṃ parigṛhṇāti
14.1.16	asaṃbādhaṃ badhyato mānavānām iti prathayati
14.1.17	yasyāś catasraḥ pradiśaḥ pṛthivyā iti caturasrāṃ karoti
14.1.18	devasya tvā savituḥ prasave aśvinor bāhubhyāṃ pūṣṇo hastābhyām ā dada iti lekhanam ādāya yatrāgniṃ nidhāsyan bhavati tatra lakṣaṇaṃ karoti
14.1.19	indraḥ sītāṃ ni gṛhṇātv iti dakṣiṇata ārabhyottarata ālikhati
14.1.20	prācīm āvṛtya dakṣiṇataḥ prācīm
14.1.21	aparās tisro madhye
14.1.22	tasyāṃ vrīhiyavāv opya
14.1.23	varṣeṇa bhūmiḥ pṛthivī vṛtāvṛtety adbhiḥ samprokṣya
14.1.24	yasyām annaṃ vrīhiyavāv iti bhūmiṃ namaskṛtya
14.1.25	athāgniṃ praṇayet / tvām agne bhṛgavo nayantām aṅgirasaḥ sadanaṃ śreya ehi / viśvakarmā pura etu prajānan dhiṣṇyaṃ panthām anu te diśāmeti
14.1.26	bhadraśreyaḥsvastyā vā
14.1.27	agne prehīti vā
14.1.28	viśvaṃbharā vasudhānī pratiṣṭheti lakṣaṇe pratiṣṭhāpya
14.1.29	athedhmam upasamādadhāti
14.1.30	agnir bhūmyām oṣadhīṣv agnir diva ā tapaty agnivāsāḥ pṛthivy asitajñūr etam idhmaṃ samāhitaṃ juṣāṇo 'smai kṣatrāṇi dhārayantam agna iti pañcabhi staraṇam
14.1.31	ata ūrdhvaṃ barhiṣaḥ
14.1.32	tvaṃ bhūmim aty eṣy ojaseti darbhān samprokṣya
14.1.33	ṛṣīṇāṃ prastaro 'sīti dakṣiṇato 'gner brahmāsanaṃ nidadhāti
14.1.34	purastād agner udak saṃstṛṇāti
14.1.35	tathā pratyak
14.1.36	pradakṣiṇaṃ barhiṣāṃ mūlāni chādayantottarasyā vediśroṇeḥ pūrvottarataḥ saṃsthāpya
14.1.37	ahe daidhiṣavyod atas tiṣṭhāny asya sadane sīda yo 'smat pākatara iti brahmāsanam anvīkṣate
14.1.38	nirastaḥ parāgvasuḥ saha pāpmanā nirastaḥ so 'stu yo 'smān dveṣṭi yaṃ ca vayaṃ dviṣma iti dakṣiṇā tṛṇaṃ nirasyati
14.1.39	tad anvālabhya japatīdam aham arvāgvasoḥ sadane sīdāmy ṛtasya sadane sīdāmi satyasya sadane sīdāmīṣṭasya sadane sīdāmi pūrtasya sadane sīdāmi māmṛṣad eva barhiḥ svāsasthaṃ tvādhyāsadeyam ūrṇamradam anabhiśokam
14.1.40	vimṛgvarīm ity upaviśyāsanīyaṃ brahmajapaṃ japati bṛhaspatir brahmā brahmasadana āsiṣyate bṛhaspate yajñaṃ gopāya yad ud udvata un nivataḥ śakeyam
14.1.41	pātaṃ mā dyāvāpṛthivī aghān na iti dyāvāpṛthivyau samīkṣate
14.1.42	savitā prasavānām iti karmaṇi karmaṇy abhito 'bhyātānair ājyaṃ juhuyāt
14.1.43	vyākhyātaṃ sarvapākayajñiyaṃ tantram
14.2.1	aṣṭakāyām aṣṭakāhomāñ juhuyāt
14.2.2	tasyā havīṃṣi dhānāḥ karambhaḥ śaṣkulyaḥ puroḍāśa udaudanaḥ kṣīraudanas tilaudano yathopapādipaśuḥ
14.2.3	sarveṣāṃ haviṣāṃ samuddhṛtya
14.2.4	darvyā juhuyāt prathamā ha vy uvāsa seti pañcabhiḥ
14.2.5	āyam agan saṃvatsara iti catasṛbhir vijñāyate
14.2.6	ṛtubhyas tveti vigrāham aṣṭau
14.2.7	indraputra ity aṣṭādaśīm
14.2.8	ahorātrābhyām ity ūnaviṃśīm
14.2.9	paśāv upapadyamāne dakṣiṇaṃ bāhuṃ nirlomaṃ sacarmaṃ sakhuraṃ prakṣālya
14.2.10	iḍāyās padam iti dvābhyāṃ viṃśīm
14.2.11	anupadyamāna ājyaṃ juhuyāt
14.2.12	haviṣāṃ darviṃ pūrayitvā pūrṇā darva iti sadarvīm ekaviṃśīm
14.2.13	ekaviṃśatisaṃstho yajño vijñāyate
14.2.14	sarvā eva yajñatanūr avarunddhe sarvā evāsya yajñatanūḥ pitaram upajīvanti ya evam aṣṭakām upaiti
14.2.15	na darvihome na hastahome na pūrṇahome tantraṃ kriyetety eke
14.2.16	aṣṭakāyāṃ kriyetetīṣuphālimāṭharau
14.3.1	abhijiti śiṣyān upanīya śvo bhūte saṃbhārān saṃbharati
14.3.2	dadhisaktūn pālāśaṃ daṇḍam ahate vasane śuddham ājyaṃ śāntā oṣadhīr navam udakumbham
14.3.3	bāhyataḥ śāntavṛkṣasyedhmaṃ prāñcam upasamādhāya
14.3.4	parisamuhya paryukṣya paristīrya barhir udapātram upasādya paricaraṇenājyaṃ paricarya
14.3.5	nityān purastāddhomān hutvājyabhāgau ca
14.3.6	paścād agner dadhisaktūñ juhotyagnaye brahmaprajāpatibhyāṃ bhṛgvaṅgirobhya uśanase kāvyāya
14.3.7	tato 'bhayair aparājitair gaṇakarmabhir viśvakarmabhir āyuṣyaiḥ svastyayanair ājyaṃ juhuyāt
14.3.8	mā no devā ahir vadhīd arasasya śarkoṭasyendrasya prathamo ratho yas te sarpo vṛścikas tṛṣṭadaṃśmā namas te astu vidyuta āre 'sāv asmad astu yas te pṛthu stanayitnur iti saṃsthāpya homān
14.3.9	pratiṣṭhāpya sruvaṃ dadhisaktūn prāśyācamyodakam upasamārabhante
14.3.10	avyacasaś ceti japitvā sāvitrīṃ brahma jajñānam ity ekāṃ triṣaptīyaṃ ca paccho vācayet
14.3.11	śeṣam anuvākasya japanti
14.3.12	yo yo bhogaḥ kartavyo bhavati taṃ taṃ kurvate
14.3.13	sa khalv etaṃ pakṣam apakṣīyamāṇaḥ pakṣam adhīyāna upaśrāmyetā darśāt
14.3.14	dṛṣṭe candramasi phalgunīṣu dvayān rasān upasādayati
14.3.15	viśve devā ahaṃ rudrebhiḥ siṃhe vyāghre yaśo havir yaśasaṃ mendro girāv arāgarāṭeṣu yathā somaḥ prātaḥsavane yac ca varco akṣeṣu yena mahānaghnyā jaghanaṃ svāhety agnau hutvā
14.3.16	raseṣu saṃpātān ānīya saṃsthāpya homān
14.3.17	tata etān prāśayati rasān madhu ghṛtāñchiṣyān
14.3.18	yo yo bhogaḥ kartavyo bhavati taṃ taṃ kurvate
14.3.19	nānyata āgatāñ śiṣyān parigṛhṇīyāt parasaṃdīkṣitatvāt
14.3.20	trirātronāṃścaturo māsāñchiṣyebhyaḥ prabrūyād ardhapañcamān vā
14.3.21	pādaṃ pūrvarātre 'dhīyānaḥ pādam apararātre madhyarātre svapan
14.3.22	abhuktvā pūrvarātre 'dhīyāna ity eke
14.3.23	yathāśaktyapararātre duṣparimāṇo ha pādaḥ
14.3.24	pauṣasyāparapakṣe trirātraṃ nādhīyīta
14.3.25	tṛtīyasyāḥ prātaḥ samāsaṃ saṃdiśya yasmāt kośād ity antaḥ
14.3.26	yasmāt kośād udabharāma vedaṃ tasminn antar ava dadhma enam / adhītam iṣṭaṃ brahmaṇo vīryeṇa tena mā devās tapasāvateheti
14.3.27	yo yo bhogaḥ kartavyo bhavati taṃ taṃ kurvate
14.3.28	ye parimokṣaṃ kāmayante te parimucyante
14.4.1	atha rājñām indramahasyopācārakalpaṃ vyākhyāsyāmaḥ
14.4.2	proṣṭhapade śuklapakṣe 'śvayuje vāṣṭamyāṃ praveśaḥ
14.4.3	śravaṇenotthāpanam
14.4.4	saṃbhṛteṣu saṃbhāreṣu brahmā rājā cobhau snātāvahatavasanau surabhiṇau vratavantau karmaṇyāv upavasataḥ
14.4.5	śvo bhūte śaṃ no devyāḥ pādair ardharcābhyām ṛcā ṣaṭkṛtvodakam ācāmataḥ
14.4.6	arvāñcam indraṃ trātāram indraḥ sutrāmety ājyaṃ hutvā
14.4.7	athendram utthāpayanti
14.4.8	ā tvāhārṣaṃ dhruvā dyaur viśas tvā sarvā vāñchantv iti sarvato 'pramattā dhārayeran
14.4.9	adbhutaṃ hi vimānotthitam upatiṣṭhante
14.4.10	abhibhūr yajña ity etais tribhiḥ sūktair anvārabdhe rājani pūrṇahomaṃ juhuyāt
14.4.11	atha paśūnām upācāram
14.4.12	indradevatāḥ syuḥ
14.4.13	ye rājño bhṛtyāḥ syuḥ sarve dīkṣitā brahmacāriṇaḥ syuḥ
14.4.14	indraṃ copasadya yajeraṃs trirātraṃ pañcarātraṃ vā
14.4.15	trir ayanam ahnām upatiṣṭhante haviṣā ca yajante
14.4.16	āvṛta indram aham iti
14.4.17	indra kṣatram iti haviṣo hutvā brāhmaṇān paricareyuḥ
14.4.18	na saṃsthitahomāñ juhuyād ity āhur ācāryāḥ
14.4.19	indrasyāvabhṛthād indram avabhṛthāya vrajanti
14.4.20	apāṃ sūktair āplutya pradakṣiṇam āvṛtyāpa upaspṛśyānavekṣamāṇāḥ pratyudāvrajanti
14.4.21	brāhmaṇān bhaktenopepsanti
14.4.22	śvaḥ śvo 'sya rāṣṭraṃ jyāyo bhavatyeko 'syāṃ pṛthivyāṃ rājā bhavati na purā jarasaḥ pramīyate ya evaṃ veda yaś caivaṃ vidvān indramaheṇa carati
14.5.1	atha vedasyādhyayanavidhiṃ vakṣyāmaḥ
14.5.2	śrāvaṇyāṃ prauṣṭhapadyāṃ vopākṛtyārdhapañcamān māsān adhīyīran
14.5.3	evaṃ chandāṃsi
14.5.4	lomnāṃ cānivartanam
14.5.5	ardhamāsaṃ copākṛtya kṣaperaṃs tryaham utsṛjya / ārambhaḥ śrāvaṇyām uktaḥ pauṣyām utsarga ucyate
14.5.6	athānadhyāyān vakṣyāmaḥ
14.5.7	brahmajyeṣu nivartate
14.5.8	śrāddhe
14.5.9	sūtakotthānachardaneṣu triṣu caraṇam
14.5.10	ācāryāstamite vā yeṣāṃ ca mānuṣī yoniḥ
14.5.11	yathāśrāddhaṃ tathaiva teṣu
14.5.12	sarvaṃ ca śrāddhikaṃ dravyamadasāhavyapetaṃ pratigṛhyānadhyāyaḥ
14.5.13	prāṇi cāprāṇi ca
14.5.14	dantadhāvane
