#Text:Hiraṇyakeśiśrautasūtra
#Data entry:M. Fushimi
#Notes:Up to Praśna 10 (inclusive), the text counts by Praśna/Paṭala/Chapter, without giving a Sūtra counter. Starting with Praśna 11, it uses Praśna/Chapter and a Sūtra counter. We systematized the numbering by ignoring the Paṭala counters in 1-10, and adding Sūtra counters in this range. The following chapters are missing in the edition: 2.[7].18, 5.[3].9. Praśnas 19, 20 are missing in the digital text.



1.1.1	yajñaṃ vyākhyāsyāmaḥ
21.3.3	na devair manuṣyair ārṣeyaṃ vṛṇīta ṛṣibhir evārṣeyaṃ vṛṇīta iti vijñāyate
21.3.4	ārṣeyam anvācaṣṭa ṛṣiṇā hi devāḥ puruṣam anubadhyanta iti vijñāyate
21.3.5	yo vā anyaḥ sann anyasyārṣeyaṃ vṛṇīte sa vā asya tad ṛṣir iṣṭaṃ vītaṃ vṛṅkta iti vijñāyate
21.3.6	ekaṃ vṛṇīte dvau vṛṇīte trīn vṛṇīte na caturo vṛṇīte na pañcātiprvṛṇīta iti vijñāyate
21.3.7	bhṛgūn evāgre vyākhyāsyāmaḥ // jāmadagnyā vatsās teṣāṃ pañcārṣeyo bhārgavacyāvanāpnavānaurvajāmadagnyeti jamadagnivad urvavad apnavānavac cyavanavad bhṛguvad iti tryārṣeyam u haike bhārgavaurvajāmadagnyeti jamadagnivad urvavad bhṛguvad ity eṣa evāvikṛto jāmālyaitiśāyanavirohitamāṇḍavyāvaṭamaṇḍubaidaretavāhaprācīnayogyānām athārṣṭiṣeṇānāṃ pañcārṣeyo bhārgavacyāvanāpnavānārṣṭiṣeṇānupety anūpavad ṛṣṭiṣeṇavad apnavānavac cyavanavad bhṛguvad iti / tryārṣeyam u haike bhārgavārṣṭiṣeṇānūpety anūpavad ṛṣṭiṣeṇavad bhṛguvad iti // atha vītahavyā yāskavādhūlamaunamaukarajātavāhās teṣāṃ tryārṣeyo bhārgavavaitahavyasāvedaseti savedovad vītahavyavad bhṛguvad iti // atha vainyāḥ pārthās teṣāṃ tryārṣeyo bhārgavavainyapārtheti pṛthuvad venavad bhṛguvad iti // atha gārtsamadāḥ śunakās teṣām ekārṣeyo gārtsamadeti hotā gṛtsamadavad ity adhvaryuḥ / atha vādhryaśvā mitrayuvas teṣām ekārṣeyo vāghryaśveti hotā vaghryaśvavad ity adhvaryuḥ
21.3.8	itīme bhṛgavo vyākhyātāḥ
21.3.9	athāto 'ṅgirasām ayāsyā gautamās teṣāṃ tryārṣeya āṅgirasāyāsyagautameti gotamavad ayāsyavad aṅgirovad iti / athaitathyā gautamās teṣāṃ tryārṣeya āṅgirasautathyagautameti gotamavad utathyavad aṅgirovad iti / athauśijā gautamās teṣāṃ tryārṣeya āṅgirasauśijakākṣīvateti kakṣīvad vaduśijavad aṅgirovad iti / atha vāmadevā gautamās teṣāṃ tryarṣeya āṅgirasavāmadevabārhadutkheti bṛhadukthavad vāmadevavad aṅgirovad iti
21.3.10	atha bharadvājānāṃ tryārṣeya āṅgirasabārhaspatyabhāradvājeti bharadvājavad bṛhaspativad aṅgirovad iti / eṣa evāvikṛtastuthyāgniveśyaurjayānānāṃ sarveṣāṃ ca stambhastambaśabdānām / atharkṣāṇāṃ pañcārṣeya āṅgirasabārhaspatyabhāradvājavāndanamātavacaseti matavacovad vandanavad bharadvājavad bṛhaspativad aṅgirovad iti / tryārṣeyam u haika āṅgirasavāndanamātavacaseti / matavacovad vandanavad aṅgirovad iti / atha dvyāmuṣyāyaṇānāṃ kulānāṃ yathā śauṅgaśaiśirayo bharadvājāḥ śuṅgāḥ katāḥ śaiśirayas teṣāṃ pañcārṣeya āṅgirasabārhaspatyadbharadvājakātyākṣilety akṣilavat katavad bharadvājavad bṛhaspativad aṅgirovad iti tryārṣeyam u haika āṅgirasakātyākṣilety akṣilavat katavad aṅgirovad iti // atha gargāṇāṃ tryārṣeya āṅgirasagārgyaśainyeti śinivad gargavad aṅgirovad iti / bhāradvājam u haike 'ṅgirasaḥ sthāne bhāradvājagārgyaśainyeti śinivad gargavad bharadvājavad iti / atha kapīnāṃ tryārṣeya āṅgirasamāhayyavaurukṣayyety urukṣayyavan mahayyuvad aṅgirovad iti tarasvāṃs tilo viduḥ śāluḥ patañjalir bhūyasīr dadvakīr jalandūḥ / kaper aṣṭavidhāḥ prajāḥ
21.3.11	athātrīṇāṃ tryārṣeya ātreyārcanānasaśyāvāśveti śvāvāśvavad arcanānasavad atrivad iti / atha gaviṣṭhirāṇāṃ tryārṣeya ātreyārcanānasagāviṣṭhireti gaviṣṭhiravad arcanānasavad atrivad iti / eṣa evāvikṛto vāmarathyasumaṅgalabījavāpānām
21.3.12	atha viśvāmitrāṇāṃ devarātāścikitakālabavamanutantubabhruyajñavalkaulontyermaribṛhadagnisāṃśityavārakitārakāyaṇaśālāvatās teṣāṃ tryārṣeyo vaiśvāmitradaivarātaudaleti udalavad devarātavad viśvāmitravad iti / atha śraumatakāmakāyanās teṣāṃ tryārṣeyo vaiśvāmitramādhucchandasadhānaṃjayyeti dhanaṃjayavan madhucchandovad viśvāmitravad iti / athāṣṭakā lohitās teṣāṃ dvyārṣeyo vaiśvāmitrāṣṭaketi / aṣṭakavad viśvāmitravad iti / atha pūraṇāḥ pāridhāpayantyas teṣāṃ dvyārṣeyo vaiśvāmitrapauraṇeti / pūraṇavad viśvāmitravad iti / atha katās teṣāṃ tryārṣeyo vaiśvāmitrakātyākṣileti / akṣilavat katavad viśvāmitravad iti / athāghamarṣaṇāḥ kuśikās teṣāṃ tryārṣeyo vaiśvāmitrāghamarṣaṇakauśiketi / kuśikavad aghamarṣaṇavad viśvāmitravad iti
21.3.13	atha kaśyapānāṃ tryārṣeyaḥ kāśyapāvatsāranaidhruveti nidhrubavad avatsāravat kaśyapavad ity eṣa evāvikṛto dhaumyābhiṣeṇyamāṭharāṇām / atha rebhāṇāṃ tryārṣeyaḥ kāśyapāvatsāraraibhyeti / rebhavad avatsāravat kaśyapavad iti // atha śaṇḍilānāṃ dvyārṣeyo daivalāsiteti / asitavad devalavad iti / tryārṣeyam u haike kāśyapadaivalāsiteti / asitavad devalavat kaśyapavad iti / dvyārṣeyās tv evaṃ nyāyena
21.3.14	ekārṣeyā vāsiṣṭhā anyatropamanyuparāśarakuṇḍinebhyo vāsiṣṭheti hotā vasiṣṭhavad ity adhvaryuḥ / athopamanyūnāṃ tryārṣeyo vāsiṣṭhaindrapramadābharadvaso iti / ābharadvasuvad indrapramadavad vasiṣṭhavad iti / atha parāśarāṇāṃ tryārṣeyo vāsiṣṭhaśāktyaparārāśaryeti / parāśaravac chaktivad vasiṣṭhavad iti / atha kuṇḍinānāṃ tryārṣeyo vāsiṣṭhamaitrāvaruṇakauṇḍinyeti / kuṇḍinavan mitrāvaruṇavad vasiṣṭhavad iti / atha saṃkṛtipūtimāṣataṇḍināṃ tryārṣeyaḥ śāktyasāṃkṛtyagaurivīteti / gurivītavat saṃkṛtivac chaktivad iti
21.3.15	athāgastīnām ekārṣeya āgastyeti hotāgastivad ity adhvaryuḥ / tryārṣeyam u haike āgastyadārḍhyacyutaidhmavāheti / idhmavāhavad dṛḍhacyutavad agastivad iti
21.3.16	atha kṣatriyāṇāṃ tryārṣeyo mānavaiḍapaurūravaseti / purūravovad iḍavad manuvad iti / atha yadi ha sārṣāḥ pravṛṇīrann eka evaiṣāṃ pravaro yady u vai pṛthak pravṛṇīran yeṣām u ha mantrakṛto na syuḥ sapurohitapravarās te / atha yeṣāṃ syur apurohitapravarās te sapurohitapravarās tv evaṃ nyāyenaikārṣeyā viśo vātsapreti hotā vatsapravad ity adhvaryuḥ
21.3.17	athānājñātabandhoḥ purohitapravareṇācāryapravareṇa vā
21.3.18	atha ha tāṇḍina ekārṣeyaṃ sārvavarṇikaṃ samāmananti mānaveti hotā manuvad ity adhvaryuḥ / mānavyo hi prajā iti hi brāhmaṇam iti hi brāhmaṇam
22.1.1	kāmyaiḥ paśubhir amāvāsyāṃ paurṇamāsīṃ vā saṃsthāpya yajeta / te brāhmaṇavyākhyātāḥ
22.1.2	teṣāṃ nirūḍhapaśubandhena kalpo vyākhyātaḥ
22.1.3	sarveṣv ābhicārikeṣu śaramayaṃ barhir vaibhītaka idhmo lohitoṣṇīṣā lohitavasanā nivītā ṛtvijaḥ pracaranti
22.1.4	vāyavyaṃ śvetam ālabheta bhūtikāma iti yathāsamāmnātam
22.1.5	teṣām āvāpikeṣu sthāneṣu yathādevataṃ ṣaḍ ṛco nidadhāti pīvo'nnāṃ rayivṛdhaḥ sumedhā iti / etāni yathārūpaṃ yathādevatam āmnātāni bhavanti
22.1.6	malhā iti maṇilā ity arthaḥ
22.1.7	viṣama ālabheteti viṣamaṃ devayajanam adhyavasyati paśuṃ vā viṣama ālabheta
22.1.8	paryāriṇīti parihāsūr bhavati
22.1.9	sphyo yūpa iti sphyākṛtiyūpa āgnyāgāriko vā
22.1.10	tvāṣṭraṃ vaḍavam iti yaṃ pumāṃsaṃ santam ārohanti
22.1.11	apāṃ cauṣadhīnāṃ ca saṃdhāv iti prāvṛṣi śaratpratipattau vā / api vāpāṃ cauṣadhīnāṃ ca saṃdhau
22.1.12	viśākho yūpa iti yad ūrdhvaṃ raśanāyās tad viśākhaṃ yad vopary ubhe śākhe aṣṭāśrī sacasāle syātām
22.1.13	ṛṣabhe goṣu jīrṇe yūnaḥ karṇam ājapet piśaṅgarūpas tan nas turīpam iti
22.1.14	athainaṃ goṣv apisṛjaty etaṃ yuvānam iti
22.1.15	jīrṇam ālabhate // prājāpatyam aindraṃ tvāṣṭraṃ vā namo mahimna ity upākaraṇe 'nuvartayate
22.1.16	tṛtīyayā vapāṃ juhoti / caturthyā haviḥ / pañcamyā sauviṣṭakṛtam
22.1.17	āgneyam aṣṭākapālaṃ nirupyājāṃ vaśām ālabhate
22.1.18	vāyavyam ālabheta bhūtikāma ity uktāni daivatāni
22.1.19	ajāṃ vaśām ālabhamāna ā vāyo bhūṣeti vāyavyā yopākaroti
22.1.20	ākūtyai tvā kāmāya tveti paryagnau kriyāmāṇe 'pāvyāni juhoti
22.1.21	tvaṃ turīyā vaśinī vaśāsīty udīcīṃ nīyamānām anumantrayate
22.1.22	ajāsi rayiṣṭheti nihanyamānām
22.1.23	tantuṃ tanvann iti vapāṃ juhoti
22.1.24	anulbaṇaṃ vayateti haviḥ
22.1.25	manaso havir asīti haviḥśeṣān prāśnanti
22.1.26	sā vā eṣā trayāṇām evāvaruddheti vijñāyate
22.1.27	tasyai vā etasyā ekam evādevayajanaṃ yad ālabdhāyām abhro bhavati
22.1.28	yad ālabdhāyām abhraḥ syād apsu vā praveśayet sarvāṃ vā prāśnīyāt
22.1.29	jayābhyātānān rāṣṭrabhṛta iti brāhmaṇavyākhyātāḥ
22.1.30	cittaṃ ca svāhā cittiś ca svāheti jayāñ juhoti / cittāya svāhā cittaye svāheti vā
22.1.31	agnir bhūtānām adhipatiḥ sa māvatv ity abhyātānān asmin brahmann asmin kṣatra ity abhyātāneṣv anuṣajati / pitaraḥ pitāmahā iti prācīnāvītī juhoty upatiṣṭhate vartāṣāḍ ṛtadhāmeti rāṣṭrabhṛtaḥ / paryāyam anudrutya tasmai svāheti pūrvāmāhutiṃ juhoti / tābhyaḥ svāhety uttarām
22.2.1	kāmyābhir iṣṭibhir amāvāsyāṃ paurṇamāsīṃ vā saṃsthāpya yajeta / tā brāhmaṇavyākhyātāḥ
22.2.2	sadyaskālā upāṃśutantrā yathāprakṛti caikā dakṣiṇāḥ sāṃnāyyavatyas tu dvyahakālāḥ
22.2.3	samidhyamānavatīṃ samiddhavatīṃ cāntareṇa pṛthupājavatyau dhāyye
22.2.4	anupadāv ājyabhāgau yatkāmeṣṭis tatpravādau syātāṃ tadarthatvāt taddevatau prākṛtau vānādeśe prakṛtiḥ pratyetavyā tvāṃ citraśravastamety anuṣṭubhau saṃyājye
22.2.5	purastāllakṣmā puronuvākyopariṣṭāllakṣmā yājyaitad vā viparītam
22.2.6	aindrāgnam ekādaśakapālaṃ nirvaped iti tāsām ubhā vām indrāgnī iti catasro yājyānuvākyā dve pūrvāsāṃ tisṛṇāṃ dve uttarāsām evam ata ūrdhvaṃ karmātireke samaśaḥ prativibhajya pūrvāpūrvāsām uttarottarāsāṃ mantrātireke 'vaśiṣṭā vikalpārthā upahomā vā
22.2.7	pauṣṇaṃ caruṃ nirvaped vayam u tvā pathaspata iti pūrvā puronuvākyottarā yājyaivam ata ūrdhvaṃ pūrvayottarā pratiṣṭhā
22.2.8	kṣitrapatyaṃ caruṃ nirvapet kṣaitrapatyasya kṣetrasya patineti
22.2.9	agnaye pathikṛte puroḍāśam aṣṭākapālaṃ nirvaped iti pravṛttasya kālātinaye pravṛtte vaiśvānary agne nayā devānām iti yājyānuvākye yad vāhiṣṭham iti saṃyājye / anaḍvān dakṣiṇā / agnaye vratapataye puroḍāśam aṣṭākapālaṃ nirvapet / tvam agne vratapā asīti yājyānuvākye
22.2.10	agnaye rakṣoghne puroḍāśam aṣṭākapālaṃ nivaped yaṃ rakṣāṃsi sacerann iti / amāvāsyāyāṃ niśi pariśritya nirvapet / kṛṇuṣva pājaḥ prasitim iti pañcadaśa sāmidhenīr anvāha nityayā paridadhāti / ayā te agne samidhā vidhemeti yājyānuvākye / pare saṃyājye
22.2.11	agnaye rudravate puroḍāśam aṣṭākapālaṃ nivaped abhicarann iti / śaramayaṃ barhir vaibhītaka idhmo lohitoṣṇīṣā lohitavasanā nivītā ṛtvijaḥ pracaranti / sarvāsv abhicaraṇikāsv evam // tvam agne rudra iti yājyānuvākye
22.2.12	agnaye surabhimate puroḍāśam aṣṭākapālaṃ nirvaped yasya gāvo vā puruṣā vā pramīyeran yo vā bibhīyād eṣā veti / agnaye surabhimate 'gnir hotā sādhvīm akar devavītim iti svayaṃ yajamāno yājyānuvākye kurvīta
22.2.13	agnaye kṣāmavata iti tisraḥ kṣāmavatyas tāsām akrandad agnir iti yājyānuvākye
22.2.14	agnaye kāmāyety aṣṭau / tāsāṃ tubhyaṃ tā aṅgiras tam etyānupūrveṇa yājyānuvākyāḥ
22.2.15	annavate 'nnādāyānnapatya ity etāsām ukṣānnāya vaśānnāya vadmā hīti yājyānuvākye
22.2.16	agnaye pavamānāyeti trir havir agna āyūṃṣi pavasa iti yājyānuvākyāḥ
22.2.17	agnaye putravata iti dvir havir yas tvā hṛdā kīriṇā yasmai tvam iti yājyānuvākyāḥ
22.2.18	agnaye rasavate 'jakṣīre carum ity etāsām agne raseneti yājyānuvākyāḥ
22.2.19	vaiśvānaraṃ dvādaśakapālam iti trihaviḥ patanīyena karmaṇā kṛtenābhiśasyamānasya dvādaśa vaiśvānaryas tāsāṃ vaiśvānaro na ūtyety aṣṭau yājyānuvākyā dvedve tisṛṇām ava te heḍo varuṇeti vāruṇasya dadhikrāvṇo akāriṣam iti dadhikrāvṇaḥ
22.2.20	udvāsaneṣṭāv āgneyasyāgnir mūrdhā bhuva iti yājyānuvākye
22.2.21	vaiśvānaraṃ dvādaśakapālaṃ nirvapen mārutaṃ saptakapālaṃ grāmakāmaḥ
22.2.22	āhavanīye vaiśvānaram adhiśrayati / gārhapatye mārutam
22.2.23	alaṃkṛtya vaiśvānaram āsādayati / anūcyamānāsu sāmidhenīṣu māruto maruto yaddha va iti yājyānuvākye
22.2.24	ādityaṃ caruṃ saṃgrāmam upaprayāsyann ity aditir na uruṣyatu mahīm ū ṣu mātaram iti yājyānuvākye
22.2.25	vaiśvānaraṃ dvādaśakapālaṃ nirvaped āyatanaṃ gatveti yatra yuyutsamānā bhavanti
22.2.26	vaiśvānaraṃ dvādaśakapālaṃ nirvapet sanim eṣyan yayā rajjvottamāṃ gām ajet tāṃ bhrātṛvyāya prahiṇuyād iti bhrātṛvyagavīṃ vābhidadhyād goṣṭhe vā nyaset
22.3.1	aindraṃ caruṃ nirvapet paśukāma ity etasyānuvākasyeṣṭīnāṃ yājyānuvākyā indraṃ vo viśvatas parīty eṣo 'nuvākaḥ
22.3.2	indrāyānvṛjava ity anvaha māsā iti
22.3.3	indrāṇyai caruṃ nirvaped yasya senāsaṃśiteva syāddhṛtevety artho balbajān idhma upasaṃnahya sahedhmenābhyādadhyād uttamā dhāyyā / revatī puronuvākyā bhavati śakvarī yājyā pro ṣv asmai puroratham iti
22.3.4	āgnāvaiṣṇavam ekādaśakapālaṃ nirvaped abhicarant sarasvaty ājyabhāgety ājyahavir ity atho bārhaspatyaś carur iti trir havir dvedve puronuvākye kuryāt / agnāviṣṇū sajoṣasāgnāviṣṇū ity āgnāvaiṣṇavaṃ syāt / pra ṇo devy ā no divaḥ pāvīravī kanyeti sārasvatasya / bṛhaspate juṣasva na iti bārhaspatyasya
22.3.5	etayaiva yajetābhicaryamāṇa āgnāvaiṣṇavo 'yaṃ yajño nopanamed āgnāvaiṣṇavo ghṛte caruś cakṣuṣkāmasyāgnāviṣṇū agnāviṣṇū ity eva yājyānuvākye
22.3.6	maitrāvaruṇam ekakapālaṃ nirvaped ā no mitrāvaruṇeti maitrāvaruṇasya
22.3.7	tiṣyāpūrṇamāse somāraudro brahmavarcasakāmasya pariśrite yājayanti / śvetāya śvetavatsāyai dugdhaṃ mathitam ājyaṃ bhavati / ājyaṃ prokṣaṇam ājyena mārjayante tūṣṇīkena / prokṣaṇamārjane / mānavī ṛcau dhāyye kuryāt / makṣū devavata ity etāsām dve / pañca somāraudrīyaṃ somārudreti sarvāsāṃ yājyānuvākye
22.3.8	yadi bibhīyād duścarmā bhaviṣyāmīti somāpauṣṇaṃ caruṃ nirvapet somāpūṣaṇemau devāv iti yājyānuvākye
22.3.9	somāraudre jyogāmayāvinaḥ // hotānaḍvāhaṃ dakṣiṇāṃ dadāti / somāraudraṃ caruṃ nirvaped yaḥ kāmayeta sve 'smā āyatane bhrātṛvyaṃ janayeyam iti bhrātṛvyakṣetre yajeta / vediṃ parigṛhya dakṣiṇam ardham uddhatya tad evārdhena barhiṣa stṛṇīyād ardham idhmasyābhyādadhyāt
22.3.10	aindram ekādaśakapālaṃ nirvapen mārutaṃ saptakapālaṃ grāmakāmaḥ
22.3.11	āhavanīya aindram adhiśrayati / gārhapatye mārutam
22.3.12	alaṃkṛtyaindram āsādayati anūcyamānāsu sāmidhenīṣu mārutam
22.3.13	indraṃ vo viśvatas parīndraṃ naro maruto yaddha va iti yājyānuvākyāḥ
22.3.14	etām eva nirvaped yaḥ kāmayeta kṣatrāya ca viśe ca samadaṃ dadhyām ity aindrasyāvadyan brūyād indrāyānubrūhīty aindrī puronuvākyāśrāvya brūyāt mārutī yājyā mārutasyāvadyan brūyān marudbhyo 'nubrūhi mārutī puronuvākyāśrāvya brūyād indraṃ yaja aindrī yājyā
22.3.15	etām eva nirvaped yaḥ kāmayeta kalperann iti yathādevatam avadāya yathādevataṃ yajeta
22.3.16	aindram ekādaśakapālaṃ nirvaped vaiśvadevaṃ dvādaśakapālaṃ grāmakāma iti
22.3.17	aindrasya pūrvam avadānam avadāya vaiśvadevasyāvadyed upariṣṭād uttaram aindrasyedrāya viśvebhyo devebhyo 'nubrūhīndraṃ viśvāndevān yajeti saṃpreṣyati bhareṣv indram iti yājyānuvākye
22.3.18	upādhāyyapūrvayaṃ vāso dakṣiṇā
22.3.19	dviguṇān saṃjñānyāṃ saṃgacchadhvaṃ samāno mantraḥ samānī vaḥ saṃjñānaṃ naḥ saṃjñānaṃ me iti pañca homāṣṭikāḥ / atra dhūnutha dyāṃ pravepayanti parvatān ity upahomau ṭīkājī dviguṇaṃ jī tu prayāṇe citrāntam ity ekeṣāṃ mārutasya priyā vo nāma huve turāṇām iti
22.3.20	saṃjñānye samavadāya pracared agnaye vasumate somāya rudravata indrāya marutvate varuṇāyādityavate 'nubrūhy agniṃ vasumantaṃ somaṃ rudravantam indraṃ marutvantaṃ varuṇam ādityavantaṃ yajeti saṃpreṣyati / agniḥ prathamo vasubhir iti yājyānuvākye / nānā vā pracaryāḥ samānī yājyānuvākye uttare saṃyājye
22.3.21	ādityebhyo bhuvadvadbhyaś carum iti yajño devānāṃ pratyetīti yājyānuvākye
22.3.22	aparuddho vāparudhyamāno vādhyadhārayadvatīṃ nirupyās te yāvad enaṃ nāparundhyur dhārayanta ādityāsa iti yājyānuvākye
22.3.23	aparudhyamāno 'dite 'numanyasveti
22.3.24	aparoddhaḥ padam ādāya gacchati
22.3.25	yāṃ janatāṃ gacched yas tatra mukhyapravādo bhavati
22.3.26	tasya gṛhād vrīhīn āharec chuklāṃś ca kṛṣṇāṃś ca / vicinuyād ye śuklāḥ syus tam ādityaṃ caruṃ nirvapet
22.3.27	ye kṛṣṇās tān kṛṣṇājina upanahya prajñātān nidhāyopapreta marutaḥ sudānava enā viśpatinābhy amuṃ rājānam iti yajamānam abhyeti satyāśīr iti padaikadeśaṃ yajamānasyottare vāsasi nivapatīha mana ity urasi śeṣam tyān nu kṣatriyān iti yājyānuvākye
22.3.28	yadi nāvagacched imam aham ādityebhyo bhāgaṃ nirvapāmy amuṣmād amuṣyai viśo 'vagantor ity aparoddhur nāma gṛhṇāti tasyaiva viśaḥ
22.3.29	yadi nāvagacched āśvatthān mayūkhānt sapta madhyameṣāyām upahanyād idam aham ādityān badhnāmīti trīn prācaś catura udīcaḥ
22.3.30	yadi nāvagacched etam evādityaṃ caruṃ nirvaped idhme 'pi mayūkhān saṃnahyed anavagataḥ
22.3.31	kṛṣṇānāṃ vāruṇaṃ caruṃ nirvapati / anavagato vādityaṃ nirupya vāruṇaṃ nirvaped imaṃ me varuṇa tat tvā yāmīti yājyānuvākye / tvaṃ no agna iti saṃyājye
22.4.1	prājāpatyāṃ śatakṛṣṇalāṃ nirvaped āyuṣkāmaḥ
22.4.2	śataṃ hiraṇyakṛṣṇalāni kākiṇyā māṣeṇa vā saṃmitāni / auṣadhakalpo yat prāg avahananāt tat kṛtvā pavitrāntarhita ājya āvapati / dharmamātraṃ śrapaṇam / pracaraṇakāle 'ṣṭau devatāyā avadyati / catvāri sviṣṭkṛti / dve prāśitre 'ṣṭāv iḍāyām / caturdhākaraṇakāle sarvāṇi prāśitre samopyaikadhā brahmaṇa upaharati / tāni brahmā bhakṣayati / bhakṣāya nayatītareṣām
22.4.3	sauryaṃ caruṃ nirvaped adhastād upariṣṭāc ca rukmābhyāṃ parigṛhyāsādayati / tasya prayājeprayāje kṛṣṇalaṃ juhoti / apohya rukmau caruṇā pracarati / ud u tyaṃ citram iti yājyānuvākye / etāveva rukmau dakṣiṇā
22.4.4	āgneyam aṣṭākapālaṃ nirvaped iti trihaviḥ sa pratnavad iti yājyānuvākyāḥ
22.4.5	saumendraṃ śyāmākaṃ caruṃ nirvapet somavāminaḥ somātipavitasyardūdareṇāpāntam iti yājyānuvākye
22.4.6	agnaye dātra iti trir havis teṣāṃ prājāpatyaṃ saṃsṛṣṭahavis tṛtīyam / dadhi madhu ghṛtam āpo dhānā iti dadhi madhu ghṛtam āpas taṇḍulā ity eteṣām ājyavikāro madhūdake saṃsṛṣṭe mukhye svādharmyabhūyastvād ājyavikāro balīyān agne dā dāśuṣe rayim ity āgneyasya / mā no mardhīr ā tū bharety aindrasya / ghṛtaṃ na pūtam ubhe iti prājāpatyasya
22.4.7	yajñavibhraṣṭasyāgneyādīni trīṇy upakramyāśaknuvan yajñavibhraṣṭaḥ / āgneyasya ca saumyasya caindre samāśleṣayed iti saṃhitāni havīṃṣy adhiśrayatīty arthaḥ / lepau vāsmin samāśelṣayet / sa pratnavad iti yājyānuvākyāḥ
22.4.8	dvāv agnīṣomīyau / nānātantrāv agnīṣomā savedaseti yājyānuvākyāḥ
22.4.9	somāya vājine śyāmākasyāpyāyasva saṃ ta iti
22.4.10	brāhmaṇaspatyasya gaṇānāṃ tvā gaṇapatiṃ havāmaha iti
22.4.11	tāṃ yaḥ kāmayeta brahman viśaṃ vināśayeyam iti // sarvaṃ brāhmaṇaspatyaṃ bhavati / maruto yaddha va iti yājyānuvākye
22.4.12	aryamṇe caruṃ nirvapet suvargakāmo 'ryamāyāti ye te iti
22.4.13	yo rājanya ānujāvaraḥ syāt tasmā etam aindram ānuṣūkam ekādaśakapālaṃ nirvaped aindrasyānuṣūkasya budhnād agram iti
22.4.14	yo brāhmaṇa ānujāvaraḥ syāt tasmā etaṃ bārhaspatyam ānuṣūkaṃ caruṃ nirvapet / bārhaspatyasya pra yo jajña iti
22.4.15	pāpayakṣmagṛhītasyādityaś carur amāvāsyāyāṃ navonavas yam ādityā iti yājyānuvākye
22.4.16	tridhātuṃ nirvaped indrāya rājñe ity ekādaśasūttāneṣu kapāleṣv adhiśrayati paritapanāntaṃ kṛtvā tasminn uttaraṃ jyāyāṃsam adhiśrayati / yathāśṛtān alaṃkṛtya sādayati / pracaraṇakāle madhyāt prathamāṃ devatāṃ yajati / dakṣiṇārdhād dvitīyām uttarārdhāt tṛtīyāṃ sarveṣām abhigamayann avadyati / acchaṃbaṭkāraṃ yāvatā hi na prāpnuyāt tāvatā ca vaṣaṭkuryāt / prācyāṃ diśi tvam indrāsi rājeti tisra ṛco vyatyāsam anvāha / prathamām anūcya madhyamayā yajet / madhyamām anūcyottamayā yajet / uttamām anūcya prathamayā yajet / evaṃ sarvā anuvākyāḥ sarvā yājyā bhavanti
