#Text:Śāṅkhāyanaśrautasūtra
#Edition:Hillebrandt 1885–1899 (Reprint 1981)
#Data entry:M. Tokunaga
#Notes:Text of the edition restored by S. Sellmer; only l has been changed to ḍ where appropriate. Translation (Caland) completely aligned. Footnote positions are corrected, but the footnotes themselves are not. Some chapters in Book 14 are only summarized by Caland and thus not included in the translation.



1.1.1	yajñaṃ vyākhyāsyāmaḥ
16.27.3	abhijid ābhiplavikānāṃ saptamaḥ
16.27.4	viśvajid itareṣām
16.27.5	vaiśvānaraś ca mahāvrataṃ vā
16.27.6	ubhayor vābhijit saptamo viśvajid aṣṭamaḥ
16.27.7	yad aṣṭavidhaṃ tad aṣṭarātreṇāpnoti
16.28.1	atha yan navavidhaṃ tan navarātreṇa
16.28.2	catasro diśaś catasro 'vāntaradiśa ūrdhveyaṃ navamī diṅ navākṣarā bṛhatī tad yat kiṃ ca navavidham adhidaivatam adhyātmaṃ tat sarvam anenāpnoti
16.28.3	ṣaḍaho 'bhijid viśvajitau vaiśvānaraś ca mahāvrataṃ vānantaraṃ vābhijito mahāvrataṃ viśvajin navamaḥ
16.28.4	jyotir agniṣṭomo gaur ukthya āyur atirātras trir etam upayanti śalalīpiśaṅga ity ācakṣate
16.28.5	yan navavidhaṃ tan navarātreṇāpnoti
16.29.1	atha yad daśavidhaṃ tad daśarātreṇa
16.29.2	daśākṣarā virāḍ annaṃ virāṭ tad yat kiṃ ca daśavidham adhidaivatam adhyātmaṃ tat sarvam enenāpnoti
16.29.3	adhyardho 'bhiplavo nava vāgniṣṭomāḥ
16.29.4	daśarātraḥ saṃsthāvikṛtiḥ
16.29.5	vaiśvānaraś ca
16.29.6	etena ha jalo jātūkarṇya iṣṭvā trayāṇāṃ nigusthānāṃ purodhāṃ prāpa kāśyavaidehayoḥ kausalyasya ca
16.29.7	tasya ha tac chvetaketuḥ śriyam abhidhyāya pitaram adhyūhe palita yajñakāmān yān vā u śriyā yaśasā samardhayituṃ vettha no ātmānam iti
16.29.8	taṃ hovāca / mā maivaṃ putra voco yajñakratur eva me vijñāto 'bhūt tam eva etat kṛtsnake brahmabandhau vyajijñāsiṣi
16.29.9	tad u kila tathaivāsa yathaivainaṃ provāca
16.29.10	sa eṣa purodhākāmasya yajñaḥ
16.29.11	pra purodhām āpnoti ya evaṃ veda
16.29.12	catuṣṭomāt samūḍhāt trikakudaḥ śastram
16.29.13	atha mahātrikakudaś ca
16.29.14	chandomatrikakudaś ca
16.29.15	agniṣṭud indrastud vaiśvadevastut pṛṣṭhyo vaiśvānaraś ca
16.29.16	ṣaḍaho 'bhijid viśvajitāu mahāvrataṃ vaiśvānaraś ca
16.29.17	prākṛto 'gniṣṭomo navamo 'ṣṭamo vā viśvajid daśamaḥ
16.29.18	yad daśavidhaṃ tad daśarātreṇāpnoti
16.30.1	atha yad ekādaśavidhaṃ tad ekādaśarātreṇa
16.30.2	ekādaśākṣarā triṣṭup traiṣṭubhāḥ paśavas tad yat kiṃ caikādaśavidham adhidaivatam adhyātmaṃ tat sarvam enenāpnoti
16.30.3	vyūḍhacchandā daśarātraḥ
16.30.4	sāmūḍhako vā
16.30.5	vaiśvānaraś ca
16.30.6	bṛhadrathantarapṛṣṭho vā
16.30.7	viśvajid ekādaśaḥ
16.30.8	taṃ pauṇḍarīka ity ācakṣate
16.30.9	ayutaṃ dakṣiṇā
16.30.10	aśvasahasram ekādaśam ity eke
16.30.11	ukto dvādaśāhaḥ
16.30.12	ta ete purastād agniṣṭomā upariṣṭād atirātrā uttarottariṇa ekottarā ahīnāḥ
16.30.13	uttarottariṇīm eva tac chriyaṃ virājam annādyam āpnoti ya evaṃ veda ya evaṃ veda
17.1.1	athāto mahāvratasya
17.1.2	purastād eva katipayāhena hotā preṅkhaphalakam utpāṭayati
17.1.3	tiṣṭhata evodumbarasya
17.1.4	purastād ādityasyodayanataḥ
17.1.5	yadi purastān na vidyetāthāpy uttarataḥ
17.1.6	yadi dakṣiṇataḥ
17.1.7	paścād vā syāt
17.1.8	mūle chedayitvā prāṅ vodaṅ vā tiṣṭhann utpāṭya yady aṇur udumbaraḥ syāt
17.1.9	api dve vā trīṇi vā phalakāni saṃtṛḍyuḥ
17.1.10	tad bāhumātraṃ prāg bhavati
17.1.11	aratnimātraṃ tiryak
17.1.12	saṃtaṣṭam
17.1.13	prajñātāgram
17.1.14	tac caturdhānteṣu vitardayati
17.1.15	athaitasya vai vodumbarasyānyasya vā viśākhyau chedayanti
17.1.16	paraḥpuruṣe
17.1.17	vamśaṃ ca
17.1.18	yady udumbaro na vidyeta yo 'nyo vṛkṣaḥ phalagrahiṣṇuḥ kalyāṇābhivyāhāro vā syāt tasyaitad upakalpayet
17.2.1	atha mauñjyau rajjū kārayanti
17.2.2	dṛḍhe
17.2.3	triguṇe
17.2.4	parodvivyāyāme
17.2.5	etāvad dhotāram abhitaḥ
17.2.6	audumbarīm āsandīm udgātre saṃghnanti
17.2.7	tasyai prādeśamātrāḥ pādā bhavanti
17.2.8	aratrimātrāṇi śīrṣaṇyāny anūcyāni
17.2.9	tāṃ saṃhatya mauñjībhiḥ syandyābhir vivayanti dviguṇābhiḥ prasalavisṛṣṭābhiḥ
17.3.1	athaitāṃ vīṇāṃ śatatantrīm upakalpayanti
17.3.2	tasyāḥ pālāśī sūnā bhavati
17.3.3	audumbaro daṇḍaḥ
17.3.4	api vaudumbarī dūnā pālāśo daṇḍaḥ
17.3.5	tām ānaḍuhena sarvarohitena carmaṇā bāhyatolomnābhiṣīvyanti
17.3.6	tasyai mūle daṇḍaṃ daśadhātividhyanti
17.3.7	tad daśadaśa rajjūḥ pravayanti
17.3.8	tā agre nānā badhnanti
17.3.9	daṇḍasamāsā vīṇā śatatantrī bhavati
17.3.10	vetasaśākhā sapalāśā vādiny upakḷptā bhavati
17.3.11	svayaṃnatā vā śareṣīkā
17.3.12	ghāṭakarkarīr avaghatarikāḥ kāṇḍavīṇāḥ piccorā iti patnya upakalpayanti
17.3.13	upamukhena picchorāṃ vādayet
17.3.14	vādanena kāṇḍavīṇām
17.3.15	tāṃ ghāṭarīr ity ācakṣate
17.3.16	yā ghāṭarī mṛduṃ vādayet sārātiḥ syāt
17.3.17	dviṣantaṃ janayet
17.4.1	caturo dundubhīn adhvaryuḥ sahananān upakalpayati
17.4.2	pūrvasyai dvāryā abhito dvārabāhū bahiḥsadaḥ saṃdhau sahananāv āsañjayati
17.4.3	aparasyai dvāryā abhito dvārabāhū antaḥsadaḥ saṃdhau sahananāv āsañjayati
17.4.4	yadi ṣaṭ syur dakṣiṇārdhe sadasa ekam uttarārdha ekam
17.4.5	muñjānāṃ ca kuśānāṃ ca kūrcam adhvaryave saṃskurvanti
17.4.6	tasmiṃs tiṣṭhan pratyāgṛṇāti
17.4.7	athetare dīkṣitāḥ pratipuruṣaṃ bṛsīḥ kurvate yathā prādeśamātreṇopari bhūmeḥ syuḥ
17.4.8	atha yā mārjālīyaṃ paryeṣyantyo bhavanti tābhyaḥ pratyekaṃ navān kalaśān upakalpayanti
17.5.1	athaitam aśvaratham upakalpayanti vitatavarūtham
17.5.2	dhanuś ca trīmś ceṣūn
17.5.3	rājānaṃ vā rājamātraṃ vājer astāram
17.5.4	yadi rājā vā rājamātro vā na vidyeta ya etāṃ dhiyaṃ vidyāt sa etat kuryāt
17.5.5	uttareṇāgnīdhraṃ prāñcyau prahve sthūṇe viminvanty ākhaṇāya
17.5.6	tad iḍasaṃvartaṃ votkaraṃ vā carmaṇābhivitanvanti
17.5.7	tan na sapatreṇātividhyet
17.5.8	jaghanenāgnīdhraṃ bahirvedyavaṭaṃ khananti
17.5.9	tam etasyopālambhyasya ṛṣabhasya carmaṇā prācīnagrīveṇodīcīnagrīveṇa vottaratolomnābhiṣīvyanti
17.5.10	taṃ tasyaiva lāṅgūlena kāle bhūmiḍundubhim āghnanti
17.6.1	atha śūdrāryau strīpumāṃsau baṇḍakhalatī ity upakalpayanti
17.6.2	tad etat purāṇam utsannaṃ na kāryam etasmin samupakḷpte
17.6.3	saṃsthite daśame 'hani sadohavir dhānāni samūhanti
17.6.4	āgnīdhraṃ patnīśālaṃ ca
17.6.5	atha navaiḥ kuśair bahulam upastṛṇanti
17.6.6	katipayān kuśabhārān nidadhati prātar bṛsībhyaḥ
17.7.1	atha mahārātre mahāvratāya prātar anuvākam upākurvanti
17.7.2	yathā parisahasram anubrūyāt
17.7.3	tasya pañcaviṃśaḥ stomaḥ
17.7.4	rājanaṃ pṛṣṭham
17.7.5	agniṣṭomo yajñaḥ
17.7.6	athaite pariṣṭavanīyā bhavanti trivṛt pañcadaśaḥ saptadaśa ekaviṃśa iti
17.7.7	aindrāgno vaikādaśinānāṃ vaikaḥ savanīyaḥ
17.7.8	aindraś ca rṣabhaḥ prājāpatyaś cāja upālambhyau
17.7.9	nirukta aindraḥ
17.7.10	upāṃśu prājāpatyaḥ
17.7.11	te yatra vapāsu hutāṣu saṃprasarpanti tad etat preṅkhamiśraṃ bahirvedi prakṣālyāntareṇa cātvālotkarau tīrthaṃ tena prapadyottareṇāgnīdhrīyaṃ dhiṣṇyaṃ paryāhṛtya pūrvayā dvārā sadaḥ prahṛtyāgreṇottareṇa hotur dhiṣṇyaṃ prāṅ upanidadhati
17.7.12	evam eva yasyayasya bahirvedi bhavati yathā saṃcaraḥ saṃprasarpaṇe bhavati tathāhṛtyottarata upanidadhati
17.7.13	tasya traiṣṭubhaṃ prātaḥsavanaṃ syād iti paiṅgyaṃ śuṣkabhṛṅgārīyam
17.8.1	viśoviśo vo atithim ity ājyam
17.8.2	tasya dvādaśārdharcaśaḥ śastvāgniṃ naro dīdhitibhir araṇyor ity etat pañcaviṃśatyṛcam upasaṃśaṃsati
17.8.3	tad diṣṭaśastram
17.8.4	traiṣṭubhaḥ praugaḥ
17.8.5	kuvid aṅga namasā ye vṛdhāsa iti vāyavyaṃ caindravāyavaṃ ca
17.8.6	maitrāvaruṇaṃ ca yathā viṣuvati
17.8.7	ka u śravat katamo yajñiyānām ity āśvinam
17.8.8	kathā mahām avṛdhat kasya hotur ity aindram
17.8.9	ko vas trātā vasavaḥ ko varūteti vaiśvadevam
17.8.10	uta syā naḥ sarasvatī juṣāṇeti sārasvatam
17.8.11	sa tṛcakḷptaḥ
17.8.12	tasya pacchaḥ śastram
17.8.13	aikāhikaṃ vā prātaḥsavanam
17.8.14	kḷptaṃ prātaḥsavanam
17.9.1	athāto mādhyandinaṃ savanam
17.9.2	ā tvā rathaṃ yathotaya iti marutvatīyasya pratipat
17.9.3	idaṃ vaso sutam andha ity anucaraḥ
17.9.4	eṣa eva nitya ekāha ātānaḥ
17.9.5	asatsu me jaritaḥ sābhivega iti vāsukraṃ pūrvaṃ śastvā mahāṁ indro nṛvadā carṣaṇiprā ity etasmiṃs traiṣṭubhe nividaṃ dadhāti
17.9.6	ubhe sūkte paccaḥ saṃśaṃset
17.9.7	iti nvā u marutvatīyam
17.10.1	athāto niṣkevalyam
17.10.2	saṃsthite prātaḥsavane preṅkhāvaṭau khānayed iti sā sthitiḥ
17.10.3	śaste marutvatīya iti paiṅgyam
17.10.4	jaghanena svaṃ dhiṣṇyaṃ padaṃ ca caturaṅgulaṃ ca pramāya tat paścādudīcīnāgraṃ phalakaṃ nidhāyobhayataś caturaṅgule upadhāya bahiś caturaṅgulābhyāṃ lekhe lekhayitvā preṅkhāvaṭau khānayed dakṣiṇaṃ pūrvam athottaram
17.10.5	prāñcau vodañcau votkirā utkiranti
17.10.6	tad viśākhyāv avadhāyodīcīnāgraṃ vamśam abhyādadhāti
17.10.7	śīrṣṇā hotā mimīte
17.10.8	yadi hrasvaḥ syād ūrdhvabāhur mimīte
17.10.9	dṛḍhaparyuṣṭe paryṛṣati yathā na vyatheyātām
17.10.10	athaitat preṅkhaphalakaṃ rajjubhiś caturdhānteṣu parivyayati yathā na saṃbhraśyeta
17.10.11	uttareṇa dakṣiṇāṃ preṅkhasthūṇāṃ dakṣiṇāṃ rajjuṃ badhnanti
17.10.12	dakṣiṇenottarāṃ preṅkhasthūṇām uttarāṃ rajjuṃ badhnanti
17.10.13	tat saṃbādhya prāsyati yathā prādeśamātreṇopari bhūmeḥ syāt
17.10.14	tadadhastāt kuśaiḥ prācīnāgraiś codīcīnāgraiś cābhyupohati
17.10.15	tad abhiṇivīḍhaṃ paryṛṣati yathā na vyatheta
17.10.16	tat saṃbādhyottarasyāṃ preṅkhasthūṇāyām apāśrayati
17.10.17	tac chaste marutvatīye yathāsthānaṃ sthāpayet
17.11.1	athādhvaryur māhendraṃ grahaṃ gṛhītvaiti
17.11.2	agreṇa hotur dhiṣṇyaṃ prāṅ upaviśati
17.11.3	taṃ hotāhādhvarya upa nu rameti
17.11.4	sa uttareṇottarāṃ preṅkhasthūṇām uttareṇādhvaryuṃ prāṅ upaniṣkramya pūrvayā dvārāgnīdhraṃ prapadyottareṇāgnīdhrīyaṃ dhiṣṇyaṃ paryetya paścāt prāṅ upaviśya dakṣiṇaṃ jānv ācya sruveṇājyasthālyā upahatya juhoti
17.12.1	āyuṣmad gāyatraṃ viśvāyū rathantaraṃ sarvāyur bṛhatsāmāyur vāmadevyam atyāyur yajñāyajñīyaṃ teṣām aham āyuṣāyuṣmān bhūyāsam asyai prāṇaḥ saṃcarati prajāyai hṛdayāya kaṃ sarvā vinuḍya saṃtṛḍyo mayy astu śaradaḥ śataṃ svāheti prathamām
17.12.2	dive svāhāntarikṣāya svāhā pṛthivyai svāheti tisraḥ
17.12.3	gave svāhā vāce svāhā vācaspataye svāhety aparās tisraḥ
17.12.4	yad idam iti haitihaṃ daivyaṃ saha uccaret / tad vayaṃ yajāmahe yad asmabhyam iti dravat / vāco rājan yajāmahe vācaspate sahasva me / yo asmāṁ abhidāsati // svāhety aṣṭamīṃ hutvā yathāyatanaṃ sruvaṃ nidhāya yathāprapannam upaniṣkramyāgreṇa sada uttareṇa srutiṃ prāṅ tiṣṭhan parimādāñ japāñ japati
17.12.5	vāg āyur viśvāyur viśvam āyur ehy evā hīndropehi viśvatha vidā maghavan vidā iti
17.12.6	athātraiva tiṣṭhann agniṃ yathāṅgam upatiṣṭhate
17.13.1	namas te gāyatrāya yat te śiro yat te pura iti pūrvārdham
17.13.2	namas te rathantarāya yas te dakṣiṇo bāhur yas te dakṣiṇaḥ pakṣa iti dakṣiṇaṃ pakṣam
17.13.3	namas te bṛhate yas ta uttaro bāhur yas ta uttaraḥ pakṣa ity uttaraṃ pakṣam
17.13.4	namas te vāmadevyāya yat te madhyaṃ yas ta ātmeti madhyam
17.13.5	namas te yajñāyajñīyāya yat te pucchaṃ yā pratiṣṭheti puccham
17.13.6	samiddhasyaivaitān bhāgān upatiṣṭheta yady uttaravedau bhavati
17.13.7	athātraiva tiṣṭhann ādityam upatiṣṭhate
17.13.8	ākāśaṃ śālāyai kuryur iti haika āhuḥ
17.13.9	deśena tv evopātiṣṭhate
17.13.10	subhūr nāmā asi śreṣṭho raśmir devānāṃ saṃsadyayā tanvā brahma jinvasi tayā mā jinva tayā mā janaya tayā mā pāhi brahmavarcasam annādyaṃ mayi tviṣiṃ dhā namas te astu mā mā hiṃsīr iti
17.13.11	atha dakṣiṇāvṛt praviśati
17.13.12	paścāt preṅkhaṃ prāṅ upaviśya tad anvārabhyān anusṛjan vāg yata āsta ādhisarpaṇāt
17.14.1	sa purastād eva chandogebhyaḥ śīrṣaṇyāṃs tṛcān nigādayeta
17.14.2	sa purastād evādhvaryuṇā saṃvādayeta
17.14.3	dvādaśakṛtvas tūṣṇīṃ śaṃse pratyāgṛṇītād vihṛtam ātmānaṃ ca padānuṣaṅgāṃś ca śaṃsiṣyābhyavihṛtaṃ tvaṃ pratyāgṛṇītād iti
17.14.4	atha prastotāram āha saptasu stotriyāsu pariśiṣṭāsu naḥ prabrūtāt tāvad dhīdaṃ japyam iti
17.14.5	athādhvaryuḥ stotram upākaroti
17.14.6	yatraivodgātāsandīm adihrohaty atha prastotāpratihartārau bṛsyāv adhisarpataḥ
17.14.7	upagātāraś ca
17.14.8	udgātaiva prathamo vīṇāṃ pravādayati
17.14.9	taṃ patnyo 'nu pravādayanti
17.14.10	āghnanti dundubhīn
17.14.11	āhanti bhūmidundubhim
17.14.12	kurvanti ghoṣaṃ ghoṣakṛtaḥ
17.14.13	atha pūrṇakumbhā apo bibhratyo mārjālīyaṃ pariyanti
17.14.14	hai mahā3 idaṃ madhv idaṃ madhv ity etāṃ vācaṃ vadanti
17.14.15	apradakṣiṇaṃ triḥ
17.14.16	prasalavi tūṣṇīṃ tata ūrdhvam
17.15.1	athaitam aśvarathaṃ yuñjanti
17.15.2	agreṇa dakṣiṇaṃ vedyaṃsam
17.15.3	taṃ saṃnaddha ātiṣṭhati rājā vā rājamātro vā dhanuś ca trīmś ceṣūn ādāya
17.15.4	so 'bhito vediṃ triḥ prasalavi parivartamāna etam ākhaṇaṃ vidhyati
17.15.5	taṃ na sapattreṇātividhyet
17.15.6	evaṃ dvitīyam evaṃ tṛtīyam
17.15.7	taṃ prāñcam udañcaṃ śrathnanti
17.15.8	taṃ tatraiva vimuñcanti
17.15.9	atha prastotā saptasu stotriyāsu pariśiṣṭāsvāhā veleti
17.15.10	atha hotā dakṣiṇena prādeśena preṅkha phalakaṃ ca bhūmiṃ ca samṛśañ japatiṣaṃ mahān mahatyā dadhād iti
17.15.11	athopari preṅkhaphalake prādeśaṃ nidhāya japati saṃ devo devyā dadhād iti
17.15.12	athopari preṅkhaphalakāt prādeśamātre prādeśaṃ dhārayañ japati saṃ brahma brāhmaṇyā dadhād iti
17.15.13	athopanidhāya preṅkhaphalakaṃ trir abhyanya trir abhyavān iti
17.16.1	athainad urasā saṃspṛśya dakṣiṇaṃ bhāgam ātmano 'tiharañ japaty arko 'si vasavas tvā gāyatreṇa chandasārohantu tān aham anvārohāmi rājyāyeti
17.16.2	athottaraṃ bhāgam ātmano 'tiharañ japati rudrās tvā traiṣṭubhena chandasārohantu tān aham anvārohāmi svārājyāyeti
17.16.3	atha dakṣiṇaṃ bhāgam ātmano 'tiharañ japaty ādityās tvā jāgatena chandasārohantu tān aham anvārohāmi sāmrājyāyeti
17.16.4	athottaraṃ bhāgam ātmano 'tiharañ japati viśve tvā devā ānuṣṭubhena cchandasārohantu tān aham anvārohāmi kāmaprāyeti
17.16.5	atha samadhisṛpya prāñcau pādā upāvahṛtya bhūmau pratiṣṭhāpayati
17.16.6	atha trir abhyanya trir abhyavān iti
17.16.7	athopari preṅkhaphalake dakṣiṇottariṇam upasthaṃ kṛtvā dakṣiṇena prādeśena paścāt preṅkhaphalakam upaspṛśati prajāpatiṣ ṭvārohatu vāyuḥ preṅkhayatv iti
17.16.8	atha trir abhyanya trir abhyavān iti
17.16.9	atha prāñcau pāṇī parigṛhya japati
17.17.1	saṃ vāk prāṇena sam ahaṃ prāṇena saṃ cakṣur manasā sam ahaṃ manasā saṃ prajāpatiḥ paśubhiḥ sam ahaṃ paśubhiḥ suparṇo 'si garutmān premāṃ vācaṃ vadiṣyāmi bahu kariṣyantīṃ bahu kariṣyan bāhor bhūyaḥ svargam iṣyantīṃ svargam iṣyann iti
17.17.2	atha trir abhyanya trir abhyavān iti
17.17.3	sa visṛṣṭavāṅ matsaraṃ vininīṣamāṇa āsta ā stotrasya pravadanāt
17.17.4	yatraiva hotā preṅkham adhirohati tat sarve ṣagṛhapatikā bṛsīr adhisarpanti
17.17.5	uttamāyāṃ stotriyāyāṃ pariśiṣṭāyām avatṛṇatti dundubhīn
17.17.6	avatṛṇatti bhūmidundubhim
17.17.7	uparamanti ghoṣaṃ ghoṣakṛtaḥ
17.17.8	atha pūrṇakumbhā apo bibhratyo mārjālīyaṃ pariyanti
17.17.9	mārjālīye tāḥ kalaśān avaninīyopanidhāya yathaitam utsṛjyante
17.17.10	eṣeti prāha
17.17.11	prokte hotā vācaṃ yacchaty ānuvaṣaṭkārāt
17.17.12	upa pratihāram āhāve 'nuramati
17.17.13	pratihṛta āhvayate
17.17.14	adhvaryo śoṃsāvo3 ity uccair āhūya yathāsya vāk sarvā anyā vāco 'tivadet
17.17.15	uccair āhūya trir upāṃśu hiṃkṛtyopāṃśu tūṣṇīṃśaṃsam / tasyātas tasyātaḥ
18.1.1	uccair āhūya trir upāṃśu hiṃkṛtya
18.1.2	brahma jajñānaṃ prathamaṃ purastād iyaṃ pitre rāṣṭryety agre viśve devā mama śṛṇvantu yajñiyā ity etās tisra ṛcas tūṣṇīṃśaṃsas tā upāṃśv apraṇuvan pacchaḥ
18.1.3	athātmane vācam utsṛjati
18.1.4	tad id āsa bhuvaneṣu jyeṣṭham iti stotriyas tṛcaḥ
18.1.5	tad etan navarcam
18.1.6	vane na vā yo nyadhāyi cākann ity aṣṭau
18.1.7	śākmanā śokā aruṇaḥ suparṇa iti tṛcam
18.1.8	yo adadhāj jyotiṣi jyotir antar mahat tan nāma guhyaṃ puruspṛg idaṃ ta ekaṃ para ū ta ekam iti tisra ekapātinyaḥ
18.1.9	tās trayoviṃśatiḥ
18.1.10	triḥśastayā prathamayā saha pañcaviṃśatiḥ
18.1.11	sa eṣa ātmā pañcaviṃśaḥ
18.1.12	taṃ nadenopasṛṣṭaṃ śaṃsati
18.1.13	nadaṃ va odatīnām iti
18.1.14	traiṣṭubhāni pūrvāṇi padāni nadasyottarāṇi
18.1.15	prathamena traiṣṭubhena padena prathamaṃ nadasya padam upasaṃdhāyāvasyati
18.1.16	dvitīyena traiṣṭubhena dvitīyaṃ saṃdhāya praṇauti
18.1.17	tṛtīyena traiṣṭubhena tṛtīyaṃ saṃdhāyāvasyati
18.1.18	caturthena traiṣṭubhena caturthaṃ saṃdhāya praṇauti
18.1.19	evaṃ vihṛtāṃ prathamāṃ triḥ śaṃsati
18.1.20	parācīr uttarāḥ
18.1.21	evaṃ vihṛtā eva yā tṛtīyā sūktasya tasyā uttaram ardharcam utsṛjati nadasya cottaram
18.1.22	tau purastād dvipadānāṃ śaṃsati
18.1.23	ātmānaṃ śastvātha sūdadohasaṃ śaṃsati / tā asya sūdadohasa iti tām ardharcaśaḥ
18.2.1	athaitāni śīrṣaṇyāni tṛcāni śaṃsati
18.2.2	indram id gāthina indreṇa saṃ hīndro dadhīca uttiṣṭhann ojasā sahod ghed abhi śrutām agham ud u tyaṃ jātavedasam ity eteṣāṃ tṛcānāṃ yeṣu sāmagāḥ stuvīraṃs tāni śaṃset
18.2.3	ud u tyaṃ jātavedasam ity etasminn u haike navarce stuvate
18.2.4	te yadi tathā kuryur etad eva śaṃset
18.2.5	ud u tyaṃ jātavedasam ity etasyo haike prathame tṛce stuvate
18.2.6	te yadi tathā kuryur itareṣāṃ ye kāmayeta te upāharet
18.2.7	tāny ardharcaśaḥ śastvātha sūdadohasam
18.3.1	athaitaṃ graivaṃ tṛcaṃ śaṃsati
18.3.2	yasyedam oja ārujas tujo yujo balaṃ sahaḥ / indrasya rantyaṃ bṛhat / anādhṛṣṭaṃ vipanyayā nādhṛṣa ādadharṣayā / dhṛṣāṇaṃ dhṛṣitaṃ śavaḥ / sa no dadātu taṃ rayiṃ puru piśaṅgasaṃdṛśam / indraspatistavastomo janeṣu / iti
18.3.3	tam ardharcaśaḥ śastvātha sūdadohasam
18.4.1	uruṃ no lokam anu neṣi vidvān ity akṣā
18.4.2	tāṃ pacchaḥ śastvātha sūdadohasam
18.4.3	atha rathantarasya stotriyaṃ punar ādāyaṃ kakupkāram atha sūdadohasam
18.4.4	atha rathantarasyānurūpaṃ punar ādāyaṃ kakupkāram atha sūdadohasam
18.4.5	atha dhāyyāṃ pacchaḥ śastvātha sūdadohasam
18.4.6	atha rāthantaraṃ pragātham ardharcaśaḥ śastvātha sūdadohasam
18.4.7	ya eka iddhavyaś carṣaṇīnām iti sūktaṃ tat pacchas tasya dvitīyām uddhṛtya viśvo hy anyo arir ā jagāmeti yaitasya dvitīyā tām iha dvitīyāṃ karoti sūktaṃ śastvātha sūdadohasam
18.4.8	tam indraṃ johavīmi maghavānam ugram iti prahastakas tṛcaḥ
18.4.9	taṃ pacchaḥ śastvātha sūdadohasam
18.5.1	sa sūrye janayañ jyotir indro 'yā dhiyā taraṇir aṅgirasvān / ṛtena śuṣmī havamāno arkair abhi spṛdha usro vediṃ tatarda // ity akṣā
18.5.2	tāṃ pacchaḥ śastvātha sūdadohasam
18.5.3	atha bṛhataḥ stotriyaṃ punar ādāyaṃ kakupkāram atha sūdadohasam
18.5.4	atha bṛhato 'nurūpaṃ punar ādāyaṃ kakupkāram atha sūdadohasam
18.5.5	nātra dhāyyā bhavati
18.5.6	atha bārhataṃ pragātham ardharcaśaḥ śastvātha sūdadohasam
18.5.7	viśvo hy anyo 'rir ā jagāmeti sūktaṃ tat pacchas tasya dvitīyām uddhṛtya ya eka iddhavyaś carṣaṇīnām iti yaitasya dvitīyā tām iha dvitīyāṃ karoti
18.5.8	sūktaṃ śastvātha sūdadohasam
18.5.9	viśvāḥ pṛtanā abhibhūtaraṃ naram iti prahastakas tṛcaḥ
18.5.10	tasya pacchaḥ prathamāṃ śaṃsaty ardharcaśa uttare
18.5.11	prahastakaṃ śastvātha sūdadohasam
18.6.1	athaitāni catur uttarāṇi tṛcāni śaṃsati
18.6.2	indrāya madvane sutam indraṃ vṛtrāya hantave gāyanti tvā gāyatriṇo na tvā bṛhanto adraya iti catvāri tṛcāni
18.6.3	tāny ardharcaśaḥ
18.6.4	itthā hi soma in mada iti pāṅktaṃ tṛcaṃ tat paṅktiśaṃsam
18.6.5	saṃ ca tve jagmur gira indra pūrvīr ād aṅgirāḥ prathamaṃ dadhire vaya iti traiṣṭubhajāgate tṛce
18.6.6	te pacchaḥ śastvātha sūdadohasam
18.7.1	athaitā aśītīḥ śaṃsati
18.7.2	mahān indro ya ojasā ity etayā gāyatrīm aśītiṃ pratipadyate
18.7.3	tāni pañcadaśa tṛcāni
18.7.4	indra it somapā eka ity aṣṭau
18.7.5	eved eṣa tuvikūrmir iti trīṇi
18.7.6	ā ghā ye agnim indhata iti caturdaśa
18.7.7	tāni catvāriṃśat tṛcāni
18.7.8	tat pūrvaṃ kapalam
18.7.9	athottaram
18.7.10	pra kṛtāny ṛjīṣiṇa iti daśa tṛcāni
18.7.11	apād u śipry andhasa iti pañca
18.7.12	ā tvā viśantv indava iti catvāri
18.7.13	yad adya kac ca vtrahann iti pañca
18.7.14	patnīvantaḥ sutā ima iti catvāri
18.7.15	idaṃ hy anv ojasottiṣṭhann ojasā sahābhi pra gopatim iti trīṇi tṛcāni
18.7.16	teṣāṃ yat purastāt kṛtaṃ syāt tad uddharet
18.7.17	yady u vai na kuryur ud eva haret
