#Text:Kātyāyanaśrautasūtra
#Data entry:M. Fushimi



1.1.1	athāto 'dhikāraḥ
22.3.1	śyeno 'bhicarataḥ
22.3.2	yatrauṣadhayo na jāyeraṃs tad devayajanam
22.3.3	vidāhi vā
22.3.4	vṛkṣastambachinnam
22.3.5	vā nirvraskam
22.3.6	dakṣiṇāpravaṇam
22.3.7	acaṣālo yūpaḥ
22.3.8	sphyāgraḥ
22.3.9	tailvako bādhako vā
22.3.10	idhmo baibhīdakaḥ
22.3.11	śaramayaṃ barhiḥ
22.3.12	adhiṣavaṇe śavanabhye
22.3.13	rathau havirdhāne
22.3.14	lohitaḥ savanīyo 'gnaye rudravate
22.3.15	lohitavāsaso lohitoṣṇīṣāḥ pracaranty ṛtvijaḥ
22.3.16	nivītāḥ
22.3.17	ujjyadhanvānaḥ
22.3.18	kalāpinaḥ
22.3.19	kāṇakhorakūṭabaṇḍā hrutamiśrā navanava dakṣiṇā dadāti liṅgānām
22.3.20	puruṣāṇāṃ vā dānādhikārāt
22.3.21	prākṛtasya vā nayanaṃ bhedena
22.3.22	dakṣiṇākāle kaṇṭakair enā virujeyuḥ
22.3.23	upataptāsv anupataptānām ājyam
22.3.24	sādyaḥkradharmā hiraṇyasragvat
22.3.25	ekatrike dakṣiṇā ṣaṣṭiśataṃ ṣaṭ ca
22.3.26	sādyaḥkradharmāḥ
22.3.27	dīkṣādi sadyaḥ sarvaṃ kriyate
22.3.28	saha paśūn ālabhate
22.3.29	puroḍāśo vāgnīṣomīyasthāne
22.3.30	vapānte subrahmaṇyānivṛttiḥ
22.3.31	pratidiśaṃ vasanty ṛtvijaḥ
22.3.32	purastād yojane hotā
22.3.33	itare krośapratyavāyenakrośapratyavāyena
22.3.34	udgātottarataḥ
22.3.35	adhvaryuḥ paścāt
22.3.36	brahmā dakṣiṇataḥ
22.3.37	caturbhir aśvarathaiḥ sakṣīradṛtibhir āvahanty enān
22.3.38	yathākrośam aśvāḥ
22.3.39	tato navanītam ājyam
22.3.40	somakrayaṇas trivatsaḥ sāṇḍaḥ
22.3.41	vedir urvarā
22.3.42	vrīhīn yavān vā pakvān adhyavasyati
22.3.43	khala uttaravediḥ
22.3.44	dhānyakhalaḥ pratyayāt
22.3.45	ye vedim abhitas tān uttaravedideśe mṛdhnanti
22.3.46	pāṃsukhalo vā pratyayāviśeṣāt
22.3.47	prakṛtyanugrahāc ca
22.3.48	khalevālī yūpo lāṅgaleṣā
22.3.49	kalāpī caṣālārthe
22.3.50	nirvṛttagrahaṇāt prākṛtanivṛttiḥ
22.3.51	āveśādanivṛttiḥ
22.3.52	urvarādi vā dvitīyasya saṃnidheḥ
22.4.1	vrātyastomāś catvāraḥ
22.4.2	dvitīya ukthyaḥ
22.4.3	vrātyagaṇasya ye sampādayeyus te prathamena yajeran
22.4.4	dvitīyena ninditā nṛśaṃsāḥ
22.4.5	tṛtīyena kaniṣṭhāḥ
22.4.6	jyeṣṭhāś caturthena
22.4.7	apetaprajananā sthavirās tadākhyās teṣāṃ yo nṛśaṃsatamaḥ syād dravyavattamo vānūcānatamo vā tasya gārhapate dīkṣeran
22.4.8	tasya bhakṣam anu bhakṣayanta āsīran
22.4.9	vrātyadhanāni bhavanti
22.4.10	tiryaṅnaddham uṣṇīṣaṃ pratodaḥ
22.4.11	jyāhroḍo 'yogyaṃ dhanus tadākhyam
22.4.12	vāsaḥ kṛṣṇaśaṃ kdru
22.4.13	akṛṣṇaṃ kṛṣṇadaśaṃ vā tadākhyam
22.4.14	phalakāstīrṇo vipathaḥ
22.4.15	aśvāśvatarābhyāṃ kamprābhyāṃ yuktaḥ syād ity eke
22.4.16	niṣko rājataḥ
22.4.17	ajine pārśvasahite kṛṣṇavalakṣe āvike
22.4.18	tad gṛhapateḥ
22.4.19	evam evājinānītareṣām
22.4.20	dāmatūṣāṇi balūkāntāni dvicūḍānyāvikāni vāsāṃsi lohitāntāni kṛṣṇāntāni vā tadākhyāni
22.4.21	dāmanī dvedve upānahau ca karṇinyau kṛṣṇe syātām ity eke
22.4.22	māgadhadeśīyāya brahmabandhave dakṣiṇākāle vrātyadhanāni dadyuḥ
22.4.23	aviratebhyo vā vrātyacaraṇāt
22.4.24	teṣv eva mṛjānā yantīti śruteḥ
22.4.25	trayastriṃśataṃtrayastriṃśataṃ dakṣiṇā dadyuḥ
22.4.26	dviguṇā gṛhapatir ity eke
22.4.27	vrātyastomeneṣṭvā vrātyabhāvād virameyuḥ
22.4.28	vyavahāryā bhavanti
22.4.29	agniṣṭudbrahmavarcasavīryānnādyapratiṣṭhākāmānāṃ yaś cāpūta iva manyeta
22.4.30	yajñavibhraṣṭasya ca
22.4.31	yasmād vā vibhraṃśeran
22.5.1	chāndogye viśeṣo yathākāmam
22.5.2	subrahmaṇyāgneyī
22.5.3	evaṃ yathāstut
22.5.4	sarvam eke
22.5.5	yathotsāhaṃ dadyāt āgneyānām anaḍuddhiraṇyāśvājānām
22.5.6	trivṛtaś catvāraḥ
22.5.7	aniruktaprātaḥsavanaḥ prathamaḥ
22.5.8	īpsuyajñaḥ
22.5.9	grāmakāmasya vā
22.5.10	dakṣiṇāśvarathaś caturyuk śyāvo 'nyatamaḥ
22.5.11	tejobrahmavarcasapurodhākāmasya bṛhaspatisavaḥ
22.5.12	devasūhavīṃṣi nirvapati
22.5.13	atigrāhyavad grahaṃ gṛhṇāti bṛhaspate ati yad arya iti
22.5.14	upālambhyo bārhaspatyaḥ
22.5.15	nihiteṣu nārāśaṃseṣu prātaḥsavane 'napākurvann ekādaśa dakṣiṇā vyādiśati
22.5.16	aśvadvādaśā mādhyandine
22.5.17	apākaroty ubhayīḥ
22.5.18	ekādaśa tṛtīyasavane
22.5.19	anūbandhyavapāhomānte 'pākaraṇam
22.5.20	atikramaṇaṃ ca sarvāsām
22.5.21	ekādaśaikādaśa vā śatāni syuḥ
22.5.22	sahasrāṇi vā
22.5.23	aśvas tv eva mādhyandine 'dhikaḥ
22.5.24	vājapeyavad ājyenābhiṣicyate kṛṣṇājine
22.5.25	śukrāmanthisaṃsraveṇa vā
22.5.26	anyatas tv abhivādyaḥ
22.5.27	apratyavarohī syāt
22.5.28	sthapatir ity enaṃ brūyuḥ
22.5.29	sarājāno brāhmaṇā yaṃ puraskurvīrant sa etena yajeta
22.5.30	iṣuḥ śyenavad asadyaḥ
22.5.31	maraṇakāmasya
22.6.1	sarvasvāraḥ kṛtānnadakṣiṇaḥ
22.6.2	dīkṣādy avajighraty eva bhakṣān
22.6.3	apsvavaharaṇam asomānām
22.6.4	ārbhave stūyamāne dakṣiṇenaudumbarīṃ kṛṣṇājine saṃviśati dakṣiṇāśirāḥ
22.6.5	tad eva mriyate jīvec ced dairghaśravasaṃ svāsu yajñāyajñiyasthāne kuryuḥ
22.6.6	mṛte tadantam arthābhāvāt
22.6.7	yajamānapātrarjīṣahavīṃṣy āhavanīye prāsya yathārthaṃ gacheyuḥ
22.6.8	samāptir vobhayacodanāt
22.6.9	samiṣṭayajurante saṃ tvā hinvantīti dārvāharaṇam
22.6.10	saṃ tvā tatakṣur iti takṣaṇam
22.6.11	saṃ tvā riṇantīti prakṣālanam
22.6.12	saṃ tvā śiśantīty āsandīvivānam
22.6.13	āsandyainam avabhṛthaṃ hṛtvābhyukṣya somopanahanena prachādyānūbandhyavapāhomānte dakṣiṇasyāṃ vediśroṇau sarvakeśaśmaśrulomavapanam
22.6.14	mṛtāhitāgnyāvṛc ca
22.6.15	anūbandhyānte 'gnīn āhṛtya vedimadhyam āgnīdhrād dakṣiṇaṃ dakṣiṇāśirasaṃ citāv āhitam udgātā trir yāmena parigāyan nāke suparṇam ity etasyām
22.6.16	dhūmaprāptaṃ tveṣas te dhūma ṛṇvatīti
22.6.17	agniprāptam agne mṛḍa mahā3ṃ asīty anyatareṇa
22.6.18	udavasanīyānte vā sarvasya samāpteḥ
22.6.19	jīvec ced etenaivārambheṇa mumūrṣet
22.6.20	jijīviṣed vā
22.6.21	ṛtvigapohanīyās trayaḥ
22.6.22	sarvastomaḥ
22.6.23	ahanī cottame chāndomike pṛthak kṛtvā
22.6.24	vācastomāścatvāraḥ
22.6.25	chāndogye viśeṣaḥ
22.6.26	pṛṣṭhyastomās trivṛtpañcadaśasaptadaśaikaviṃśatriṇavatrayastriṃśāḥ
22.7.1	cāturmāsyāḥ somās triṣu parvasthāneṣu pārṣṭhikāni pṛṣṭhyo vihṛta iti śruteḥ
22.7.2	vaiśvadevasthāne prathamam
22.7.3	ayūpam
22.7.4	uttaravedyakaraṇaṃ ca
22.7.5	paridhau paśuniyojanam
22.7.6	dvitīye dvidivākhyo dvyahaḥ
22.7.7	agniṣṭomaṃ prathamam eke
22.7.8	tṛtīye tryaho 'tirātra uttamaḥ
22.7.9	agniṣṭomaṃ prathamam eke
22.7.10	jyotiṣṭomaḥ śunāsīrīyasthāne
22.7.11	pañcasu savanīyā vaiśvadevavāruṇamārutāgneyaindrāgnāḥ
22.7.12	ṣaṣṭhe caikādaśināḥ
22.7.13	vāyavyaḥ saptame
22.7.14	pañcāśataṃpañcāśataṃ pratyahaṃ dadāty uttame dvādaśaṃ śatam
22.7.15	vatsā vā pañcāśato yathartujāḥ
22.7.16	pratiparvāvabhṛthāḥ
22.7.17	parvāntareṣv ahataṃ vaste
22.7.18	astryupāyī
22.7.19	amāṃsāśī
22.7.20	anūbandhyā bārhaspatyāmaitrāvaruṇīsauryāśvinyo yathāvabhṛtham
22.7.21	pratikarma somāḥ
22.7.22	agnyādheyapunarādheyāgnihotradarśapūrṇamāsadākṣāyaṇāgrayaṇāḥ
22.7.23	ukthyaṃ paśubandham eke
22.8.1	prātaḥ savanīyān anu havīṃṣi nirvapati
22.8.2	payasī agnihotrayoḥ
22.8.3	antyadevatānūbandhyādyā savanīyā
22.8.4	ekadevateṣūbhayam
22.8.5	cāturmāsyeṣu caike
22.8.6	saptadaśāḥ
22.8.7	upahavyo 'nirukto grāmakāmasya
22.8.8	anṛtaṃ vābhiśasyamānasya
22.8.9	śyāvo 'śvo dakṣiṇā taṃ brahmaṇe dadāti
22.8.10	svargakāmasyartapeyaḥ
22.8.11	dīkṣopasado dvādaśa
22.8.12	tisra upasadaḥ
22.8.13	ṣaḍ vā
22.8.14	ubhayatra vā dvādaśatā guṇatvāt
22.8.15	ghṛtaṃ vratayati
22.8.16	camasaṃ pūrṇam aṅguliparvaṇā maulyena sarvataḥ pramitam ādyāyām upasadi
22.8.17	dvitīyena dvitīyāyām
22.8.18	tṛtīyena tṛtīyāyām
22.8.19	bhakṣayiṣyantaḥ satyaṃ brūyuḥ
22.8.20	sado vā srapsyantaḥ
22.8.21	somacamaso dakṣiṇaudumbaraḥ sagotrāya brahmaṇe deyaḥ
22.8.22	pūtabhṛtaḥ sarvārthatvāt
22.8.23	aṃśucamasam eke tena sa yajeteti śruteḥ
22.8.24	aśvavat
22.8.25	paśūpavādāc ca
22.8.26	dvināmottaro bahuhiraṇyo dūṇāśaś ca
22.9.1	dīkṣaṇīyāyāṃ hiraṇyaṃ dvādaśamānaṃ dadāti
22.9.2	uttareṣu ca dviguṇaṃ pūrvaṃpūrvam
22.9.3	prāyaṇīyātithyopasatsu
22.9.4	paśuvapānte pratisavanaṃ nihiteṣu savanamukhīyeṣu
22.9.5	udayanīyāyām anūbandhyāyām udavasānīyāyāṃ srajaṃ codgātre
22.9.6	rukmaṃ hotre 'naḍuchataṃ kāle sarvebhyaḥ
22.9.7	vaiśyapaśukāmayor vaiśyastomaḥ
22.9.8	savanāny āśīrvanti
22.9.9	prātaḥsavane pratiduhā śrayaṇam
22.9.10	śṛtena mādhyandine
22.9.11	tṛtīyasavane dadhnā
22.9.12	dakṣiṇā vatsatarāḥ pañcavarṣāḥ pṛśnayaḥ
22.9.13	vatsataryaś ca trihāyaṇyo 'pravītāḥ pañcavarṇā rājīvapṛśnayo navanītaprāśnayo 'ruṇāḥ piśaṅgyaḥ sāraṅgya iti
22.9.14	ubhayasya sahasraṃ dvādaśaṃ vā śatam
22.9.15	somātipūtasya tīvrasudukthyaḥ
22.9.16	aparuddharājanyasya
22.9.17	dīrghavyādhigrāmakāmaprajākāmapaśukāmānāṃ vā
22.9.18	pūrvavat somāḥ
22.10.1	dhenuśatam āśire duhanti
22.10.2	tad eva dakṣiṇā
22.10.3	achāvākavigraheṣu bhakṣaṇam
22.10.4	avaghrāṇam itareṣu
22.10.5	teṣv evonnayanam abhyabhi somān unnayantīti śruteḥ
22.10.6	adhvaryū camasādhvaryavaś ca sarve pratigṛṇanty achāvākāya
22.10.7	dvandvānāṃ prathamo rāḍ rājanyasya rājyakāmasya
22.10.8	yathāśakty ekaviṃśativargān dadyāt
22.10.9	ṛṣabha aindraḥ pariyajñaḥ
22.10.10	annādyakāmasya virāṭ
22.10.11	yathāśakti daśavargān dadyāt
22.10.12	paśur āgneyaḥ pariyajñaḥ
22.10.13	prajātikāmasyaupaśadaḥ
22.10.14	dakṣiṇā caturviṃśaṃ śatam
22.10.15	paśur vaiśvadevaḥ pariyajñaḥ
22.10.16	bahu pratigṛhya garagīriva yo manyeta tasya punastoma ukthyaḥ
22.10.17	dakṣiṇā dvādaśamithnā punarvatāṃ ca yathāśakti
22.10.18	paśukāmayajñau catuṣṭomau
22.10.19	ṣoḍaśy uttaraḥ
22.10.20	pūrvasmin yathāśakty ekaśaphān dadyād ubhayān uttarasmin
22.10.21	udbhidbalabhidau cāharataḥ saṃyuktau
22.10.22	pūrveṇeṣṭvottareṇāvaśyam
22.10.23	iṣuriṣṭirantareṇaināvāgneyaḥ puroḍāśaḥ
22.10.24	udvṛḍhaḥ prastaraḥ
22.10.25	bāṇavantaḥ paridhayaḥ
22.10.26	ardhamāsaṃ māsaṃ saṃvatsaraṃ vā
22.10.27	dakṣiṇā gāyatrī caturviṃśativargā yathāśakti
22.10.28	apacitikāmasyāpacitī
22.10.29	rājayajñāv ity eke
22.10.30	dakṣiṇāśvarathaś caturyugubhayataḥ
22.10.31	kāṃsyakavacaḥ
22.10.32	śatārhā aśvāḥ
22.10.33	sāgnicityāv agnestomau sarvajiddīkṣau
22.10.34	pūrvaḥ pakṣy uttaro jyotiḥ
22.11.1	dhānyācitāni catvāricatvāri dakṣiṇā
22.11.2	pūrvasya ṣaḍgavāny uttarasya caturgavāṇi
22.11.3	ṛṣabhagosavau
22.11.4	pūrvo rājñaḥ
22.11.5	dakṣiṇa ṛṣabhasahasraṃ dvādaśaṃ vā śatam
22.11.6	ukthyo gosavo 'yutadakṣiṇaḥ
22.11.7	vaiśyayajña ity eke
22.11.8	sarājāno viśo yaṃ puraskurvīrant sa etena yajeta
22.11.9	sthaṇḍile 'bhiṣicyate
22.11.10	pratiduhāhavanīyasya dakṣiṇataḥ
22.11.11	sthapatir ity enaṃ brūyuḥ
22.11.12	vaiśyastomadakṣiṇāliṅgo marutstomo gaṇayajño bhrātṝṇāṃ sakhīnāṃ vā
22.11.13	prajākāmapaśukāmayor aindrāgnakulāyaḥ kuladakṣiṇaḥ
22.11.14	dviyajño bhrātroḥ sakhyor vā
22.11.15	indrastomo rājayajñaḥ
22.11.16	sahasraṃ dakṣiṇā
22.11.17	ukthyaḥ
22.11.18	purodhākāmasyendrāgnyostomaḥ
22.11.19	rājapurohitayor vā saha yajamānayoḥ
22.11.20	pṛthag vā
22.11.21	dakṣiṇā gāyatrīsampannā brāhmaṇasya
22.11.22	jagatyā rājñaḥ
22.11.23	vighanau paśukāmasya
22.11.24	abhicarato vā
22.11.25	bṛhatīsampannāḥ paśukāmasya
22.11.26	abhicarataḥ prajñātāḥ
22.11.27	saṃdaṃśavajrāv abhicarataḥ
22.11.28	ṣoḍaśī vajraḥ
22.11.29	śuṇṭhādhī lohākarṇī ṣoḍaśinaḥ somakrayaṇī
22.11.30	ahargaṇe 'py aviśeṣāt
22.11.31	viśvajitparivāsāś ca
22.11.32	na vā svasambandhāt
22.11.33	ekarājam eva pūrveṇābhicaret
22.11.34	janapadaṃ vajreṇa
22.11.35	vyatyāsaṃ vainau prayuñjīta
22.11.36	śamitvā stṛtvā vā jyotiṣṭomena yajeta śāntyarthena
23.1.1	dvādaśopasatkā ahīnā māsāpavargāḥ
23.1.2	dīkṣāḥ sutyopasacheṣeṇa
23.1.3	dvyahaprabhṛtayo dvādaśāhaparyantāḥ
23.1.4	tatrāmnānād atirātrāṃś caike
23.1.5	dāśarātrikāṇy ahāni dvyahādiṣv ekoccayena tadguṇadarśanāt
23.1.6	sahasradakṣiṇāḥ
23.1.7	catūrātrādiṣv adhikam
23.1.8	prākṛtaṃ vā pratyaham
23.1.9	pauṇḍarīke 'yutam
23.1.10	samavibhaktāḥ pratyahaṃ dadāti
23.1.11	antye 'hany adhikāḥ
23.1.12	trayodaśātirātrāḥ
23.1.13	catvāro 'ṣoḍaśikāḥ prathamāḥ
23.1.14	prajātikāmasya navasaptadaśaḥ
23.1.15	jyeṣṭhasya jyaiṣṭhineyasya viṣuvān
23.1.16	gaur bhrātṛvyavataḥ
23.1.17	svargakāmasyāyur āmayāvino vā
23.1.18	jyotiṣṭomaviśvajittrivṛtpañcadaśasaptadaśaikaviṃśā yathāsaṃkhyam ṛddhipaśubrahmavarcasavīryānnādyapratiṣṭhākāmānām
23.1.19	aptoryāmaḥ prapreva yasmāt paśavo bhraṃśeran
23.1.20	abhijid bhrātṛvyavataḥ
23.1.21	sarvastomo bubhūṣataḥ
23.1.22	yūpaikādaśinī cāsmin
23.2.1	dvyahās trayaḥ
23.2.2	aṣoḍaśikāv atirātrā uttarayoḥ
23.2.3	āṅgirasacaitrarathakāpivanāḥ
23.2.4	dvitīyam ukthyapūrvam eke
23.2.5	prathamena yajeta yaḥ pauṇyo hīna iva syāt
23.2.6	dvitīyena prajākāmaḥ
23.2.7	tṛtīyena svargakāmaḥ paśukāmo vā
23.2.8	tryahāḥ pañca gargabaidachandomāntarvasuparākāḥ
23.2.9	dvitīye trivṛto 'tirātrāḥ sarve
23.2.10	rājyakāmasya
23.2.11	antarvasuḥ paśukāmasya
23.2.12	parākaḥ svargakāmasya
23.2.13	caturahāś catvāraḥ
23.2.14	atricaturvīrajāmadagnavasiṣṭhasaṃsarpaviśvāmitrāḥ
23.2.15	jāmadagno viṃśatidīkṣaḥ puṣṭikāmasya
23.2.16	upasadaḥ puroḍāśinyaḥ
23.2.17	anūpasadaṃ juhoti
23.2.18	ājyadharmā sthānāpatteḥ
23.2.19	auṣadhadharmā vā dravyasāmānyāt
23.2.20	anuhomāś ca puroḍāśāḥ
23.2.21	pratyupasadam ekoccayena kapālāny ekakapālaprabhṛtīnām āgneyāśvinavaiṣṇavasaumyasāvitradhātramārutabārhaspatyamaitravāruṇaindravaiśvadevāḥ
23.3.1	teṣāṃ homaḥ agne ver hotraṃ ver adhvaram ā pitaraṃ vaiśvānaram avase kar indrāya devebhyo juhutā haviḥ svāhā devāv aśvinau madhukaśayādyemaṃ yajñaṃ yajamānāya mimikṣatam indrāya devebhyo juhutā haviḥ svāhā deva viṣṇa urv adyāsmin yajñe yajamānāyādhi vikramasvendrāya devebhyo juhutā haviḥ svāhā deva soma retodhā adyāsmin yajñe yajamānāyaidhīndrāya devebhyo juhutā haviḥ svāhā deva savitaḥ susāvitram adyāsmin yajñe yajamānāyāsuvasvendrāya devebhyo juhutā haviḥ svāhā deva dhātaḥ sudhātādyāsmin yajñe yajamānāyaidhīndrāya devebhyo juhutā haviḥ svāhā devā grāvāṇo madhumatīm adyāsmin yajñe yajamānāya vācaṃ vadatendrāya devebhyo juhutā haviḥ svāhā devy anumate 'nv adyemaṃ yajñaṃ yajamānāya manyasvendrāya devebhyo juhutā haviḥ svāhā devy adite svādityam adyāsmin yajñe yajamānāyāsuvasvendrāya devebhyo juhutā haviḥ svāhā devya āpo naṃnamyadhvam adyāsmin yajñe yajamānāyendrāya devebhyo juhutā haviḥ svāhā sadaḥsadaḥ prajāvān ṛbhur juṣāṇa indrāya devebhyo juhutā haviḥ svāhā deva tvaṣṭaḥ suretodhā adyāsmin yajñe yajamānāyaidhīndrāya devebhyo juhutā haviḥ svāheti
23.3.2	etaiḥ sutyānte dvādaśāhaṃ yajate pratilomamekaikena
23.4.1	pañcāhās trayaḥ
23.4.2	devānāṃ prathamaḥ
23.4.3	dvitīyaḥ pañcaśāradīyaḥ
23.4.4	tena yakṣyamāṇaḥ pañca varṣāṇy āśvayujīśukleṣu catustriṃśataṃ paśūn ālabhate mārutān
23.4.5	vaiśyastomadakṣiṇāliṅgān
23.4.6	ukṣṇo vatsatarīr varṇānupūrveṇa
23.4.7	ardhā vatsataryaḥ
23.4.8	paryagnikṛtān utsṛjanty ukṣṇo vatsatarībhiḥ saṃsthāpayanti
23.4.9	evaṃ pañca varṣāṇy ukṣṇo niyuñjanti
23.4.10	ṣaṣṭhe savanīyā bhavanti trayastrayo 'nvaham aindrāmārutāḥ
23.4.11	pañcottame
23.4.12	yaḥ kāmayeta bahuḥ syām iti sa etena yajeta
23.4.13	paśvāpadi caravaḥ
23.4.14	aponaptriyo 'psu mṛte
23.4.15	vāyavyaḥ palāyite
23.4.16	bārhaspatyaḥ śravaṇakūṭakāṇaś cet
23.4.17	nairṛto 'vasanne
23.4.18	puroḍāśāḥ pare
23.4.19	rudrābhimāne 'gnaye rudravate
23.4.20	saṃśīrṇaś ced ekakapālo bhaumaḥ
23.4.21	prāsahā hṛtaś ced indrāya prasahvane
23.4.22	bhojanīyamṛte prājāpatyo dvādaśakapālaḥ
23.4.23	mṛtaṃ brāhmaṇān bhojayet
23.4.24	apsu prāsanam nidhānaṃ vāḍuṣṭatvāt
23.4.25	anyatrāpi doṣasaṃyogāt
23.4.26	na prakaraṇāt
23.4.27	vratavān uttamaḥ
23.4.28	jyotir gaur mahāvrataṃ gaur āyuḥ
23.4.29	ahīnā vratavantaḥ sarvajiddīkṣāḥ
23.5.1	ṣaḍahās traya ṛtūnāṃ prathamaḥ
23.5.2	dvitīye bṛhadrathantarapṛṣṭhaḥ pañcāhaḥ pṛṣṭhyāvalambākhyaḥ
23.5.3	tṛtīye tribhyas trikadrukāḥ
23.5.4	sapta saptāhāḥ catvāro vratottamāḥ prathamāḥ
23.5.5	tṛtīyaḥ paśukāmasya
23.5.6	indrasya pañcamaḥ
23.5.7	dvitīyaprabhṛti ṣaḍ ekāhāḥ
23.5.8	sarvastoma uttamaḥ
23.5.9	janakasapatarātraḥ caturbhyo viśvajin mahāvratam
23.5.10	uttame ṣaḍaho bṛhadrathantarapṛṣṭhaḥ pṛṣṭhyastomākhyaḥ
23.5.11	viśvajit paśukāmasya
23.5.12	aṣṭāhe ṣaḍahān mahāvratam
23.5.13	navarātre trikadrukāḥ
23.5.14	dvitīyaṃ trikadrukebhyaḥ pṛṣṭhyāvalambaḥ
23.5.15	daśarātrāś catvāraḥ
23.5.16	prathamas trikakup
23.5.17	ukthyo 'gniṣṭomapakṣas trirāvṛtaḥ
23.5.18	pratiṣṭhākāmasya
23.5.19	kausurubindaḥ
23.5.20	agniṣṭomās trivṛtas trayaḥ
23.5.21	pañcadaśāś cokthyāḥ
23.5.22	saptadaśāś ca
23.5.23	ekaviṃśo 'tirātraḥ
23.5.24	pūrdaśarātro 'bhicaryamāṇasya
23.5.25	ukthyo 'gniṣṭomapakṣaḥ
23.5.26	gopakṣo 'bhijit
23.5.27	āyur viśvajitpakṣaḥ
23.5.28	chandomadaśāhaḥ paśukāmasya
23.5.29	pṛṣṭhyāvalambāc catvāraś chandomāḥ
23.5.30	pauṇḍarīkaḥ sarvarddhikāmasya
23.5.31	daśarātro 'sattrotthānaḥ
23.5.32	viśvajidatirātraḥ
23.5.33	tulyam ādhvaryavam atirātreṣu viśvajidvarjam
23.5.34	yathoktamuttamaḥ
24.1.1	dvādaśarātrādīni rātrisattrāṇi
24.1.2	ekoccayena catvāriṃśadantāni
24.1.3	yathopadeśam ahāni
24.1.4	apūryamāṇe daśarātraḥ paraḥ
24.1.5	prakṛtivihiteṣu mahāvrataṃ daśarātrād uttaram ekāhārthe
24.1.6	purastād anyat
24.1.7	ṣaḍahārthe 'bhiplavaḥ
24.1.8	tasyāditaḥ pañca pañcāhārthe
24.1.9	tryahārthe jyotir gaur āyur iti trikadrukāḥ
24.1.10	vrataṃ ca yathoktaṃ caturahārthe
24.1.11	goāyuṣī dvyahārthe
24.1.12	atirātrāntaram āvāpasthānam
24.1.13	āvāpasamavetānām alpamalpaṃ pūrvam
24.1.14	dve trayodaśarātre pṛṣṭhyāt sarvastomo 'tirātraḥ
24.1.15	prakṛtivihitaṃ dvitīyam
24.1.16	sambhāryaṃ tṛtīyam
24.1.17	caturdaśarātrāṇi trīṇi
24.1.19	dvau pṛṣṭhyau
24.1.20	pratilomaḥ paraḥ
24.1.21	madhyame trikadrukāḥ pṛṣṭhyam abhitaḥ
24.1.22	pratilomāḥ pare
24.1.23	vivāhodakatalpasaṃśayitānām etat
24.1.24	prakṛtivihitaṃ tṛtīyam
24.1.25	pañcadaśarātrāṇi catvāri
24.1.26	uttare prakṛtivihite
24.1.27	caturdaśarātrābhyāṃ pūrve vyākhyāte
24.1.28	pṛṣṭhyayor madhye mahāvratam
24.1.29	atirātrād agniṣṭud dvitīyasya
24.1.30	sa prāyaṇīyas tṛtīyasya
24.2.1	prakṛtivihitāni prāg viṃśatirātrāt
24.2.2	viṃśatirātre 'bhiplavo 'bhijidviśvajitau ca
24.2.3	ekaviṃśatirātrayor atirātrāv aṣoḍaśikau
24.2.4	abhiplavās trayaḥ prathamād atirātraḥ
24.2.5	nidāghe dvitīyaṃ brahmavarcasakāmānām
24.2.6	trayastrayaḥ svarasāmāno viṣuvantam abhitaḥ pṛṣṭhyau ca
24.2.7	uttaraḥ pratilomaḥ
24.2.8	mānavyaḥ sāmidhenyaḥ
24.2.9	saumāpauṣṇa upālambhyaḥ
24.2.10	prakṛtivihitāny ā dvātriṃśadrātrāt
24.2.11	dvāviṃśatirātram annādyakāmānām
24.2.12	trayoviṃśatirātraṃ pratiṣṭhākāmānām
24.2.13	pūrvaṃ caturviṃśatirātraṃ prajākāmānāṃ paśukāmānāṃ vā
24.2.14	dvitīyaṃ saṃsadaḥ
24.2.15	aṣoḍaśikāv atirātrau
24.2.16	viśālaḥ
24.2.17	pārṣṭhikāni trīṇy uttarāṇi pratilomānulomāni
24.2.18	tam abhito 'gniṣṭomāv aniruktau
24.2.19	pṛṣṭhyastomau ca
24.2.20	uttaraḥ pratilomaḥ
24.2.21	tasmād agniṣṭomāv anirukatau
24.2.22	pañcaviṃśatirātram annādyakāmānāṃ ṣaḍviṃśatirātraṃ pratiṣṭhākāmānāṃ saptaviṃśatirātram ṛddhikāmānām aṣṭāviṃśatirātraṃ prajākāmānāṃ paśukāmānāṃ vā
24.2.23	dvātriṃśadrātraṃ ca
24.2.24	trayastriṃśadrātrāṇi trīṇi
24.2.25	pañcāhāś catvāraḥ
24.2.26	tribhyo 'tirātro viśvajit
24.2.27	vratavad dvitīyaṃ tryabhiplavam
24.2.28	abhiplavāntarayor atirātrau
24.2.29	tṛtīye trayastrayaḥ pañcāhā viśvajitam abhitaḥ
24.2.30	pratilomāḥ pare
24.2.31	prakṛtivihitānyā catvāriṃśadrātrāt
24.2.32	catustriṃśadrātram annādyakāmānām
24.2.33	ṣaṭtriṃśadrātraṃ pratiṣṭhākāmānām
24.2.34	saptatriṃśadrātram ṛddhikāmānām
24.2.35	aṣṭātriṃśadrātraṃ prajākāmānāṃ paśukāmānāṃ vā
24.2.36	catvāriṃśadrātraṃ ca
24.2.37	vratavanty uttarāṇi prathamatṛtīyavarjaṃ saptaikānnapañcāśadrātrāṇi
24.2.38	prathamo vidhṛtiḥ
24.2.39	aṣoḍaśikāv atirātrau
24.3.1	kausurubindaḥ prathamas tryahaḥ
